source,target,co_temporal_weight,passes_co_temporal_threshold
cantik_rp63440,glowingid_rr53578,1,False
cantik_rr3905,glowingid_ct18883,1,False
cantik_rr3905,skinlover_ct23275,1,False
cantik_rr3905,skintok_ct36635,1,False
cantik_rr3905,skintok_ct98906,1,False
cantiknyata_r3c06m00x8166,cicanncyy,1,False
cantiknyata_r3c06m00x8166,pitalokaaaaaaaaaaaaaa,1,False
cantiknyata_r3c06m00x8166,suciwarsini,1,False
cantiknyata_r3c06m01x3833,cicanncyy,1,False
cantiknyata_r3c06m01x3833,pitalokaaaaaaaaaaaaaa,1,False
cantiknyata_r3c06m01x3833,suciwarsini,1,False
cantiknyata_r3c06m02x7276,cicanncyy,1,False
cantiknyata_r3c06m02x7276,pitalokaaaaaaaaaaaaaa,1,False
cantiknyata_r3c06m02x7276,suciwarsini,1,False
cantiknyata_r3c06m03x7677,cicanncyy,1,False
cantiknyata_r3c06m03x7677,pitalokaaaaaaaaaaaaaa,1,False
cantiknyata_r3c06m03x7677,suciwarsini,1,False
cantiknyata_r3c06m04x5441,cicanncyy,1,False
cantiknyata_r3c06m04x5441,pitalokaaaaaaaaaaaaaa,1,False
cantiknyata_r3c06m04x5441,suciwarsini,1,False
cantiknyata_r3c06m05x2517,cicanncyy,1,False
cantiknyata_r3c06m05x2517,pitalokaaaaaaaaaaaaaa,1,False
cantiknyata_r3c06m05x2517,suciwarsini,1,False
capiuuuw,skinclub_ct6649,1,False
capricorn261205,kulitglowing_ip1790,1,False
cchoco_melt,glowhunter_ip1923,1,False
cece.liya.2632,skinclub_ct6649,1,False
ceciliaamargareta,kulitsehat_rp54793,1,False
ceyutrik,kulitsehat_ct8443,1,False
ceyutrik,racun_ct2295,1,False
ceyutrik,racun_ct8621,1,False
ceyutrik,skinbestie_ct9276,1,False
cha_azrah,kulitsehat_rp54793,1,False
chachaaaaaaaaaaaaaaaaaa3,glowhunter_ip1923,1,False
chachaica23,glowhunter_ip1923,1,False
chessy.rose,glowhunter_ip8756,1,False
chicola357,glowhunter_ip1923,1,False
chikchik2974,glowhunter_ip1923,1,False
chocipi30,skinclub_ct6649,1,False
chocochips00711,glowhunter_ip8756,1,False
christidhias2603,glowdiary_r3c03m00x2631,1,False
christidhias2603,glowdiary_r3c03m01x2588,1,False
christidhias2603,glowdiary_r3c03m02x1592,1,False
christidhias2603,glowdiary_r3c03m03x1823,1,False
christidhias2603,glowdiary_r3c03m04x6886,1,False
christidhias2603,glowdiary_r3c03m05x9471,1,False
christyannemarie,kulitsehat_rp54793,1,False
cimpruttt_27,glowingid_ct18883,1,False
cimpruttt_27,skinlover_ct23275,1,False
cimpruttt_27,skintok_ct36635,1,False
cimpruttt_27,skintok_ct98906,1,False
cindiaapaa,racun_ct40815,1,False
cindiaapaa,reviewjujur_ct43520,1,False
cindiaapaa,testireal_ct49360,1,False
cindyliscya,kulitglowing_ip1790,1,False
cipu.exe,produkjujur_r3c00m00x5907,1,False
cipu.exe,produkjujur_r3c00m01x6024,1,False
cipu.exe,produkjujur_r3c00m02x8296,1,False
cipu.exe,produkjujur_r3c00m03x5660,1,False
citraladumar,skinclub_ct6649,1,False
cndy_29feb,glowhunter_ip1923,1,False
cndyauliabhr__,kulitcerah_ct29113,1,False
cndyauliabhr__,reviewjujur_ct39243,1,False
cndyauliabhr__,reviewjujur_ct55350,1,False
cndyauliabhr__,reviewjujur_ct97003,1,False
cottonxzcandy,skinlover_ip490,1,False
crispybakwan1,kulitsehat_rp54793,1,False
cryyyyy225,glowhunter_ip1923,1,False
cyberwar15,glowhunter_ip1923,1,False
d_tayu,glowingid_ct18883,1,False
d_tayu,skinlover_ct23275,1,False
d_tayu,skintok_ct36635,1,False
d_tayu,skintok_ct98906,1,False
daeng.ngiji,reviewjujur_rp60551,1,False
dandiiiii12,glowingid_ct18883,1,False
dandiiiii12,skinlover_ct23275,1,False
dandiiiii12,skintok_ct36635,1,False
dandiiiii12,skintok_ct98906,1,False
daraemon225,kulitsehat_rp54793,1,False
davidtebet,glowhunter_cp9145,1,False
davienaskincare.jakarta,glowingid_ct18883,1,False
davienaskincare.jakarta,skinlover_ct23275,1,False
davienaskincare.jakarta,skintok_ct36635,1,False
davienaskincare.jakarta,skintok_ct98906,1,False
davienaskincarestore.ayu,glowingid_ct18883,1,False
davienaskincarestore.ayu,skinlover_ct23275,1,False
davienaskincarestore.ayu,skintok_ct36635,1,False
davienaskincarestore.ayu,skintok_ct98906,1,False
deaaaaa60_,glowingid_ct18883,1,False
deaaaaa60_,skinlover_ct23275,1,False
deaaaaa60_,skintok_ct36635,1,False
deaaaaa60_,skintok_ct98906,1,False
dearskin_cp2781,glowhunter_ip7849,1,False
dearskin_cp461,glowingid_ct18883,1,False
dearskin_cp461,skinlover_ct23275,1,False
dearskin_cp461,skintok_ct36635,1,False
dearskin_cp461,skintok_ct98906,1,False
dearskin_ct1243,skinclub_rp21463,1,False
dearskin_ct1243,unknownnnnn325,1,False
dearskin_ct1243,wanitatakseberapa,1,False
dearskin_ct1358,dra592,1,False
dearskin_ct1358,lovelielight_,1,False
dearskin_ct1358,neng.emarepiew,1,False
dearskin_ct1358,rahmaumaya_,1,False
dearskin_ct1358,redvellvet_17,1,False
dearskin_ct1358,saritayns,1,False
dearskin_ct1358,yuliaaaponika99,1,False
dearskin_ct58033,elfa_danim22,1,False
dearskin_ct58033,ff.ffsh,1,False
dearskin_ct58033,fucckings,1,False
dearskin_ct58033,galeriarsyi_,1,False
dearskin_ct58033,ggbytv,1,False
dearskin_ct58033,giizthaseptianisa,1,False
dearskin_ct58033,jejejuly1,1,False
dearskin_ct58033,maryani_yayan,1,False
dearskin_ct58033,riskaelinda1812,1,False
dearskin_ct58033,sofvhie97,1,False
dearskin_ct58033,sweet120914,1,False
dearskin_ct6747,irnaindi4,1,False
dearskin_ct6747,itsme_aaniid,1,False
dearskin_ct6747,pania0_3,1,False
dearskin_ct6747,poetriaurelia212,1,False
dearskin_ct6747,verasusanti50,1,False
dearskin_rp86513,glowingid_ct18883,1,False
dearskin_rp86513,skinlover_ct23275,1,False
dearskin_rp86513,skintok_ct36635,1,False
dearskin_rp86513,skintok_ct98906,1,False
deasarids,glowingid_ct18883,1,False
deasarids,skinlover_ct23275,1,False
deasarids,skintok_ct36635,1,False
deasarids,skintok_ct98906,1,False
debbyverse,glowingid_ct18883,1,False
debbyverse,skinlover_ct23275,1,False
debbyverse,skintok_ct36635,1,False
debbyverse,skintok_ct98906,1,False
defiabi,glowhunter_ip1923,1,False
dek.mai32,glowingid_ct18883,1,False
dek.mai32,skinlover_ct23275,1,False
dek.mai32,skintok_ct36635,1,False
dek.mai32,skintok_ct98906,1,False
delaaa0504,kulitsehat_rp54793,1,False
dellazg5,skinclub_ct6649,1,False
delta.arie,kulitsehat_rp54793,1,False
dende.putri,glowhunter_ip1923,1,False
des.ami12,kulitsehat_rp54793,1,False
desi.wati12,glowhunter_ip1923,1,False
desiiretnosa,kulitsehat_rp54793,1,False
devia033,skinclub_ct6649,1,False
deviana_amir,skinclub_ct6649,1,False
deviimadina,glowhunter_ip1923,1,False
devinuraeni_14,glowingid_ct18883,1,False
devinuraeni_14,skinlover_ct23275,1,False
devinuraeni_14,skintok_ct36635,1,False
devinuraeni_14,skintok_ct98906,1,False
devisrirahayu091,kulitsehat_rp54793,1,False
dewi.alrrosyidi.k,kulitsehat_rp54793,1,False
dewi27dara,skinclub_ct6649,1,False
dewi_qilale,glowhunter_ip1923,1,False
dewiambarr02,glowhunter_ip1923,1,False
dewiayu.n.k,skinclub_ct6649,1,False
dewiiazzahra3,skinbestie_ip9364,1,False
dewill01,kulitsehat_rp54793,1,False
dewizenn,glowhunter_ip1923,1,False
dg.tantiee,kulitsehat_rp54793,1,False
dheaalmaida66,kulitsehat_rp54793,1,False
dheehabjahndhi,glowhunter_ip1923,1,False
dhila.93,skinclub_ct6649,1,False
dhinipuji3,kulitsehat_rp54793,1,False
dia3649,racun_rr28461,1,False
diah_cantika26,glowhunter_ip8756,1,False
dianatalodasi,skinbestie_ip9364,1,False
diankurniawaty3,kulitsehat_rp54793,1,False
dianputrisurachman,glowhunter_ip1923,1,False
dianwl2,glowingid_ct92516,1,False
dicasastriani,glowhunter_ip1923,1,False
digi.supply,glowhunter_cp9145,1,False
dinar.wp03,skinlover_ip490,1,False
dinda.shafira02,glowhunter_ip1923,1,False
dindayana95,glowhunter_ip1923,1,False
dinnnnn_26,glowhunter_ip1923,1,False
dipa.mld,skinclub_ip8582,1,False
diputr3,skinbestie_ip9364,1,False
ditaeka58,skinlover_ip490,1,False
ditapurwaningsih2,kulitsehat_rp54793,1,False
ditya.45,glowhunter_ip1923,1,False
diyasadiya3,kulitglowing_ip1790,1,False
dn_sftri,glowhunter_ip1923,1,False
dotte__,glowhunter_ip1923,1,False
doy1721,glowhunter_ip8756,1,False
dra592,glowup_ct3809,1,False
dra592,reviewjujur_ct6118,1,False
dra592,skinlover_ct8756,1,False
drupadi982,glowhunter_ip1923,1,False
dsttt648,glowhunter_cp9145,1,False
dtka444,kulitsehat_ip5592,1,False
dtsrestu7,kulitsehat_rp54793,1,False
dwhy_mom_jenna,kulitsehat_rp54793,1,False
dwijays,skinclub_ct6649,1,False
dwisari11302111,skinbestie_ip9364,1,False
dwyi3_,kulitsehat_rp54793,1,False
dyah.utari.angray,skinclub_ct6649,1,False
dyahaja705,glowhunter_ip1923,1,False
dyn_sftr14,glowhunter_ip8756,1,False
dynrn2,glowhunter_ip1923,1,False
dyyy.ambarrrrr,skinclub_ct6649,1,False
dzikra1823,glowhunter_ip1923,1,False
dzzz_val,racun_ct7880,1,False
dzzz_val,reviewjujur_ct9366,1,False
dzzz_val,reviewjujur_ct9773,1,False
dzzz_val,skinbestie_ct9114,1,False
dzzz_val,skinlover_ct782,1,False
e.n.c.i.s,glowhunter_ip1923,1,False
ebeveiro,testireal_ct35011,1,False
eddah12,glowhunter_ip1923,1,False
eggienovita,glowhunter_ip1923,1,False
ekaastyannt,glowhunter_ip1923,1,False
ekasuryati_,skinclub_ct6649,1,False
elena111111111,glowhunter_ip1923,1,False
elfa_danim22,glowup_ct95907,1,False
elfa_danim22,skincare_ct87875,1,False
elihnurlaela25,skinclub_ct6649,1,False
elinamyesha1,skinclub_ct6649,1,False
ellalesmana505,glowhunter_ip1923,1,False
elleclipsee,kulitsehat_rp54793,1,False
ellis_89,skinbestie_ip9364,1,False
elokindahf,kulitsehat_rp54793,1,False
elsy.febriyanti,kulitsehat_rp54793,1,False
emonmon1213,skinbestie_ip9364,1,False
emyzaidanasshakil,glowhunter_ip1923,1,False
engkarkarlina170,skinclub_ct6649,1,False
enhylatifah,glowhunter_ip1923,1,False
eprilianigina014,glowhunter_ip1923,1,False
ermad7,glowhunter_ip1923,1,False
ermawati_nuraisyah,kulitglowing_ip1790,1,False
ernainka8,glowhunter_ip1923,1,False
esjerukmanis98,glowhunter_ip1923,1,False
everlasting.85,kulitsehat_rp54793,1,False
evisetiani220,skinclub_ct6649,1,False
excitedd0,testiaman_r3c02m00x9822,1,False
excitedd0,testiaman_r3c02m01x8585,1,False
excitedd0,testiaman_r3c02m02x2716,1,False
excitedd0,testiaman_r3c02m03x8993,1,False
excitedd0,testiaman_r3c02m04x8847,1,False
f4n_niyy23,glowhunter_ip1923,1,False
fadhilahabsullaisah,glowhunter_ip1923,1,False
fadila.930,glowhunter_ip8756,1,False
fadilaya6,glowhunter_ip8756,1,False
fahira_ayuu,glowhunter_ip8756,1,False
fajripur,glowingid_ct18883,1,False
fajripur,skinlover_ct23275,1,False
fajripur,skintok_ct36635,1,False
fajripur,skintok_ct98906,1,False
famay3011,kulitsehat_rp54793,1,False
fanynr.sliff,reviewpedas_r3c09m00x7495,1,False
fanynr.sliff,reviewpedas_r3c09m01x4727,1,False
fanynr.sliff,reviewpedas_r3c09m02x6779,1,False
fanynr.sliff,reviewpedas_r3c09m03x3704,1,False
fanynr.sliff,reviewpedas_r3c09m04x5100,1,False
farah.diyanti,skinclub_ct6649,1,False
farenpranata4,glowhunter_cp9145,1,False
fatin_559,glowhunter_ip1923,1,False
fbyygyy01,glowhunter_cp9145,1,False
febiallo0,kulitsehat_rp54793,1,False
febriinasution,glowhunter_ip1923,1,False
febrikrisdiana02,glowhunter_ip1923,1,False
febryaninst,skinbestie_ip9364,1,False
feife033,glowhunter_cp9145,1,False
fenita07051996,skinclub_ct6649,1,False
fera005,kulitsehat_rp54793,1,False
ff.ffsh,glowup_ct95907,1,False
ff.ffsh,skincare_ct87875,1,False
fi97111,skinbestie_ip9364,1,False
fiaa.shlptra,skinclub_ct6649,1,False
fionazea800,skinlover_ip490,1,False
fitri.ulvi,glowhunter_ip1923,1,False
fitri_sabbara,kulitsehat_rp54793,1,False
fitriamuchtar84,skinclub_ct6649,1,False
fitriastuti_15,kulitsehat_rp54793,1,False
fitrijeje28,skinclub_ct6649,1,False
fitry.kayla,glowhunter_ip1923,1,False
fitry202,skinclub_ct6649,1,False
flowismee,skinclub_ct6649,1,False
framdincantikkk,skinlover_ip490,1,False
friscyl,glowhunter_ip1923,1,False
friska_318,glowhunter_ip1923,1,False
friskaaiinfheroni,glowhunter_ip1923,1,False
fruitandnut_,glowhunter_ip1923,1,False
ft151215,skincare_ct78893,1,False
ft151215,skintok_ct53509,1,False
ft151215,testireal_ct35011,1,False
ftriih5,glowhunter_ip1923,1,False
fuad.kurnia0,glowhunter_ip1923,1,False
fucckings,glowup_ct95907,1,False
fucckings,skincare_ct87875,1,False
gaenz_kartu,glowingid_ct92516,1,False
galeriarsyi_,glowup_ct95907,1,False
galeriarsyi_,skincare_ct87875,1,False
galihrmdn,glowingid_ct18883,1,False
galihrmdn,skinlover_ct23275,1,False
galihrmdn,skintok_ct36635,1,False
galihrmdn,skintok_ct98906,1,False
garing_7l,kulitsehat_rp54793,1,False
gazainme,glowhunter_cp9145,1,False
ggbytv,glowup_ct95907,1,False
ggbytv,skincare_ct87875,1,False
gieee_58,kulitsehat_rp54793,1,False
giizthaseptianisa,glowup_ct95907,1,False
giizthaseptianisa,skincare_ct87875,1,False
glowdiary_r3c03m00x2631,xscxxxs,1,False
glowdiary_r3c03m01x2588,xscxxxs,1,False
glowdiary_r3c03m02x1592,xscxxxs,1,False
glowdiary_r3c03m03x1823,xscxxxs,1,False
glowdiary_r3c03m04x6886,xscxxxs,1,False
glowdiary_r3c03m05x9471,xscxxxs,1,False
glowhunter_cp563,glowingid_ct18883,1,False
glowhunter_cp563,skinlover_ct23275,1,False
glowhunter_cp563,skintok_ct36635,1,False
glowhunter_cp563,skintok_ct98906,1,False
glowhunter_cp9145,har_dan_nan,1,False
glowhunter_cp9145,hellonisa92,1,False
glowhunter_cp9145,icafira8,1,False
glowhunter_cp9145,irhasweet8,1,False
glowhunter_cp9145,irma.hidayah5,1,False
glowhunter_cp9145,ivarusmala,1,False
glowhunter_cp9145,jalanin82,1,False
glowhunter_cp9145,kurniawan88i,1,False
glowhunter_cp9145,ladybos20,1,False
glowhunter_cp9145,lanoyannnnnn,1,False
glowhunter_cp9145,linaniel12,1,False
glowhunter_cp9145,lisma_ikenmora,1,False
glowhunter_cp9145,lubna2436,1,False
glowhunter_cp9145,mayaaaaa921,1,False
glowhunter_cp9145,merryandhani5,1,False
glowhunter_cp9145,mysofiana197,1,False
glowhunter_cp9145,na.n0na,1,False
glowhunter_cp9145,nando_91ag,1,False
glowhunter_cp9145,nangbolons,1,False
glowhunter_cp9145,natalysteve,1,False
glowhunter_cp9145,nidhar.nidfer,1,False
glowhunter_cp9145,ntiicans58,1,False
glowhunter_cp9145,oliv.46_99,1,False
glowhunter_cp9145,pamel.l01,1,False
glowhunter_cp9145,po_susay22,1,False
glowhunter_cp9145,rabaasnapanjaitan,1,False
glowhunter_cp9145,rikafaridah7,1,False
glowhunter_cp9145,rikarts_,1,False
glowhunter_cp9145,rini.zulia,1,False
glowhunter_cp9145,samudra_bacan,1,False
glowhunter_cp9145,sayapemula19,1,False
glowhunter_cp9145,shila2887,1,False
glowhunter_cp9145,sitiarahpat,1,False
glowhunter_cp9145,suzantoti,1,False
glowhunter_cp9145,tenifhasionbeauty,1,False
glowhunter_cp9145,tifaduabelas,1,False
glowhunter_cp9145,xiao_zai13,1,False
glowhunter_cp9145,yuliayusan,1,False
glowhunter_cp9145,zatmia,1,False
glowhunter_ct152,poconggundol,1,False
glowhunter_ct43630,itsmitajaw,1,False
glowhunter_ct43630,leniiesafitryauliya1,1,False
glowhunter_ct43630,susi_melani20,1,False
glowhunter_ct43630,ventidueeeeeeee,1,False
glowhunter_ct4367,kinantyputrimataratmadja,1,False
glowhunter_ct4367,restymelinda,1,False
glowhunter_ct64974,kulitsehat_rr692,1,False
glowhunter_ct64974,racun_rr5392,1,False
glowhunter_ct64974,skinbestie_ip5105,1,False
glowhunter_ct68859,nazila4054,1,False
glowhunter_ct68859,piscesx91,1,False
glowhunter_ip1923,halffullv,1,False
glowhunter_ip1923,hannamomarjuna,1,False
glowhunter_ip1923,hanygarnida,1,False
glowhunter_ip1923,hasniaalfaro,1,False
glowhunter_ip1923,hatelove15_,1,False
glowhunter_ip1923,heigmail.com,1,False
glowhunter_ip1923,heraherlia11,1,False
glowhunter_ip1923,hey.nj_43,1,False
glowhunter_ip1923,hijabayri.collection,1,False
glowhunter_ip1923,hikma_asseng,1,False
glowhunter_ip1923,hnrhmh19,1,False
glowhunter_ip1923,iannmaxxx,1,False
glowhunter_ip1923,icha31103,1,False
glowhunter_ip1923,ikaa.fm24,1,False
glowhunter_ip1923,imas1099,1,False
glowhunter_ip1923,imech_uangeel,1,False
glowhunter_ip1923,imell_45,1,False
glowhunter_ip1923,indahseptiani_12,1,False
glowhunter_ip1923,ini.start,1,False
glowhunter_ip1923,ini04567,1,False
glowhunter_ip1923,iniaraaprtw,1,False
glowhunter_ip1923,inifatmah1,1,False
glowhunter_ip1923,intan.istiana,1,False
glowhunter_ip1923,intan28900,1,False
glowhunter_ip1923,intanalawiyah.120,1,False
glowhunter_ip1923,iraa0888,1,False
glowhunter_ip1923,irarira05,1,False
glowhunter_ip1923,ismaaaaaaa1202,1,False
glowhunter_ip1923,isnana0406,1,False
glowhunter_ip1923,itsmesin06,1,False
glowhunter_ip1923,iyainiaku0204,1,False
glowhunter_ip1923,iyul1511,1,False
glowhunter_ip1923,izachcengilz,1,False
glowhunter_ip1923,jaisjasmin2,1,False
glowhunter_ip1923,jenong.jember0,1,False
glowhunter_ip1923,jesssicaara,1,False
glowhunter_ip1923,jesylynnn,1,False
glowhunter_ip1923,jianti_1makkarumpa,1,False
glowhunter_ip1923,jimin_ni29,1,False
glowhunter_ip1923,josssssjiissss1,1,False
glowhunter_ip1923,jupritankar,1,False
glowhunter_ip1923,kadeklinda022,1,False
glowhunter_ip1923,kaylakayla_130923,1,False
glowhunter_ip1923,kentblox_,1,False
glowhunter_ip1923,kici485,1,False
glowhunter_ip1923,kisyani_kiss,1,False
glowhunter_ip1923,kurap036,1,False
glowhunter_ip1923,lalail1ya,1,False
glowhunter_ip1923,lastyy23,1,False
glowhunter_ip1923,layla_kamilah,1,False
glowhunter_ip1923,lea_thania22,1,False
glowhunter_ip1923,lestiaa_,1,False
glowhunter_ip1923,liajt1,1,False
glowhunter_ip1923,libraayah_29,1,False
glowhunter_ip1923,lii062,1,False
glowhunter_ip1923,linar90,1,False
glowhunter_ip1923,lindakurnia21,1,False
glowhunter_ip1923,lofitapramayana,1,False
glowhunter_ip1923,lulii5216,1,False
glowhunter_ip1923,lydiawaldorf,1,False
glowhunter_ip1923,lyecunong,1,False
glowhunter_ip1923,maaaaaarriiaaa,1,False
glowhunter_ip1923,maaell_,1,False
glowhunter_ip1923,madalia121113,1,False
glowhunter_ip1923,mahreenfam20,1,False
glowhunter_ip1923,mairaaa154,1,False
glowhunter_ip1923,mama.kembar.3,1,False
glowhunter_ip1923,mama_mera23,1,False
glowhunter_ip1923,mamaana382,1,False
glowhunter_ip1923,mamah_khayra123,1,False
glowhunter_ip1923,mamahmuda_1997,1,False
glowhunter_ip1923,mamanya_syela98,1,False
glowhunter_ip1923,marni6556,1,False
glowhunter_ip1923,maryame.sayidah,1,False
glowhunter_ip1923,matchapresso00,1,False
glowhunter_ip1923,mell4.aaa,1,False
glowhunter_ip1923,memeshiphit,1,False
glowhunter_ip1923,mers_889,1,False
glowhunter_ip1923,miahasmiati34,1,False
glowhunter_ip1923,mic_ainunn.com,1,False
glowhunter_ip1923,midha_midong,1,False
glowhunter_ip1923,mizz0304,1,False
glowhunter_ip1923,moh_subhan,1,False
glowhunter_ip1923,mounirashop_,1,False
glowhunter_ip1923,muh.tahir144,1,False
glowhunter_ip1923,murniaty951,1,False
glowhunter_ip1923,mutiamut90334,1,False
glowhunter_ip1923,muttiajember,1,False
glowhunter_ip1923,nabilnabillp,1,False
glowhunter_ip1923,nadh_06,1,False
glowhunter_ip1923,nafazhial,1,False
glowhunter_ip1923,naomiinhere0,1,False
glowhunter_ip1923,nazwaputrileri07,1,False
glowhunter_ip1923,neira_florist,1,False
glowhunter_ip1923,nengloly10,1,False
glowhunter_ip1923,nengsoulisa,1,False
glowhunter_ip1923,ngkbolehkepo4,1,False
glowhunter_ip1923,nidya.salsabila,1,False
glowhunter_ip1923,niethamandas,1,False
glowhunter_ip1923,noni17008,1,False
glowhunter_ip1923,nopial.a,1,False
glowhunter_ip1923,ntry__,1,False
glowhunter_ip1923,nuniknasya0,1,False
glowhunter_ip1923,nurjaona,1,False
glowhunter_ip1923,nurulitamuhtmainna0,1,False
glowhunter_ip1923,oveyfauziyah,1,False
glowhunter_ip1923,ozill467,1,False
glowhunter_ip1923,pelangi.kita,1,False
glowhunter_ip1923,phujhie,1,False
glowhunter_ip1923,pitalokaaaaaaaaaaaaaa,1,False
glowhunter_ip1923,pydor_8,1,False
glowhunter_ip1923,qiathaza1,1,False
glowhunter_ip1923,racun_rr8151,1,False
glowhunter_ip1923,raffialfatih5,1,False
glowhunter_ip1923,rahmiapunggawa22,1,False
glowhunter_ip1923,rambuerny2,1,False
glowhunter_ip1923,ratih_mmj,1,False
glowhunter_ip1923,retri.inf,1,False
glowhunter_ip1923,revaanggraini79,1,False
glowhunter_ip1923,rifkaariyani028,1,False
glowhunter_ip1923,riiizuka,1,False
glowhunter_ip1923,rikafiraz,1,False
glowhunter_ip1923,rina00399,1,False
glowhunter_ip1923,riniharyani202,1,False
glowhunter_ip1923,rivalsenrita9323,1,False
glowhunter_ip1923,riyanie3,1,False
glowhunter_ip1923,riyantinabihan,1,False
glowhunter_ip1923,riyantiyanti3962,1,False
glowhunter_ip1923,rkimelia_,1,False
glowhunter_ip1923,rrymaharaja82,1,False
glowhunter_ip1923,rsdill03,1,False
glowhunter_ip1923,ruliirawan7,1,False
glowhunter_ip1923,safar7159,1,False
glowhunter_ip1923,salsaabella20,1,False
glowhunter_ip1923,sariina8,1,False
glowhunter_ip1923,say77045,1,False
glowhunter_ip1923,sela.240993,1,False
glowhunter_ip1923,septialia_,1,False
glowhunter_ip1923,silahnh,1,False
glowhunter_ip1923,sisii_sndriii,1,False
glowhunter_ip1923,siskasulistiawati7,1,False
glowhunter_ip1923,siti.aminah2961,1,False
glowhunter_ip1923,sitinorhalisa346,1,False
glowhunter_ip1923,skinlover_rr9760,1,False
glowhunter_ip1923,slayy2523,1,False
glowhunter_ip1923,sntianandaa,1,False
glowhunter_ip1923,sofiapakeknyaf,1,False
glowhunter_ip1923,sopiagstn0,1,False
glowhunter_ip1923,sriyantiaprilmuly,1,False
glowhunter_ip1923,story.gabut1,1,False
glowhunter_ip1923,sukasushiiii5,1,False
glowhunter_ip1923,suny382,1,False
glowhunter_ip1923,supportakuntiktok,1,False
glowhunter_ip1923,suzanne__shop,1,False
glowhunter_ip1923,sy_fannysf,1,False
glowhunter_ip1923,syifapoetriahmad30,1,False
glowhunter_ip1923,taaa_471,1,False
glowhunter_ip1923,tasanjaya77,1,False
glowhunter_ip1923,terluka_84,1,False
glowhunter_ip1923,tianapoetry,1,False
glowhunter_ip1923,tiaradwi383,1,False
glowhunter_ip1923,tika__id,1,False
glowhunter_ip1923,triafitri38,1,False
glowhunter_ip1923,triwahyuni180814,1,False
glowhunter_ip1923,tw29294,1,False
glowhunter_ip1923,txz023,1,False
glowhunter_ip1923,ucill_kecil,1,False
glowhunter_ip1923,umiayuna5,1,False
glowhunter_ip1923,ummar_ammar,1,False
glowhunter_ip1923,umunsyee_12,1,False
glowhunter_ip1923,uni.warhangan,1,False
glowhunter_ip1923,urbby1202,1,False
glowhunter_ip1923,user475947906,1,False
glowhunter_ip1923,user6185626265456.susi,1,False
glowhunter_ip1923,user6814678878506,1,False
glowhunter_ip1923,userumaira92,1,False
glowhunter_ip1923,vanila.anggraeni,1,False
glowhunter_ip1923,vickawwati2,1,False
glowhunter_ip1923,vievienisa12,1,False
glowhunter_ip1923,vinaawinata,1,False
glowhunter_ip1923,vinicilestari,1,False
glowhunter_ip1923,vinifitriyani,1,False
glowhunter_ip1923,vitaa2719,1,False
glowhunter_ip1923,vscalca,1,False
glowhunter_ip1923,wahdianarara7,1,False
glowhunter_ip1923,wati.ismail4,1,False
glowhunter_ip1923,wenay_,1,False
glowhunter_ip1923,wgptrccrllyn,1,False
glowhunter_ip1923,widawidyawati31,1,False
glowhunter_ip1923,widyamiftah12,1,False
glowhunter_ip1923,wii06h,1,False
glowhunter_ip1923,wiiidiyaaaa11,1,False
glowhunter_ip1923,winana959,1,False
glowhunter_ip1923,wiqhabebe,1,False
glowhunter_ip1923,wiwiikn,1,False
glowhunter_ip1923,wkdnskxidjsjsmsm,1,False
glowhunter_ip1923,wulandlusi07,1,False
glowhunter_ip1923,www.tiktok.commamamuda88,1,False
glowhunter_ip1923,xixixixi90_,1,False
glowhunter_ip1923,ybpatenang,1,False
glowhunter_ip1923,yen25798,1,False
glowhunter_ip1923,yorobuuuun0,1,False
glowhunter_ip1923,yulichaa24,1,False
glowhunter_ip1923,yuni_bakir,1,False
glowhunter_ip1923,yunitanita8759,1,False
glowhunter_ip1923,yusherma,1,False
glowhunter_ip1923,yuyun_yulianti92,1,False
glowhunter_ip1923,yylllllgcc,1,False
glowhunter_ip1923,zafara.hilya,1,False
glowhunter_ip1923,zhe_an,1,False
glowhunter_ip2336,glowingid_ct18883,1,False
glowhunter_ip2336,skinlover_ct23275,1,False
glowhunter_ip2336,skintok_ct36635,1,False
glowhunter_ip2336,skintok_ct98906,1,False
glowhunter_ip2869,vinaalvin647,1,False
glowhunter_ip2921,glowingid_ct18883,1,False
glowhunter_ip2921,skinlover_ct23275,1,False
glowhunter_ip2921,skintok_ct36635,1,False
glowhunter_ip2921,skintok_ct98906,1,False
glowhunter_ip4395,zaramisu.ae,1,False
glowhunter_ip7849,skinclub_rr77494,1,False
glowhunter_ip7849,user78320488298286,1,False
glowhunter_ip8756,husnia022,1,False
glowhunter_ip8756,iannmaxxx,1,False
glowhunter_ip8756,itaaapii,1,False
glowhunter_ip8756,kai_and_moms,1,False
glowhunter_ip8756,kakly70,1,False
glowhunter_ip8756,lailaaaaaaa__,1,False
glowhunter_ip8756,lailatulchoiriyah01,1,False
glowhunter_ip8756,malamala197,1,False
glowhunter_ip8756,mamidunnabilun,1,False
glowhunter_ip8756,mamiio22,1,False
glowhunter_ip8756,mauraadnaa06,1,False
glowhunter_ip8756,mayangofficial06,1,False
glowhunter_ip8756,melsandiasura7,1,False
glowhunter_ip8756,ndoroayu_sifa,1,False
glowhunter_ip8756,non.ifey2,1,False
glowhunter_ip8756,nuriel174,1,False
glowhunter_ip8756,nurwiana3,1,False
glowhunter_ip8756,pitalokaaaaaaaaaaaaaa,1,False
glowhunter_ip8756,princie7,1,False
glowhunter_ip8756,pu3_af,1,False
