source,target,co_conv_weight
racun_ct19392,skinclub_ct998,3
racun_rr98889,skinbestie_rp72904,6
racun_rr98889,skincare_rp44635,3
reviewjujur_ct84556,skinclub_ct998,3
skinbestie_rp72904,skincare_rp44635,3
glowhunter_rp10498,glowingid_rp49842,4
glowhunter_rp10498,glowingid_rr70761,4
glowhunter_rp21462,glowingid_rp49842,3
glowhunter_rp21462,glowingid_rr70761,3
glowhunter_rp21462,reviewjujur_rr82051,3
glowingid_rp49842,glowingid_rr70761,7
glowingid_rp49842,reviewjujur_rr82051,3
glowingid_rp49842,skintok_ct62066,4
glowingid_rr70761,reviewjujur_rr82051,3
glowingid_rr70761,skintok_ct62066,4
skinlover_ct30407,skintok_ct62066,3
beautyvibe_ct78952,cantik_ct9210,3
beautyvibe_ct78952,glowingid_rr16545,7
beautyvibe_ct78952,kulitcerah_ct29113,8
beautyvibe_ct78952,kulitglowing_ct49929,3
beautyvibe_ct78952,reviewjujur_ct39243,8
beautyvibe_ct78952,reviewjujur_ct55350,8
beautyvibe_ct78952,reviewjujur_ct97003,8
bestieku_rr54849,reviewjujur_rp46558,4
cantik_ct9210,glowingid_rr16545,3
cantik_ct9210,kulitcerah_ct29113,3
cantik_ct9210,reviewjujur_ct39243,3
cantik_ct9210,reviewjujur_ct55350,3
cantik_ct9210,reviewjujur_ct97003,3
cantik_rr4121,testireal_rp66604,5
glowingid_ct69471,glowup_ct8724,3
glowingid_ct69471,kulitglowing_ct49929,3
glowingid_ct69471,reviewjujur_ct33360,3
glowingid_ct69471,reviewjujur_ct9800,3
glowingid_rr16545,kulitcerah_ct29113,7
glowingid_rr16545,kulitglowing_ct49929,3
glowingid_rr16545,reviewjujur_ct39243,7
glowingid_rr16545,reviewjujur_ct55350,7
glowingid_rr16545,reviewjujur_ct97003,7
glowup_ct8724,kulitglowing_ct49929,3
glowup_ct8724,reviewjujur_ct33360,3
glowup_ct8724,reviewjujur_ct9800,3
kulitcerah_ct29113,kulitglowing_ct49929,3
kulitcerah_ct29113,reviewjujur_ct39243,8
kulitcerah_ct29113,reviewjujur_ct55350,8
kulitcerah_ct29113,reviewjujur_ct97003,8
kulitglowing_ct49929,reviewjujur_ct33360,3
kulitglowing_ct49929,reviewjujur_ct39243,3
kulitglowing_ct49929,reviewjujur_ct55350,3
kulitglowing_ct49929,reviewjujur_ct97003,3
kulitglowing_ct49929,reviewjujur_ct9800,3
kulitglowing_ct49929,skinbestie_ip7689,3
kulitsehat_rr19401,testireal_rp95161,4
reviewjujur_ct33360,reviewjujur_ct9800,3
reviewjujur_ct39243,reviewjujur_ct55350,8
reviewjujur_ct39243,reviewjujur_ct97003,8
reviewjujur_ct55350,reviewjujur_ct97003,8
beauty_ct61338,beautyaddict_ct95316,7
beauty_ct61338,cantik_ip3572,3
beauty_ct61338,glowingid_ct92516,7
beautyaddict_ct95316,cantik_ip3572,3
beautyaddict_ct95316,glowingid_ct92516,7
beautyvibe_ip6117,beautyvibe_ip9313,5
beautyvibe_ip6117,cantik_ip6901,5
beautyvibe_ip6117,glowhunter_ip2869,5
beautyvibe_ip6117,glowhunter_ip4395,5
beautyvibe_ip6117,glowhunter_ip7849,5
beautyvibe_ip6117,i.frdaaa,3
beautyvibe_ip6117,kulitglowing_ip4389,5
beautyvibe_ip6117,kulitglowing_ip7028,5
beautyvibe_ip6117,racun_ip2774,5
beautyvibe_ip6117,reviewjujur_ip6156,5
beautyvibe_ip6117,reviewjujur_ip9284,5
beautyvibe_ip6117,skinbestie_ip9676,5
beautyvibe_ip6117,skincare_ip2565,5
beautyvibe_ip6117,skinclub_ip8582,5
beautyvibe_ip6117,skinlover_ip4018,5
beautyvibe_ip9313,cantik_ip6901,5
beautyvibe_ip9313,glowhunter_ip2869,5
beautyvibe_ip9313,glowhunter_ip4395,5
beautyvibe_ip9313,glowhunter_ip7849,5
beautyvibe_ip9313,i.frdaaa,3
beautyvibe_ip9313,kulitglowing_ip4389,5
beautyvibe_ip9313,kulitglowing_ip7028,5
beautyvibe_ip9313,racun_ip2774,5
beautyvibe_ip9313,reviewjujur_ip6156,5
beautyvibe_ip9313,reviewjujur_ip9284,5
beautyvibe_ip9313,skinbestie_ip9676,5
beautyvibe_ip9313,skincare_ip2565,5
beautyvibe_ip9313,skinclub_ip8582,5
beautyvibe_ip9313,skinlover_ip4018,5
bestieku_rp85723,skinlover_rr38723,5
cantik_ct6414,kulitglowing_ct4137,3
cantik_ct6414,racun_ct5624,3
cantik_ct6414,skinlover_ct7606,3
cantik_ip3572,glowingid_ct92516,3
cantik_ip3572,kulitsehat_cp4388,3
cantik_ip6901,glowhunter_ip2869,5
cantik_ip6901,glowhunter_ip4395,5
cantik_ip6901,glowhunter_ip7849,5
cantik_ip6901,i.frdaaa,3
cantik_ip6901,kulitglowing_ip4389,5
cantik_ip6901,kulitglowing_ip7028,5
cantik_ip6901,racun_ip2774,5
cantik_ip6901,reviewjujur_ip6156,5
cantik_ip6901,reviewjujur_ip9284,5
cantik_ip6901,skinbestie_ip9676,5
cantik_ip6901,skincare_ip2565,5
cantik_ip6901,skinclub_ip8582,5
cantik_ip6901,skinlover_ip4018,5
glowhunter_ip2869,i.frdaaa,3
glowhunter_ip2869,kulitglowing_ip4389,5
glowhunter_ip2869,kulitglowing_ip7028,5
glowhunter_ip2869,reviewjujur_ip6156,5
glowhunter_ip2869,skinbestie_ip9676,5
glowhunter_ip4395,i.frdaaa,3
glowhunter_ip4395,kulitglowing_ip4389,5
glowhunter_ip4395,kulitglowing_ip7028,5
glowhunter_ip4395,reviewjujur_ip6156,5
glowhunter_ip4395,skinbestie_ip9676,5
glowhunter_ip7849,i.frdaaa,3
glowhunter_ip7849,kulitglowing_ip4389,5
glowhunter_ip7849,kulitglowing_ip7028,5
glowhunter_ip7849,reviewjujur_ip6156,5
glowhunter_ip7849,skinbestie_ip9676,5
glowhunter_rp64732,kulitcerah_rp31113,3
glowhunter_rp64732,kulitsehat_rr19509,3
glowhunter_rp64732,skincare_rr70541,3
glowhunter_rr25898,skincare_rp99622,4
i.frdaaa,kulitglowing_ip4389,3
i.frdaaa,kulitglowing_ip7028,3
i.frdaaa,racun_ip2774,3
i.frdaaa,reviewjujur_ip6156,3
i.frdaaa,reviewjujur_ip9284,3
i.frdaaa,skinbestie_ip9676,3
i.frdaaa,skincare_ip2565,3
i.frdaaa,skinclub_ip8582,3
i.frdaaa,skinlover_ip4018,3
kulitcerah_rp31113,kulitsehat_rr19509,4
kulitcerah_rp31113,skincare_rr70541,3
kulitglowing_ct4137,racun_ct5624,3
kulitglowing_ct4137,skinlover_ct7606,3
kulitglowing_ip4389,kulitglowing_ip7028,5
kulitglowing_ip4389,racun_ip2774,5
kulitglowing_ip4389,reviewjujur_ip6156,5
kulitglowing_ip4389,reviewjujur_ip9284,5
kulitglowing_ip4389,skinbestie_ip9676,5
kulitglowing_ip4389,skincare_ip2565,5
kulitglowing_ip4389,skinclub_ip8582,5
kulitglowing_ip4389,skinlover_ip4018,5
kulitglowing_ip7028,racun_ip2774,5
kulitglowing_ip7028,reviewjujur_ip6156,5
kulitglowing_ip7028,reviewjujur_ip9284,5
kulitglowing_ip7028,skinbestie_ip9676,5
kulitglowing_ip7028,skincare_ip2565,5
kulitglowing_ip7028,skinclub_ip8582,5
kulitglowing_ip7028,skinlover_ip4018,5
kulitsehat_rr19509,skincare_rr70541,3
racun_ct5624,skinlover_ct7606,3
racun_ip2774,reviewjujur_ip6156,5
racun_ip2774,skinbestie_ip9676,5
reviewjujur_ip6156,reviewjujur_ip9284,5
reviewjujur_ip6156,skinbestie_ip9676,5
reviewjujur_ip6156,skincare_ip2565,5
reviewjujur_ip6156,skinclub_ip8582,5
reviewjujur_ip6156,skinlover_ip4018,5
reviewjujur_ip9284,skinbestie_ip9676,5
skinbestie_ip9676,skincare_ip2565,5
skinbestie_ip9676,skinclub_ip8582,5
skinbestie_ip9676,skinlover_ip4018,5
beautyaddict_ct10959,cantik_cp1543,3
beautyaddict_ct10959,cantik_ct95823,5
beautyaddict_ct10959,racun_ip3473,3
beautyaddict_ct10959,skinclub_ct6649,5
beautyaddict_ct2062,beautyaddict_ct4776,3
beautyaddict_ct2062,kulitsehat_ct8443,3
beautyaddict_ct2062,racun_ct2295,3
beautyaddict_ct2062,racun_ct8621,3
beautyaddict_ct2062,skinbestie_ct9276,3
beautyaddict_ct4776,kulitsehat_ct8443,3
beautyaddict_ct4776,racun_ct2295,3
beautyaddict_ct4776,racun_ct8621,3
beautyaddict_ct4776,skinbestie_ct9276,3
bestieku_rp49090,cantik_ct9210,3
bestieku_rp49090,glowup_rr67162,4
bestieku_rp49090,kulitglowing_ct49929,3
cantik_cp1543,cantik_ct95823,3
cantik_cp1543,skinclub_ct6649,3
cantik_ct9210,glowup_rr67162,3
cantik_ct95823,racun_ip3473,3
cantik_ct95823,skinclub_ct6649,5
glowup_rr55768,kulitcerah_rp61382,3
glowup_rr67162,kulitglowing_ct49929,3
kulitcerah_rp62676,skinclub_rr92463,3
kulitsehat_ct8443,racun_ct2295,3
kulitsehat_ct8443,racun_ct8621,3
kulitsehat_ct8443,skinbestie_ct9276,3
racun_ct2295,racun_ct8621,3
racun_ct2295,skinbestie_ct9276,3
racun_ct8621,skinbestie_ct9276,3
racun_ip3473,skinclub_ct6649,3
skinlover_ct4123,skintok_rr45965,4
beautyvibe_rp6052,skinlover_rr85873,4
glowingid_rr76872,kulitglowing_rp54988,3
kulitsehat_rr29983,reviewjujur_rp27475,3
skinbestie_ct2508,skinclub_rp21463,3
agninurfiantii,ana_andriana24,3
agninurfiantii,glowingid_rr53578,3
agninurfiantii,kelvin.shagufta7,3
agninurfiantii,leni.dw_,3
agninurfiantii,nindyasari_,3
agninurfiantii,ratisasurawidya,3
agninurfiantii,rivaldy965,3
agninurfiantii,sulistian_1,3
agninurfiantii,uulazaa,3
ana_andriana24,glowingid_rr53578,3
ana_andriana24,kelvin.shagufta7,3
ana_andriana24,leni.dw_,3
ana_andriana24,nindyasari_,3
ana_andriana24,ratisasurawidya,3
ana_andriana24,rivaldy965,3
ana_andriana24,sulistian_1,3
ana_andriana24,uulazaa,3
atik_iskandar,dira0556,3
atik_iskandar,esemm0212,3
atik_iskandar,iqlimabr_,3
atik_iskandar,ivaagustin8,3
atik_iskandar,kelvin.shagufta7,3
atik_iskandar,nindyasari_,3
atik_iskandar,sheliaapriliana_,3
atik_iskandar,situtt29,3
atik_iskandar,sulistian_1,3
atik_iskandar,uulazaa,3
beauty_rp61025,glowingid_rr53578,3
beauty_rp61025,racun_ip3473,4
beautyaddict_ip1981,kenapakepo88,3
beautyaddict_rp79642,glowingid_rr53578,3
beautyaddict_rr30107,glowingid_rr53578,3
beautyaddict_rr98570,glowingid_rr53578,3
beautyaddict_rr98570,kelvin.shagufta7,3
beautyaddict_rr98570,rizkifauzi402,3
beautyvibe_ip2744,kenapakepo88,3
beautyvibe_ip9378,kenapakepo88,3
dira0556,esemm0212,3
dira0556,iqlimabr_,3
dira0556,ivaagustin8,3
dira0556,kelvin.shagufta7,3
dira0556,nindyasari_,3
dira0556,sheliaapriliana_,3
dira0556,situtt29,3
dira0556,sulistian_1,3
dira0556,uulazaa,3
esemm0212,glowhunter_rr31985,3
esemm0212,glowingid_rr53578,3
esemm0212,iqlimabr_,3
esemm0212,ivaagustin8,3
esemm0212,kelvin.shagufta7,3
esemm0212,nindyasari_,4
esemm0212,rizkifauzi402,3
esemm0212,sheliaapriliana_,3
esemm0212,situtt29,3
esemm0212,sulistian_1,3
esemm0212,testireal_rp21269,3
esemm0212,uulazaa,3
glowhunter_ip8989,kenapakepo88,3
glowhunter_rr31985,glowingid_rr53578,3
glowhunter_rr31985,nindyasari_,3
glowhunter_rr31985,rizkifauzi402,3
glowingid_rr53578,kelvin.shagufta7,3
glowingid_rr53578,leni.dw_,3
glowingid_rr53578,nindyasari_,4
glowingid_rr53578,ratisasurawidya,3
glowingid_rr53578,rivaldy965,3
glowingid_rr53578,rizkifauzi402,3
glowingid_rr53578,skinbestie_rp43200,3
glowingid_rr53578,sulistian_1,3
glowingid_rr53578,testireal_rp21269,3
glowingid_rr53578,uulazaa,3
gu3mush_,kelvin.shagufta7,3
iqlimabr_,ivaagustin8,3
iqlimabr_,kelvin.shagufta7,3
iqlimabr_,nindyasari_,3
iqlimabr_,sheliaapriliana_,3
iqlimabr_,situtt29,3
iqlimabr_,sulistian_1,3
iqlimabr_,uulazaa,3
itsme.hny_,kelvin.shagufta7,3
itsme.hny_,nindyasari_,3
itsme.hny_,sulistian_1,3
itsme.hny_,uulazaa,3
ivaagustin8,kelvin.shagufta7,3
ivaagustin8,nindyasari_,3
ivaagustin8,sheliaapriliana_,3
ivaagustin8,situtt29,3
ivaagustin8,sulistian_1,3
ivaagustin8,uulazaa,3
kelvin.shagufta7,kenapakepo88,3
kelvin.shagufta7,leni.dw_,3
kelvin.shagufta7,nindyasari_,4
kelvin.shagufta7,ratisasurawidya,3
kelvin.shagufta7,rivaldy965,3
kelvin.shagufta7,rizkifauzi402,4
kelvin.shagufta7,sheliaapriliana_,3
kelvin.shagufta7,situtt29,3
kelvin.shagufta7,skinbestie_rp43200,3
kelvin.shagufta7,sulistian_1,4
kelvin.shagufta7,uulazaa,4
kelvin.shagufta7,zelinurrafinsia,3
kenapakepo88,reviewjujur_ip1013,3
kenapakepo88,reviewjujur_ip4671,3
kenapakepo88,skinbestie_ip2505,3
kenapakepo88,skincare_ip797,3
leni.dw_,nindyasari_,3
leni.dw_,ratisasurawidya,3
leni.dw_,rivaldy965,3
leni.dw_,sulistian_1,3
leni.dw_,uulazaa,3
nindyasari_,ratisasurawidya,3
nindyasari_,reviewjujur_rp60551,3
nindyasari_,rivaldy965,3
nindyasari_,rizkifauzi402,3
nindyasari_,sheliaapriliana_,3
nindyasari_,situtt29,3
nindyasari_,sulistian_1,4
nindyasari_,testireal_rp21269,3
nindyasari_,uulazaa,4
ratisasurawidya,rivaldy965,3
ratisasurawidya,sulistian_1,3
ratisasurawidya,uulazaa,3
reviewjujur_rp60551,skinlover_ct30407,3
reviewjujur_rp60551,testireal_rp23884,3
rivaldy965,sulistian_1,3
rivaldy965,uulazaa,3
rizkifauzi402,skinbestie_rp43200,3
rizkifauzi402,testireal_rp21269,3
sheliaapriliana_,situtt29,3
sheliaapriliana_,sulistian_1,3
sheliaapriliana_,uulazaa,3
situtt29,sulistian_1,3
situtt29,uulazaa,3
sulistian_1,uulazaa,4
beautyaddict_ct75025,beautyvibe_ct9600,3
beautyaddict_ct75025,glowingid_ct11995,3
beautyaddict_ct75025,glowup_ct93477,3
beautyaddict_ct75025,kulitglowing_ct49929,3
beautyaddict_ct75025,racun_ct61657,3
beautyaddict_ct75025,skincare_ct68797,3
beautyaddict_rr68609,kulitglowing_rp62023,3
beautyvibe_ct9600,glowingid_ct11995,3
beautyvibe_ct9600,glowup_ct93477,3
beautyvibe_ct9600,kulitglowing_ct49929,3
beautyvibe_ct9600,racun_ct61657,3
beautyvibe_ct9600,skincare_ct68797,3
beautyvibe_ip6117,glowup_rr94183,3
beautyvibe_ip9313,glowup_rr94183,3
cantik_ip6901,glowup_rr94183,3
dearskin_rr16957,glowhunter_cp7363,3
dearskin_rr16957,skincare_rp12914,3
glowhunter_cp7363,skincare_rp12914,3
glowhunter_ip2869,glowup_rr94183,3
glowhunter_ip4395,glowup_rr94183,3
glowhunter_ip7849,glowup_rr94183,3
glowingid_ct11995,glowup_ct93477,3
glowingid_ct11995,kulitglowing_ct49929,3
glowingid_ct11995,racun_ct61657,3
glowingid_ct11995,skincare_ct68797,3
glowingid_rr66818,glowup_rp95663,5
glowup_ct93477,kulitglowing_ct49929,3
glowup_ct93477,racun_ct61657,3
glowup_ct93477,skincare_ct68797,3
glowup_rr94183,kulitglowing_ip4389,3
glowup_rr94183,kulitglowing_ip7028,3
glowup_rr94183,racun_ip2774,3
glowup_rr94183,reviewjujur_ip6156,3
glowup_rr94183,reviewjujur_ip9284,3
glowup_rr94183,skinbestie_ip9676,3
glowup_rr94183,skincare_ip2565,3
glowup_rr94183,skinclub_ip8582,3
glowup_rr94183,skinlover_ip4018,3
kulitglowing_cp3833,skinclub_ip8582,3
kulitglowing_ct49929,racun_ct61657,3
kulitglowing_ct49929,skincare_ct68797,3
racun_ct61657,skincare_ct68797,3
skinbestie_ip7689,skinclub_rp20283,3
_ran5111,kelvin.shagufta7,3
beauty_rp84557,glowhunter_rr76414,4
beautyaddict_ct10959,beautyaddict_rr3527,3
beautyaddict_ct10959,skinclub_rp6181,3
beautyaddict_rr3527,cantik_ct95823,3
beautyaddict_rr3527,skinclub_ct6649,3
beautyaddict_rr3527,skinclub_rp6181,4
beautyvibe_rr36610,cantik_ip9501,3
beautyvibe_rr36610,glowhunter_ip1923,3
beautyvibe_rr36610,glowhunter_ip8756,3
beautyvibe_rr36610,glowingid_rr53578,3
beautyvibe_rr36610,kulitglowing_ip1790,3
beautyvibe_rr36610,kulitglowing_ip334,3
beautyvibe_rr36610,reviewjujur_rp60551,3
beautyvibe_rr36610,skinbestie_ip9364,3
cantik_ct95823,skinclub_rp6181,3
cantik_ip9501,kelvin.shagufta7,4
cantik_ip9501,pio191118,3
cantik_ip9501,skinclub_ip8754,5
cantik_ip9501,testireal_rp74004,3
glowhunter_ip1923,kelvin.shagufta7,4
glowhunter_ip1923,pio191118,3
glowhunter_ip1923,skinclub_ip8754,5
glowhunter_ip1923,testireal_rp74004,3
glowhunter_ip8756,kelvin.shagufta7,4
glowhunter_ip8756,pio191118,3
glowhunter_ip8756,skinclub_ip8754,5
glowhunter_ip8756,testireal_rp74004,3
glowingid_rr53578,nusviazulfa,3
glowingid_rr53578,testireal_rp74004,3
htunnisa97,kelvin.shagufta7,3
htunnisa97,nindyasari_,3
htunnisa97,scrp20,3
htunnisa97,sulistian_1,3
htunnisa97,uulazaa,3
kelvin.shagufta7,kulitglowing_ip1790,4
kelvin.shagufta7,kulitglowing_ip334,4
kelvin.shagufta7,pio191118,3
kelvin.shagufta7,scrp20,4
kelvin.shagufta7,skinbestie_ip9364,4
kelvin.shagufta7,skinclub_ip8754,4
kulitglowing_ip1790,pio191118,3
kulitglowing_ip1790,skinclub_ip8754,5
kulitglowing_ip1790,testireal_rp74004,3
kulitglowing_ip334,pio191118,3
kulitglowing_ip334,skinclub_ip8754,5
kulitglowing_ip334,testireal_rp74004,3
nindyasari_,nusviazulfa,3
nindyasari_,scrp20,3
pio191118,skinbestie_ip9364,3
pio191118,skinclub_ip8754,3
reviewjujur_rp60551,testireal_rp74004,3
scrp20,sulistian_1,3
scrp20,uulazaa,3
skinbestie_ip9364,skinclub_ip8754,5
skinbestie_ip9364,testireal_rp74004,3
skinclub_ct6649,skinclub_rp6181,3
all_aboutvi,beautyfess_r3c05m00x6415,3
all_aboutvi,beautyfess_r3c05m01x4347,3
all_aboutvi,beautyfess_r3c05m02x6049,3
all_aboutvi,beautyfess_r3c05m03x8357,3
all_aboutvi,beautyfess_r3c05m04x3629,3
all_aboutvi,cantik_ip3572,3
all_aboutvi,laksitaanggi_,3
all_aboutvi,ndhyulee,3
beauty_ip2148,beauty_ip4789,4
beauty_ip2148,beautyaddict_ip168,4
beauty_ip2148,beautyvibe_ip9536,4
beauty_ip2148,cantik_ip3527,4
beauty_ip2148,delita693,3
beauty_ip2148,glowhunter_ip5229,4
beauty_ip2148,glowingid_rr53578,3
beauty_ip2148,kulitglowing_ip8678,4
beauty_ip2148,ndhyulee,3
beauty_ip4789,beautyaddict_ip168,4
beauty_ip4789,beautyvibe_ip9536,4
beauty_ip4789,cantik_ip3527,4
beauty_ip4789,delita693,3
beauty_ip4789,glowhunter_ip5229,4
beauty_ip4789,glowingid_rr53578,3
beauty_ip4789,kulitglowing_ip8678,4
beauty_ip4789,ndhyulee,3
beautyaddict_ip154,beautyaddict_rp79642,3
beautyaddict_ip154,beautyaddict_rr30107,3
beautyaddict_ip154,beautyvibe_ip9164,4
beautyaddict_ip154,cantik_ip1685,4
beautyaddict_ip154,cantik_ip3572,4
beautyaddict_ip154,dearskin_ip2757,4
beautyaddict_ip154,glowhunter_ip3950,4
beautyaddict_ip154,kulitsehat_ip9568,4
beautyaddict_ip154,laksitaanggi_,3
beautyaddict_ip154,ndhyulee,3
beautyaddict_ip154,racun_ip5937,4
beautyaddict_ip168,beautyvibe_ip9536,4
beautyaddict_ip168,cantik_ip3527,4
beautyaddict_ip168,delita693,3
beautyaddict_ip168,glowhunter_ip5229,4
beautyaddict_ip168,glowingid_rr53578,3
beautyaddict_ip168,kulitglowing_ip8678,4
beautyaddict_ip168,ndhyulee,3
beautyaddict_rp79642,beautyvibe_ip9164,3
beautyaddict_rp79642,cantik_ip1685,3
beautyaddict_rp79642,cantik_ip3572,3
beautyaddict_rp79642,dearskin_ip2757,3
beautyaddict_rp79642,glowhunter_ip3950,3
beautyaddict_rp79642,kulitsehat_ip9568,3
beautyaddict_rp79642,racun_ip5937,3
beautyaddict_rr30107,beautyvibe_ip9164,3
beautyaddict_rr30107,cantik_ip1685,3
beautyaddict_rr30107,cantik_ip3572,3
beautyaddict_rr30107,dearskin_ip2757,3
beautyaddict_rr30107,glowhunter_ip3950,3
beautyaddict_rr30107,kulitsehat_ip9568,3
beautyaddict_rr30107,racun_ip5937,3
beautyfess_r3c05m00x6415,beautyfess_r3c05m01x4347,3
beautyfess_r3c05m00x6415,beautyfess_r3c05m02x6049,3
beautyfess_r3c05m00x6415,beautyfess_r3c05m03x8357,3
beautyfess_r3c05m00x6415,beautyfess_r3c05m04x3629,3
beautyfess_r3c05m00x6415,laksitaanggi_,3
beautyfess_r3c05m01x4347,beautyfess_r3c05m02x6049,3
beautyfess_r3c05m01x4347,beautyfess_r3c05m03x8357,3
beautyfess_r3c05m01x4347,beautyfess_r3c05m04x3629,3
beautyfess_r3c05m01x4347,laksitaanggi_,3
beautyfess_r3c05m02x6049,beautyfess_r3c05m03x8357,3
beautyfess_r3c05m02x6049,beautyfess_r3c05m04x3629,3
beautyfess_r3c05m02x6049,laksitaanggi_,3
beautyfess_r3c05m03x8357,beautyfess_r3c05m04x3629,3
beautyfess_r3c05m03x8357,laksitaanggi_,3
beautyfess_r3c05m04x3629,laksitaanggi_,3
beautyvibe_ip9164,cantik_ip1685,4
beautyvibe_ip9164,cantik_ip3572,4
beautyvibe_ip9164,dearskin_ip2757,4
beautyvibe_ip9164,glowhunter_ip3950,4
beautyvibe_ip9164,kulitsehat_ip9568,4
beautyvibe_ip9164,laksitaanggi_,3
beautyvibe_ip9164,ndhyulee,3
beautyvibe_ip9164,racun_ip5937,4
beautyvibe_ip9536,cantik_ip3527,4
beautyvibe_ip9536,delita693,3
beautyvibe_ip9536,glowhunter_ip5229,4
beautyvibe_ip9536,glowingid_rr53578,3
beautyvibe_ip9536,kulitglowing_ip8678,4
beautyvibe_ip9536,ndhyulee,3
beautyvibe_rp38442,glowhunter_rr49613,5
beautyvibe_rp38442,glowingid_rr53578,3
bilgetds,kulitcerah_rp65773,3
bilgetds,ndhyulee,3
bilgetds,skinclub_rr18264,3
cantik_ip1685,cantik_ip3572,4
cantik_ip1685,dearskin_ip2757,4
cantik_ip1685,glowhunter_ip3950,4
cantik_ip1685,kulitsehat_ip9568,4
cantik_ip1685,laksitaanggi_,3
cantik_ip1685,ndhyulee,3
cantik_ip1685,racun_ip5937,4
cantik_ip3527,delita693,3
cantik_ip3527,glowhunter_ip5229,4
cantik_ip3527,glowingid_rr53578,3
cantik_ip3527,kulitglowing_ip8678,4
cantik_ip3527,ndhyulee,3
cantik_ip3572,dearskin_ip2757,4
cantik_ip3572,glowhunter_ip3950,4
cantik_ip3572,kulitsehat_ip9568,4
cantik_ip3572,laksitaanggi_,3
cantik_ip3572,ndhyulee,4
cantik_ip3572,racun_ip5937,4
cantik_rp98034,glowingid_rr45098,3
dearskin_ct58033,glowingid_rr53578,3
dearskin_ip2757,glowhunter_ip3950,4
dearskin_ip2757,kulitsehat_ip9568,4
dearskin_ip2757,laksitaanggi_,3
dearskin_ip2757,ndhyulee,3
dearskin_ip2757,racun_ip5937,4
delita693,glowhunter_ip5229,3
delita693,kulitglowing_ip8678,3
delita693,ndhyulee,3
glowhunter_ip3950,kulitsehat_ip9568,4
glowhunter_ip3950,laksitaanggi_,3
glowhunter_ip3950,ndhyulee,3
glowhunter_ip3950,racun_ip5937,4
glowhunter_ip5229,glowingid_rr53578,3
glowhunter_ip5229,kulitglowing_ip8678,4
glowhunter_ip5229,ndhyulee,3
glowhunter_rr49613,glowingid_rr53578,3
glowingid_rr53578,glowup_ct95907,3
glowingid_rr53578,kulitglowing_ip8678,3
glowingid_rr53578,skincare_ct87875,3
glowingid_rr98931,skinlover_rp59219,5
kulitcerah_rp65773,ndhyulee,3
kulitglowing_ip8678,ndhyulee,3
kulitsehat_ip9568,laksitaanggi_,3
kulitsehat_ip9568,ndhyulee,3
kulitsehat_ip9568,racun_ip5937,4
laksitaanggi_,racun_ip5937,3
ndhyulee,nyoung456,3
ndhyulee,racun_ip5937,3
ndhyulee,skinclub_rr18264,3
ndhyulee,vaquar1us,3
skincare_rr73971,skintok_rp23252,4
beautyaddict_rp67093,beautyaddict_rp79642,3
beautyaddict_rp67093,beautyaddict_rr30107,3
beautyaddict_rp67093,skinclub_rr9632,3
beautyaddict_rp79642,skinclub_rr9632,3
beautyaddict_rr30107,skinclub_rr9632,3
beautyvibe_ct6553,cantik_ct3821,3
beautyvibe_ct6553,dearskin_ct1243,3
beautyvibe_ct6553,skincare_ct8136,3
beautyvibe_ct6553,skinlover_ct4123,3
beautyvibe_ct6553,skintok_rr45965,3
cantik_ct3821,dearskin_ct1243,3
cantik_ct3821,skincare_ct8136,3
cantik_ct3821,skinlover_ct4123,3
cantik_ct3821,skintok_rr45965,3
dearskin_ct1243,skincare_ct8136,3
dearskin_ct1243,skinlover_ct4123,3
dearskin_ct1243,skintok_rr45965,3
dearskin_ip1875,kulitglowing_ip8766,4
dearskin_ip1875,ndhyulee,4
dearskin_ip1875,racikcantik_r3c08m00x5448,3
dearskin_ip1875,racikcantik_r3c08m01x2011,3
dearskin_ip1875,racikcantik_r3c08m02x8325,3
dearskin_ip1875,racikcantik_r3c08m03x4529,3
dearskin_ip1875,racikcantik_r3c08m04x3650,3
dearskin_ip1875,reviewjujur_ip7022,4
dearskin_ip1875,skincare_ip8433,4
dearskin_ip1875,skincare_ip9454,4
dearskin_rr95784,testireal_rp83151,3
galeri_hasanah01,zakiyaheva,3
glowup_rp16507,skinlover_rr9878,4
kulitglowing_ip8766,ndhyulee,4
kulitglowing_ip8766,racikcantik_r3c08m00x5448,3
kulitglowing_ip8766,racikcantik_r3c08m01x2011,3
kulitglowing_ip8766,racikcantik_r3c08m02x8325,3
kulitglowing_ip8766,racikcantik_r3c08m03x4529,3
kulitglowing_ip8766,racikcantik_r3c08m04x3650,3
kulitglowing_ip8766,reviewjujur_ip7022,4
kulitglowing_ip8766,skincare_ip8433,4
kulitglowing_ip8766,skincare_ip9454,4
ndhyulee,racikcantik_r3c08m00x5448,3
ndhyulee,racikcantik_r3c08m01x2011,3
ndhyulee,racikcantik_r3c08m02x8325,3
ndhyulee,racikcantik_r3c08m03x4529,3
ndhyulee,racikcantik_r3c08m04x3650,3
ndhyulee,reviewjujur_ip7022,4
ndhyulee,skincare_ip8433,4
ndhyulee,skincare_ip9454,4
racikcantik_r3c08m00x5448,racikcantik_r3c08m01x2011,3
racikcantik_r3c08m00x5448,racikcantik_r3c08m02x8325,3
racikcantik_r3c08m00x5448,racikcantik_r3c08m03x4529,3
racikcantik_r3c08m00x5448,racikcantik_r3c08m04x3650,3
racikcantik_r3c08m00x5448,reviewjujur_ip7022,3
racikcantik_r3c08m00x5448,skincare_ip8433,3
