id,label,degree,weighted_degree,betweenness,community,primary_brand,brand_label_auto,brand_combo,brand_confidence,narrative_similarity_level,dominant_sentiment,positive_ratio,neutral_ratio,negative_ratio,evaluable_coverage,goal_orientation,goal_orientation_status,goal_confidence,goal_stability,goal_validation_status,goal_method,effective_sample_size
beautyfess_r3c05m01x4347,beautyfess_r3c05m01x4347,4,3.2857142857142856,0.0,40,Daviena,Daviena,Daviena,High,Medium,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
beautyfess_r3c05m02x6049,beautyfess_r3c05m02x6049,4,3.2857142857142856,0.0,40,Daviena,Daviena,Daviena,High,Medium,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
beautyfess_r3c05m03x8357,beautyfess_r3c05m03x8357,4,3.2857142857142856,0.0,40,Daviena,Daviena,Daviena,High,Medium,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
beautyfess_r3c05m04x3629,beautyfess_r3c05m04x3629,4,3.2857142857142856,0.0,40,Daviena,Daviena,Daviena,High,Medium,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
testiaman_r3c02m03x8993,testiaman_r3c02m03x8993,4,3.2857142857142856,0.0,205,The Originote,The Originote,The Originote,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,21.790311813354492
reviewpedas_r3c09m01x4727,reviewpedas_r3c09m01x4727,4,3.2857142857142856,0.0,193,The Originote,The Originote,The Originote,High,Medium,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
bestieku_rr99428,bestieku_rr99428,4,3.2142857142857144,0.0,86,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
kulitkece_r3c01m00x5166,kulitkece_r3c01m00x5166,4,3.142857142857143,0.0,169,Daviena,Daviena,Daviena,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
ulasankilat_r3c07m00x2561,ulasankilat_r3c07m00x2561,4,3.142857142857143,0.0,206,Maryame,Maryame,Maryame,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,21.469823837280273
racikcantik_r3c08m00x5448,racikcantik_r3c08m00x5448,4,3.142857142857143,0.0,182,Daviena,Daviena,Daviena,High,Medium,Neutral,0.2222222222222222,0.5,0.2777777777777778,1.0,Neutral Engagement,Assigned,High,0.2222222222222222,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,14.75403881072998
glowingid_ct74353,glowingid_ct74353,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,Neutral,0.2,0.8,0.0,1.0,Neutral Engagement,Assigned,High,0.6000000000000001,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,13.8502779006958
glowhunter_ct64974,glowhunter_ct64974,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,Neutral,0.2,0.8,0.0,1.0,Neutral Engagement,Assigned,High,0.6000000000000001,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,13.8502779006958
cantik_ct99107,cantik_ct99107,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,Neutral,0.2,0.8,0.0,1.0,Neutral Engagement,Assigned,High,0.6000000000000001,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,13.8502779006958
skinlover_ct27853,skinlover_ct27853,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,Neutral,0.2,0.8,0.0,1.0,Neutral Engagement,Assigned,High,0.6000000000000001,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,13.8502779006958
glowup_ct3809,glowup_ct3809,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,Neutral,0.26666666666666666,0.6666666666666666,0.06666666666666667,1.0,Neutral Engagement,Assigned,High,0.39999999999999997,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,12.611319541931152
bestieku_ct74574,bestieku_ct74574,3,3.0,0.0,74,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,Neutral,0.3333333333333333,0.5,0.16666666666666666,1.0,Neutral Engagement,Assigned,Medium,0.16666666666666669,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,10.848967552185059
racun_ct7880,racun_ct7880,4,3.0,0.0,184,The Originote,The Originote,The Originote,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
skincare_ct78893,skincare_ct78893,3,3.0,0.0,74,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,Neutral,0.3333333333333333,0.5,0.16666666666666666,1.0,Neutral Engagement,Assigned,Medium,0.16666666666666669,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,10.848967552185059
reviewjujur_ct9366,reviewjujur_ct9366,4,3.0,0.0,184,The Originote,The Originote,The Originote,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
skintok_ct53509,skintok_ct53509,3,3.0,0.0,74,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,Neutral,0.3333333333333333,0.5,0.16666666666666666,1.0,Neutral Engagement,Assigned,Medium,0.16666666666666669,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,10.848967552185059
cantik_ct3821,cantik_ct3821,4,3.0,0.0,47,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
dearskin_ct1243,dearskin_ct1243,4,3.0,0.0,47,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
skincare_ct8136,skincare_ct8136,4,3.0,0.0,47,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
beauty_ct89266,beauty_ct89266,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,Neutral,0.2,0.8,0.0,1.0,Neutral Engagement,Assigned,High,0.6000000000000001,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,13.8502779006958
skinlover_ct8756,skinlover_ct8756,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,Neutral,0.26666666666666666,0.6666666666666666,0.06666666666666667,1.0,Neutral Engagement,Assigned,High,0.39999999999999997,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,12.611319541931152
reviewjujur_ct6118,reviewjujur_ct6118,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,Neutral,0.26666666666666666,0.6666666666666666,0.06666666666666667,1.0,Neutral Engagement,Assigned,High,0.39999999999999997,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,12.611319541931152
dearskin_ct1358,dearskin_ct1358,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,Neutral,0.26666666666666666,0.6666666666666666,0.06666666666666667,1.0,Neutral Engagement,Assigned,High,0.39999999999999997,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,12.611319541931152
testireal_ct35011,testireal_ct35011,3,3.0,0.0,74,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,Neutral,0.3333333333333333,0.5,0.16666666666666666,1.0,Neutral Engagement,Assigned,Medium,0.16666666666666669,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,10.848967552185059
beautyaddict_ct2423,beautyaddict_ct2423,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,Neutral,0.26666666666666666,0.6666666666666666,0.06666666666666667,1.0,Neutral Engagement,Assigned,High,0.39999999999999997,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,12.611319541931152
skinlover_ct7606,skinlover_ct7606,4,2.7857142857142856,8.326903113706638e-06,90,Azarine,Mixed_3plus_Brands,Azarine + Daviena + Maryame,Low,Low,Neutral,0.16666666666666666,0.8333333333333334,0.0,1.0,Neutral Engagement,Assigned,Medium,0.6666666666666667,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,11.041178703308105
reviewjujur_ct7045,reviewjujur_ct7045,4,2.7857142857142856,5.273705305347537e-05,17,Maryame,Mixed_3plus_Brands,Maryame + The Originote + Azarine,Low,Low,Neutral,0.32432432432432434,0.6216216216216216,0.05405405405405406,1.0,Neutral Engagement,Assigned,High,0.29729729729729726,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,32.57597351074219
skinreview_r3c04m00x5770,skinreview_r3c04m00x5770,3,2.732142857142857,0.0,204,Azarine,Azarine,Azarine,High,Low,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,16.633996963500977
produkjujur_r3c00m00x5907,produkjujur_r3c00m00x5907,3,2.732142857142857,0.0,181,Azarine,Azarine,Azarine,High,Low,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,21.691804885864258
racun_rr28461,racun_rr28461,2,2.5357142857142856,5.551268742471092e-06,133,Daviena,Daviena,Daviena + The Originote,Medium,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
beautyaddict_ct10959,beautyaddict_ct10959,2,2.5,0.0,14,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,Positive,0.5333333333333333,0.4666666666666667,0.0,1.0,Mixed Goals,Assigned,Low,0.06666666666666665,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,13.470198631286621
skinclub_ct6649,skinclub_ct6649,2,2.5,0.0,14,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,Positive,0.5333333333333333,0.4666666666666667,0.0,1.0,Mixed Goals,Assigned,Low,0.06666666666666665,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,13.470198631286621
cantik_ct95823,cantik_ct95823,2,2.5,0.0,14,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,Positive,0.5333333333333333,0.4666666666666667,0.0,1.0,Mixed Goals,Assigned,Low,0.06666666666666665,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,13.470198631286621
racikcantik_r3c08m02x8325,racikcantik_r3c08m02x8325,4,2.2857142857142856,0.0,182,Daviena,Daviena,Daviena,High,Medium,Neutral,0.2222222222222222,0.5,0.2777777777777778,1.0,Neutral Engagement,Assigned,High,0.2222222222222222,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,14.75403881072998
kulitkece_r3c01m01x2583,kulitkece_r3c01m01x2583,4,2.2857142857142856,0.0,169,Daviena,Daviena,Daviena,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
racikcantik_r3c08m01x2011,racikcantik_r3c08m01x2011,4,2.2857142857142856,0.0,182,Daviena,Daviena,Daviena,High,Medium,Neutral,0.2222222222222222,0.5,0.2777777777777778,1.0,Neutral Engagement,Assigned,High,0.2222222222222222,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,14.75403881072998
ulasankilat_r3c07m03x2101,ulasankilat_r3c07m03x2101,4,2.2857142857142856,0.0,206,Maryame,Maryame,Maryame,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,21.469823837280273
racikcantik_r3c08m03x4529,racikcantik_r3c08m03x4529,4,2.2857142857142856,0.0,182,Daviena,Daviena,Daviena,High,Medium,Neutral,0.2222222222222222,0.5,0.2777777777777778,1.0,Neutral Engagement,Assigned,High,0.2222222222222222,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,14.75403881072998
racikcantik_r3c08m04x3650,racikcantik_r3c08m04x3650,4,2.2857142857142856,0.0,182,Daviena,Daviena,Daviena,High,Medium,Neutral,0.2222222222222222,0.5,0.2777777777777778,1.0,Neutral Engagement,Assigned,High,0.2222222222222222,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,14.75403881072998
ulasankilat_r3c07m02x4325,ulasankilat_r3c07m02x4325,4,2.2857142857142856,0.0,206,Maryame,Maryame,Maryame,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,21.469823837280273
ulasankilat_r3c07m01x9795,ulasankilat_r3c07m01x9795,4,2.2857142857142856,0.0,206,Maryame,Maryame,Maryame,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,21.469823837280273
kulitkece_r3c01m04x8079,kulitkece_r3c01m04x8079,4,2.2857142857142856,0.0,169,Daviena,Daviena,Daviena,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
kulitkece_r3c01m03x9803,kulitkece_r3c01m03x9803,4,2.2857142857142856,0.0,169,Daviena,Daviena,Daviena,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
kulitkece_r3c01m02x7223,kulitkece_r3c01m02x7223,4,2.2857142857142856,0.0,169,Daviena,Daviena,Daviena,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
ulasankilat_r3c07m04x5222,ulasankilat_r3c07m04x5222,4,2.2857142857142856,0.0,206,Maryame,Maryame,Maryame,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,21.469823837280273
cantik_ct6414,cantik_ct6414,3,2.25,0.0,90,Azarine,Mixed_3plus_Brands,Azarine + Daviena + Maryame,Low,Low,Neutral,0.16666666666666666,0.8333333333333334,0.0,1.0,Neutral Engagement,Assigned,Medium,0.6666666666666667,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,11.041178703308105
racun_ct5624,racun_ct5624,3,2.25,0.0,90,Azarine,Mixed_3plus_Brands,Azarine + Daviena + Maryame,Low,Low,Neutral,0.16666666666666666,0.8333333333333334,0.0,1.0,Neutral Engagement,Assigned,Medium,0.6666666666666667,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,11.041178703308105
skincare_ct1453,skincare_ct1453,3,2.25,0.0,17,Maryame,Mixed_3plus_Brands,Maryame + The Originote + Azarine,Low,Low,Neutral,0.32432432432432434,0.6216216216216216,0.05405405405405406,1.0,Neutral Engagement,Assigned,High,0.29729729729729726,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,32.57597351074219
beautyvibe_ct5449,beautyvibe_ct5449,3,2.25,0.0,17,Maryame,Mixed_3plus_Brands,Maryame + The Originote + Azarine,Low,Low,Neutral,0.32432432432432434,0.6216216216216216,0.05405405405405406,1.0,Neutral Engagement,Assigned,High,0.29729729729729726,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,32.57597351074219
reviewjujur_ct9800,reviewjujur_ct9800,3,2.25,0.0,130,Azarine,Mixed_3plus_Brands,Azarine + Maryame + The Originote,Medium,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
reviewjujur_ct33360,reviewjujur_ct33360,3,2.25,0.0,130,Azarine,Mixed_3plus_Brands,Azarine + Maryame + The Originote,Medium,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
kulitglowing_ct4137,kulitglowing_ct4137,3,2.25,0.0,90,Azarine,Mixed_3plus_Brands,Azarine + Daviena + Maryame,Low,Low,Neutral,0.16666666666666666,0.8333333333333334,0.0,1.0,Neutral Engagement,Assigned,Medium,0.6666666666666667,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,11.041178703308105
glowup_ct8724,glowup_ct8724,3,2.25,0.0,130,Azarine,Mixed_3plus_Brands,Azarine + Maryame + The Originote,Medium,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
glowingid_ct69471,glowingid_ct69471,3,2.25,0.0,130,Azarine,Mixed_3plus_Brands,Azarine + Maryame + The Originote,Medium,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
produkjujur_r3c00m02x8296,produkjujur_r3c00m02x8296,3,2.1607142857142856,0.0,181,Azarine,Azarine,Azarine,High,Low,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,21.691804885864258
produkjujur_r3c00m01x6024,produkjujur_r3c00m01x6024,3,2.1607142857142856,0.0,181,Azarine,Azarine,Azarine,High,Low,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,21.691804885864258
produkjujur_r3c00m03x5660,produkjujur_r3c00m03x5660,3,2.1607142857142856,0.0,181,Azarine,Azarine,Azarine,High,Low,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,21.691804885864258
skinreview_r3c04m01x7927,skinreview_r3c04m01x7927,3,2.1607142857142856,0.0,204,Azarine,Azarine,Azarine,High,Low,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,16.633996963500977
skinreview_r3c04m02x8520,skinreview_r3c04m02x8520,3,2.1607142857142856,0.0,204,Azarine,Azarine,Azarine,High,Low,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,16.633996963500977
skinreview_r3c04m03x3054,skinreview_r3c04m03x3054,3,2.1607142857142856,0.0,204,Azarine,Azarine,Azarine,High,Low,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,16.633996963500977
testireal_ct62779,testireal_ct62779,2,2.0,0.0,73,Daviena,Daviena,Daviena + Maryame,Medium,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
skinclub_ct15395,skinclub_ct15395,2,2.0,0.0,73,Daviena,Daviena,Daviena + Maryame,Medium,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
