Id,Label,actor_type_primary,network_position,is_hcc_member,community,individual_subtype,is_video_creator,degree,weighted_degree,betweenness,n_comments,target_brand_primary,target_brand_label,target_scope,dominant_sentiment_x,account_goal_orientation,account_goal_confidence,exposure_level,hcc_association_status,strong_association_score,contextual_association_score,brand_label_auto,is_lcn_member,is_verified_registry_actor,username_norm,dominant_sentiment_y,positive_ratio,neutral_ratio,negative_ratio,sentiment_v2_coverage,evaluable_comments,sentiment_v2_validation_status
glowingid_rr28375,glowingid_rr28375,Mass Actor,LCN Non-HCC,False,82,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Negative,Critical / Complaint,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False,glowingid_rr28375,,,,,,,FINAL_MODEL_VALIDATED
skinbestie_rr51345,skinbestie_rr51345,Mass Actor,LCN Non-HCC,False,142,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Positive,Polarized / Contested,Medium,Temporal Association,Multiple / Ambiguous HCC,4.0,21.0,Non-HCC,True,False,skinbestie_rr51345,,,,,,,FINAL_MODEL_VALIDATED
cantik_rr4121,cantik_rr4121,Mass Actor,LCN Non-HCC,False,97,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False,cantik_rr4121,,,,,,,FINAL_MODEL_VALIDATED
testireal_rp66604,testireal_rp66604,Mass Actor,LCN Non-HCC,False,97,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False,testireal_rp66604,Neutral,0.0,1.0,0.0,0.8,4.0,FINAL_MODEL_VALIDATED
skinbestie_rr6020,skinbestie_rr6020,Mass Actor,LCN Non-HCC,False,25,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,20.0,Non-HCC,True,False,skinbestie_rr6020,,,,,,,FINAL_MODEL_VALIDATED
skinclub_rr77494,skinclub_rr77494,Mass Actor,LCN Non-HCC,False,152,,False,1,1.3392857142857144,0.0,5.0,Azarine,Azarine,Associated HCC Brand Context,Mixed,Mixed Goals,Low,Temporal Association,Unique Temporal Association,2.0,23.0,Non-HCC,True,False,skinclub_rr77494,,,,,,,FINAL_MODEL_VALIDATED
skinlover_rr38723,skinlover_rr38723,Mass Actor,LCN Non-HCC,False,83,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Mixed,Mixed Goals,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,18.0,Non-HCC,True,False,skinlover_rr38723,,,,,,,FINAL_MODEL_VALIDATED
bestieku_rp85723,bestieku_rp85723,Mass Actor,LCN Non-HCC,False,83,,False,1,1.3392857142857144,0.0,5.0,Daviena,Daviena,Associated HCC Brand Context,Mixed,Mixed Goals,Low,Temporal Association,Unique Temporal Association,2.0,20.0,Non-HCC,True,False,bestieku_rp85723,Neutral,0.2,0.8,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
bestieku_rr63778,bestieku_rr63778,Mass Actor,LCN Non-HCC,False,86,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Negative,Polarized / Contested,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False,bestieku_rr63778,,,,,,,FINAL_MODEL_VALIDATED
testireal_rp84900,testireal_rp84900,Mass Actor,LCN Non-HCC,False,146,,False,1,1.3392857142857144,0.0,5.0,Mixed_3plus_Brands,Mixed_3plus_Brands,Associated HCC Brand Context,Neutral,Neutral Engagement,Medium,Temporal Association,Unique Temporal Association,2.0,20.0,Non-HCC,True,False,testireal_rp84900,Neutral,0.0,1.0,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
glowup_rp44749,glowup_rp44749,Mass Actor,LCN Non-HCC,False,55,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,15.0,Non-HCC,True,False,glowup_rp44749,Neutral,0.0,1.0,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
glowup_rr43590,glowup_rr43590,Mass Actor,LCN Non-HCC,False,146,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Negative,Polarized / Contested,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,18.0,Non-HCC,True,False,glowup_rr43590,,,,,,,FINAL_MODEL_VALIDATED
skinlover_rp59219,skinlover_rp59219,Mass Actor,LCN Non-HCC,False,141,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,18.0,Non-HCC,True,False,skinlover_rp59219,Neutral,0.0,1.0,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
kulitsehat_rr49089,kulitsehat_rr49089,Mass Actor,LCN Non-HCC,False,35,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Negative,Polarized / Contested,Medium,Temporal Association,Multiple / Ambiguous HCC,4.0,18.0,Non-HCC,True,False,kulitsehat_rr49089,,,,,,,FINAL_MODEL_VALIDATED
kulitsehat_rr29159,kulitsehat_rr29159,Mass Actor,LCN Non-HCC,False,173,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Negative,Critical / Complaint,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,16.0,Non-HCC,True,False,kulitsehat_rr29159,,,,,,,FINAL_MODEL_VALIDATED
bestieku_rr9606,bestieku_rr9606,Mass Actor,LCN Non-HCC,False,55,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Positive,Polarized / Contested,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False,bestieku_rr9606,,,,,,,FINAL_MODEL_VALIDATED
glowhunter_rr49613,glowhunter_rr49613,Mass Actor,LCN Non-HCC,False,57,,False,1,1.3392857142857144,0.0,5.0,Daviena,Daviena,Associated HCC Brand Context,Negative,Critical / Complaint,Medium,Temporal Association,Unique Temporal Association,2.0,24.0,Non-HCC,True,False,glowhunter_rr49613,,,,,,,FINAL_MODEL_VALIDATED
kulitsehat_rp67418,kulitsehat_rp67418,Mass Actor,LCN Non-HCC,False,173,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,16.0,Non-HCC,True,False,kulitsehat_rp67418,Neutral,0.0,1.0,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
beautyvibe_rp38442,beautyvibe_rp38442,Mass Actor,LCN Non-HCC,False,57,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Temporal Association,Multiple / Ambiguous HCC,4.0,26.0,Non-HCC,True,False,beautyvibe_rp38442,Neutral,0.2,0.8,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
kulitsehat_cp3811,kulitsehat_cp3811,Mass Actor,LCN Non-HCC,False,170,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False,kulitsehat_cp3811,Neutral,0.0,0.8,0.2,1.0,5.0,FINAL_MODEL_VALIDATED
skincare_rr82794,skincare_rr82794,Mass Actor,LCN Non-HCC,False,170,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Mixed,Polarized / Contested,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False,skincare_rr82794,,,,,,,FINAL_MODEL_VALIDATED
dearskin_rp86513,dearskin_rp86513,Mass Actor,LCN Non-HCC,False,107,,False,1,1.3392857142857144,0.0,5.0,Mixed_2_Brands,Mixed_2_Brands,Associated HCC Brand Context,Mixed,Polarized / Contested,Low,Temporal Association,Unique Temporal Association,2.0,14.0,Non-HCC,True,False,dearskin_rp86513,Neutral,0.25,0.75,0.0,0.8,4.0,FINAL_MODEL_VALIDATED
beautyaddict_rp28009,beautyaddict_rp28009,Mass Actor,LCN Non-HCC,False,25,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,20.0,Non-HCC,True,False,beautyaddict_rp28009,Neutral,0.0,1.0,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
glowingid_rr98931,glowingid_rr98931,Mass Actor,LCN Non-HCC,False,141,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Mixed,Polarized / Contested,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,18.0,Non-HCC,True,False,glowingid_rr98931,,,,,,,FINAL_MODEL_VALIDATED
skincare_rp44635,skincare_rp44635,Mass Actor,LCN Non-HCC,False,86,,False,1,1.3392857142857144,0.0,5.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False,skincare_rp44635,Neutral,0.2,0.8,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
glowhunter_rr31985,glowhunter_rr31985,Mass Actor,LCN Non-HCC,False,128,,False,1,1.2857142857142856,0.0,5.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,14.0,Non-HCC,True,False,glowhunter_rr31985,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
testireal_rp21269,testireal_rp21269,Mass Actor,LCN Non-HCC,False,128,,False,1,1.2857142857142856,0.0,5.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,14.0,Non-HCC,True,False,testireal_rp21269,Neutral,0.0,0.6,0.4,1.0,5.0,FINAL_MODEL_VALIDATED
skinclub_rr85756,skinclub_rr85756,Mass Actor,LCN Non-HCC,False,200,,False,1,1.1964285714285714,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,12.0,Non-HCC,True,False,skinclub_rr85756,,,,,,,FINAL_MODEL_VALIDATED
bestieku_rp20308,bestieku_rp20308,Mass Actor,LCN Non-HCC,False,76,,False,1,1.1964285714285714,0.0,4.0,,,Associated HCC Brand Context,Negative,Critical / Complaint,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,14.0,Non-HCC,True,False,bestieku_rp20308,Neutral,0.0,1.0,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
glowup_rr2143,glowup_rr2143,Mass Actor,LCN Non-HCC,False,145,,False,1,1.1964285714285714,0.0,4.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,15.0,Non-HCC,True,False,glowup_rr2143,,,,,,,FINAL_MODEL_VALIDATED
testireal_rp23966,testireal_rp23966,Mass Actor,LCN Non-HCC,False,145,,False,1,1.1964285714285714,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,15.0,Non-HCC,True,False,testireal_rp23966,Neutral,0.0,1.0,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
kulitglowing_rr63007,kulitglowing_rr63007,Mass Actor,LCN Non-HCC,False,76,,False,1,1.1964285714285714,0.0,4.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,14.0,Non-HCC,True,False,kulitglowing_rr63007,,,,,,,FINAL_MODEL_VALIDATED
skincare_cp5957,skincare_cp5957,Mass Actor,LCN Non-HCC,False,196,,False,2,1.0714285714285714,2.7739144760788188e-06,2.0,,,Associated HCC Brand Context,Negative,Insufficient Text,,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,8.0,Non-HCC,True,False,skincare_cp5957,Neutral,0.0,1.0,0.0,1.0,2.0,FINAL_MODEL_VALIDATED
kulitsehat_ct4315,kulitsehat_ct4315,Mass Actor,LCN Non-HCC,False,67,,False,2,1.0714285714285714,5.5478289521576375e-06,2.0,,,Associated HCC Brand Context,Neutral,Insufficient Text,,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,8.0,Non-HCC,True,False,kulitsehat_ct4315,Negative,0.0,0.5,0.5,1.0,2.0,FINAL_MODEL_VALIDATED
skinbestie_rp58099,skinbestie_rp58099,Mass Actor,LCN Non-HCC,False,177,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,15.0,Non-HCC,True,False,skinbestie_rp58099,Neutral,0.0,1.0,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
kulitsehat_rr32405,kulitsehat_rr32405,Mass Actor,LCN Non-HCC,False,177,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Negative,Critical / Complaint,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,15.0,Non-HCC,True,False,kulitsehat_rr32405,,,,,,,FINAL_MODEL_VALIDATED
testireal_rp95161,testireal_rp95161,Mass Actor,LCN Non-HCC,False,175,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,17.0,Non-HCC,True,False,testireal_rp95161,Neutral,0.0,0.75,0.25,1.0,4.0,FINAL_MODEL_VALIDATED
kulitsehat_rr19401,kulitsehat_rr19401,Mass Actor,LCN Non-HCC,False,175,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Mixed,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,17.0,Non-HCC,True,False,kulitsehat_rr19401,,,,,,,FINAL_MODEL_VALIDATED
beauty_rp84557,beauty_rp84557,Mass Actor,LCN Non-HCC,False,10,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Negative,Critical / Complaint,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,17.0,Non-HCC,True,False,beauty_rp84557,Neutral,0.25,0.75,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
beauty_rp61025,beauty_rp61025,Mass Actor,LCN Non-HCC,False,5,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,12.0,Non-HCC,True,False,beauty_rp61025,Neutral,0.3333333333333333,0.6666666666666666,0.0,0.75,3.0,FINAL_MODEL_VALIDATED
reviewjujur_rp74582,reviewjujur_rp74582,Mass Actor,LCN Non-HCC,False,37,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,15.0,Non-HCC,True,False,reviewjujur_rp74582,Neutral,0.0,1.0,0.0,0.75,3.0,FINAL_MODEL_VALIDATED
beautyaddict_rr63743,beautyaddict_rr63743,Mass Actor,LCN Non-HCC,False,37,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,15.0,Non-HCC,True,False,beautyaddict_rr63743,,,,,,,FINAL_MODEL_VALIDATED
skinbestie_rr89665,skinbestie_rr89665,Mass Actor,LCN Non-HCC,False,195,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Mixed,Polarized / Contested,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,14.0,Non-HCC,True,False,skinbestie_rr89665,,,,,,,FINAL_MODEL_VALIDATED
skinlover_rp17291,skinlover_rp17291,Mass Actor,LCN Non-HCC,False,195,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Mixed,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,14.0,Non-HCC,True,False,skinlover_rp17291,Neutral,0.0,0.75,0.25,1.0,4.0,FINAL_MODEL_VALIDATED
skinclub_ct6948,skinclub_ct6948,Mass Actor,LCN Non-HCC,False,201,,False,2,1.0714285714285714,2.7739144760788188e-06,2.0,,,Associated HCC Brand Context,Mixed,Insufficient Text,,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,8.0,Non-HCC,True,False,skinclub_ct6948,Neutral,0.0,1.0,0.0,1.0,2.0,FINAL_MODEL_VALIDATED
beauty_ct3636,beauty_ct3636,Mass Actor,LCN Non-HCC,False,0,,False,2,1.0714285714285714,5.5478289521576375e-06,2.0,,,Associated HCC Brand Context,Neutral,Insufficient Text,,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,8.0,Non-HCC,True,False,beauty_ct3636,Neutral,0.0,1.0,0.0,1.0,2.0,FINAL_MODEL_VALIDATED
testireal_rr47543,testireal_rr47543,Mass Actor,LCN Non-HCC,False,174,,False,1,1.0714285714285714,0.0,4.0,The Originote,The Originote,Associated HCC Brand Context,Negative,Critical / Complaint,Low,Temporal Association,Unique Temporal Association,2.0,16.0,Non-HCC,True,False,testireal_rr47543,,,,,,,FINAL_MODEL_VALIDATED
kulitcerah_rr59853,kulitcerah_rr59853,Community Actor,HCC,True,60,,False,1,1.0714285714285714,0.0,4.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,Daviena,True,False,kulitcerah_rr59853,,,,,,,FINAL_MODEL_VALIDATED
beautyvibe_rp6052,beautyvibe_rp6052,Mass Actor,LCN Non-HCC,False,59,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False,beautyvibe_rp6052,Neutral,0.0,1.0,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
skinlover_rr85873,skinlover_rr85873,Mass Actor,LCN Non-HCC,False,59,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False,skinlover_rr85873,,,,,,,FINAL_MODEL_VALIDATED
kulitsehat_rp78697,kulitsehat_rp78697,Mass Actor,LCN Non-HCC,False,174,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Temporal Association,Multiple / Ambiguous HCC,4.0,18.0,Non-HCC,True,False,kulitsehat_rp78697,Neutral,0.25,0.75,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
skinclub_rp6181,skinclub_rp6181,Mass Actor,LCN Non-HCC,False,33,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,15.0,Non-HCC,True,False,skinclub_rp6181,Neutral,0.0,1.0,0.0,0.75,3.0,FINAL_MODEL_VALIDATED
glowhunter_rr76414,glowhunter_rr76414,Mass Actor,LCN Non-HCC,False,10,,False,1,1.0714285714285714,0.0,4.0,Mixed_3plus_Brands,Mixed_3plus_Brands,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Temporal Association,Unique Temporal Association,2.0,19.0,Non-HCC,True,False,glowhunter_rr76414,,,,,,,FINAL_MODEL_VALIDATED
beautyaddict_rr3527,beautyaddict_rr3527,Mass Actor,LCN Non-HCC,False,33,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Negative,Critical / Complaint,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,15.0,Non-HCC,True,False,beautyaddict_rr3527,,,,,,,FINAL_MODEL_VALIDATED
kulitcerah_rr85406,kulitcerah_rr85406,Mass Actor,LCN Non-HCC,False,38,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,14.0,Non-HCC,True,False,kulitcerah_rr85406,,,,,,,FINAL_MODEL_VALIDATED
kulitcerah_rr68666,kulitcerah_rr68666,Mass Actor,LCN Non-HCC,False,161,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,18.0,Non-HCC,True,False,kulitcerah_rr68666,,,,,,,FINAL_MODEL_VALIDATED
bestieku_rr54849,bestieku_rr54849,Mass Actor,LCN Non-HCC,False,85,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Negative,Critical / Complaint,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,15.0,Non-HCC,True,False,bestieku_rr54849,,,,,,,FINAL_MODEL_VALIDATED
reviewjujur_rp46558,reviewjujur_rp46558,Mass Actor,LCN Non-HCC,False,85,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Negative,Critical / Complaint,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,15.0,Non-HCC,True,False,reviewjujur_rp46558,Negative,0.0,0.5,0.5,1.0,4.0,FINAL_MODEL_VALIDATED
glowingid_rp15392,glowingid_rp15392,Mass Actor,LCN Non-HCC,False,84,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Mixed,Promotional / Supportive,Low,Temporal Association,Multiple / Ambiguous HCC,4.0,16.0,Non-HCC,True,False,glowingid_rp15392,Neutral,0.25,0.75,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
bestieku_rp83038,bestieku_rp83038,Mass Actor,LCN Non-HCC,False,81,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,18.0,Non-HCC,True,False,bestieku_rp83038,Neutral,0.0,0.75,0.25,1.0,4.0,FINAL_MODEL_VALIDATED
glowup_rr67162,glowup_rr67162,Mass Actor,LCN Non-HCC,False,78,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False,glowup_rr67162,,,,,,,FINAL_MODEL_VALIDATED
bestieku_rp49090,bestieku_rp49090,Mass Actor,LCN Non-HCC,False,78,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False,bestieku_rp49090,Neutral,0.0,1.0,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
skinlover_rr9878,skinlover_rr9878,Mass Actor,LCN Non-HCC,False,143,,False,1,1.0714285714285714,0.0,4.0,The Originote,The Originote,Associated HCC Brand Context,Mixed,Polarized / Contested,Low,Temporal Association,Unique Temporal Association,2.0,16.0,Non-HCC,True,False,skinlover_rr9878,,,,,,,FINAL_MODEL_VALIDATED
glowup_rp16507,glowup_rp16507,Mass Actor,LCN Non-HCC,False,143,,False,1,1.0714285714285714,0.0,4.0,The Originote,The Originote,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Temporal Association,Unique Temporal Association,2.0,16.0,Non-HCC,True,False,glowup_rp16507,Neutral,0.25,0.5,0.25,1.0,4.0,FINAL_MODEL_VALIDATED
kulitcerah_rr62834,kulitcerah_rr62834,Mass Actor,LCN Non-HCC,False,81,,False,1,1.0714285714285714,0.0,4.0,Azarine,Azarine,Associated HCC Brand Context,Negative,Critical / Complaint,Low,Temporal Association,Unique Temporal Association,2.0,20.0,Non-HCC,True,False,kulitcerah_rr62834,,,,,,,FINAL_MODEL_VALIDATED
kulitglowing_rr87765,kulitglowing_rr87765,Mass Actor,LCN Non-HCC,False,157,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,18.0,Non-HCC,True,False,kulitglowing_rr87765,,,,,,,FINAL_MODEL_VALIDATED
kulitcerah_rp9486,kulitcerah_rp9486,Mass Actor,LCN Non-HCC,False,159,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,16.0,Non-HCC,True,False,kulitcerah_rp9486,Neutral,0.0,1.0,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
kulitcerah_rr26372,kulitcerah_rr26372,Mass Actor,LCN Non-HCC,False,159,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Mixed,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,16.0,Non-HCC,True,False,kulitcerah_rr26372,,,,,,,FINAL_MODEL_VALIDATED
kulitsehat_rr19509,kulitsehat_rr19509,Mass Actor,LCN Non-HCC,False,153,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,12.0,Non-HCC,True,False,kulitsehat_rr19509,,,,,,,FINAL_MODEL_VALIDATED
kulitcerah_rp31113,kulitcerah_rp31113,Mass Actor,LCN Non-HCC,False,153,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Mixed,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,12.0,Non-HCC,True,False,kulitcerah_rp31113,Neutral,0.25,0.75,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
cantik_cp1543,cantik_cp1543,Mass Actor,LCN Non-HCC,False,72,,False,2,1.0714285714285714,5.5478289521576375e-06,4.0,,,Associated HCC Brand Context,Negative,Critical / Complaint,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,17.0,Non-HCC,True,False,cantik_cp1543,Neutral,0.0,1.0,0.0,0.5,1.0,FINAL_MODEL_VALIDATED
bestieku_rr21066,bestieku_rr21066,Mass Actor,LCN Non-HCC,False,84,,False,1,1.0714285714285714,0.0,4.0,Mixed_3plus_Brands,Mixed_3plus_Brands,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Temporal Association,Unique Temporal Association,2.0,14.0,Non-HCC,True,False,bestieku_rr21066,,,,,,,FINAL_MODEL_VALIDATED
kulitcerah_rp66429,kulitcerah_rp66429,Mass Actor,LCN Non-HCC,False,157,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,18.0,Non-HCC,True,False,kulitcerah_rp66429,Neutral,0.0,0.75,0.25,1.0,4.0,FINAL_MODEL_VALIDATED
kulitsehat_rp24562,kulitsehat_rp24562,Mass Actor,LCN Non-HCC,False,161,,False,1,1.0714285714285714,0.0,4.0,,,Associated HCC Brand Context,Negative,Critical / Complaint,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,18.0,Non-HCC,True,False,kulitsehat_rp24562,Neutral,0.0,1.0,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
