public_actor_id,actor_type_primary,hcc_id,n_comments,n_active_weeks,dominant_weekday,dominant_weekday_share,dominant_daypart,peak_hour,weekday_concentration_score
MASS_52a2d76d065d,Mass Actor,,4,2,Selasa,0.25,Pagi,7,0.28758562578395563
MASS_52cefe766588,Mass Actor,,6,2,Rabu,0.6666666666666666,Malam,20,0.5541606949824278
MASS_538f04f15006,Mass Actor,,3,2,Kamis,0.6666666666666666,Pagi,10,0.6728964240184352
MASS_53abddd5c218,Mass Actor,,7,7,Kamis,0.5714285714285714,Siang,17,0.5088674101543174
MASS_53d131f025a0,Mass Actor,,4,4,Selasa,0.5,Malam,22,0.4656892193379668
MASS_54c539dec37e,Mass Actor,,3,1,Selasa,0.6666666666666666,Pagi,10,0.6728964240184352
MASS_55a7b6004a55,Mass Actor,,4,2,Minggu,0.75,Malam,22,0.7110169013241403
MASS_55c35baaa9aa,Mass Actor,,3,3,Senin,0.3333333333333333,Pagi,7,0.43542496594642044
MASS_55cea8660ce8,Mass Actor,,3,2,Senin,0.6666666666666666,Pagi,5,0.6728964240184352
MASS_5613bbda4d78,Mass Actor,,5,5,Senin,0.2,Malam,10,0.1729125246530837
MASS_56b7dcbe4013,Mass Actor,,4,1,Rabu,1.0,Malam,22,1.0
MASS_56ec247214c6,Mass Actor,,4,1,Selasa,1.0,Dini Hari,3,1.0
MASS_580ad797217b,Mass Actor,,7,2,Senin,0.8571428571428571,Pagi,10,0.7892419038528016
MASS_580df3a3a021,Mass Actor,,6,6,Minggu,0.3333333333333333,Sore,16,0.1979535078744057
MASS_5812c12e391a,Mass Actor,,5,1,Jumat,1.0,Pagi,8,1.0
MASS_58a590132272,Mass Actor,,4,2,Minggu,0.75,Malam,20,0.7110169013241403
MASS_58c7c203c381,Mass Actor,,3,1,Minggu,1.0,Malam,22,1.0
MASS_5907ca46ac60,Mass Actor,,4,4,Rabu,0.5,Malam,17,0.6437928128919779
MASS_594f59e41bc8,Mass Actor,,5,5,Senin,0.4,Malam,4,0.3153953994962927
MASS_59c4e4f6ec5c,Mass Actor,,3,3,Selasa,0.3333333333333333,Dini Hari,0,0.43542496594642044
MASS_59d2757d7a33,Mass Actor,,3,2,Minggu,0.6666666666666666,Dini Hari,0,0.6728964240184352
MASS_5a4454ef7dd9,Mass Actor,,5,2,Selasa,0.6,Siang,13,0.6541404199284404
MASS_5a7c345f8e17,Mass Actor,,4,2,Jumat,0.5,Sore,15,0.4656892193379668
MASS_5a8b5676ddfe,Mass Actor,,3,1,Kamis,1.0,Siang,13,1.0
MASS_5af4cb0bf686,Mass Actor,,3,1,Jumat,1.0,Sore,16,1.0
MASS_5b40511088cf,Mass Actor,,3,3,Selasa,1.0,Pagi,8,1.0
MASS_5bdce4c1e061,Mass Actor,,14,4,Jumat,0.7142857142857143,Pagi,7,0.6099836505141294
MASS_5c0e2506baeb,Mass Actor,,4,4,Rabu,0.5,Pagi,7,0.4656892193379668
MASS_5c215b7af7fd,Mass Actor,,3,1,Minggu,1.0,Siang,14,1.0
MASS_5c235b3f1349,Mass Actor,,6,1,Selasa,1.0,Siang,11,1.0
MASS_5c26282c05e3,Mass Actor,,6,6,Selasa,0.5,Pagi,8,0.3615052958651881
MASS_5c32c60ac003,Mass Actor,,3,3,Senin,0.3333333333333333,Malam,13,0.43542496594642044
MASS_5c33a04d0552,Mass Actor,,4,4,Minggu,0.5,Pagi,2,0.4656892193379668
MASS_5c446db8d051,Mass Actor,,4,4,Selasa,0.5,Pagi,5,0.4656892193379668
MASS_5c71d5397b14,Mass Actor,,3,1,Rabu,1.0,Malam,22,1.0
MASS_5c8e5d16c1c5,Mass Actor,,3,3,Sabtu,0.6666666666666666,Pagi,7,0.6728964240184352
MASS_5cf68fdc4237,Mass Actor,,3,1,Minggu,0.6666666666666666,Malam,21,0.6728964240184352
MASS_5d3396983283,Mass Actor,,5,3,Senin,0.8,Malam,21,0.7428440240259193
MASS_5d482689ec25,Mass Actor,,3,2,Minggu,0.6666666666666666,Pagi,8,0.6728964240184352
MASS_5de346e7dbf8,Mass Actor,,4,2,Selasa,1.0,Siang,11,1.0
MASS_5e4006c42005,Mass Actor,,3,1,Senin,1.0,Siang,12,1.0
MASS_5e54deab3c85,Mass Actor,,5,4,Senin,0.2,Sore,10,0.1729125246530837
MASS_5e92806d3761,Mass Actor,,3,1,Kamis,1.0,Pagi,10,1.0
MASS_5e9cf1964e56,Mass Actor,,8,2,Rabu,0.875,Sore,15,0.8063784386759335
MASS_5ea06ab29b6f,Mass Actor,,9,4,Kamis,0.3333333333333333,Malam,22,0.32639044061923206
MASS_5eb503808f1d,Mass Actor,,3,3,Selasa,0.3333333333333333,Sore,8,0.43542496594642044
MASS_5eb61e13e79b,Mass Actor,,3,2,Jumat,0.6666666666666666,Siang,12,0.6728964240184352
MASS_5ec186bf61ab,Mass Actor,,3,1,Selasa,1.0,Siang,13,1.0
MASS_5f1704013ddc,Mass Actor,,4,1,Sabtu,1.0,Malam,23,1.0
MASS_5f25c14d4676,Mass Actor,,4,4,Jumat,0.5,Malam,18,0.4656892193379668
MASS_5f451aaf7310,Mass Actor,,3,3,Senin,0.3333333333333333,Pagi,8,0.43542496594642044
MASS_5f49e46e9fc0,Mass Actor,,10,2,Senin,0.5,Pagi,8,0.30149051264012416
MASS_5f540f907c0b,Mass Actor,,7,7,Sabtu,0.2857142857142857,Pagi,9,0.10177348203086356
MASS_5fa720dca461,Mass Actor,,5,5,Rabu,0.6,Pagi,8,0.5116575450852315
MASS_5faed3bdf68d,Mass Actor,,5,5,Rabu,0.4,Pagi,9,0.45787827433950157
MASS_5fc373544aca,Mass Actor,,4,4,Senin,0.5,Malam,2,0.4656892193379668
MASS_60014dcfd356,Mass Actor,,4,1,Kamis,1.0,Malam,22,1.0
MASS_60075f64945a,Mass Actor,,4,1,Senin,1.0,Siang,14,1.0
MASS_603d0cf03ee2,Mass Actor,,4,1,Rabu,1.0,Malam,22,1.0
MASS_605ae5f6863d,Mass Actor,,3,1,Minggu,1.0,Pagi,9,1.0
MASS_606cd67ac3db,Mass Actor,,3,1,Selasa,1.0,Siang,11,1.0
MASS_60786fae6e16,Mass Actor,,3,1,Jumat,1.0,Pagi,9,1.0
MASS_60a1c37d92d1,Mass Actor,,10,1,Minggu,1.0,Sore,17,1.0
MASS_614a44e117c0,Mass Actor,,3,1,Jumat,1.0,Siang,12,1.0
MASS_61cc34330f5f,Mass Actor,,3,1,Jumat,1.0,Siang,12,1.0
MASS_6217c2f08d9e,Mass Actor,,3,2,Kamis,0.6666666666666666,Siang,13,0.6728964240184352
MASS_621f169ab47b,Mass Actor,,3,1,Selasa,1.0,Pagi,6,1.0
MASS_622d50693d4e,Mass Actor,,5,4,Senin,0.2,Malam,1,0.1729125246530837
MASS_629aad4047a3,Mass Actor,,3,1,Senin,0.6666666666666666,Malam,20,0.6728964240184352
MASS_62a31de11b6e,Mass Actor,,3,1,Jumat,0.6666666666666666,Pagi,10,0.6728964240184352
MASS_62cd97cc2a14,Mass Actor,,6,1,Rabu,0.5,Pagi,8,0.48024102490119536
MASS_62f592500cac,Mass Actor,,6,1,Rabu,0.8333333333333334,Malam,18,0.768457341627495
MASS_631bf7a13fd0,Mass Actor,,4,1,Selasa,0.75,Siang,12,0.7110169013241403
MASS_633deafa4c6e,Mass Actor,,3,1,Rabu,0.6666666666666666,Malam,18,0.6728964240184352
MASS_635332245525,Mass Actor,,3,2,Senin,0.6666666666666666,Siang,12,0.6728964240184352
MASS_639a02a7f7fb,Mass Actor,,12,2,Selasa,0.4166666666666667,Siang,14,0.3644696957149429
MASS_63b301338f6f,Mass Actor,,5,5,Jumat,0.4,Siang,8,0.3153953994962927
MASS_63d52ab213d4,Mass Actor,,4,4,Kamis,0.75,Dini Hari,3,0.7110169013241403
MASS_63e4b167dba3,Mass Actor,,3,2,Selasa,0.6666666666666666,Sore,15,0.6728964240184352
MASS_646c67daf64e,Mass Actor,,3,2,Selasa,0.6666666666666666,Malam,5,0.6728964240184352
MASS_64992cfd258b,Mass Actor,,7,7,Kamis,0.5714285714285714,Siang,3,0.5088674101543174
MASS_64fa4b00b905,Mass Actor,,3,2,Rabu,1.0,Sore,15,1.0
MASS_6571e801d9ce,Mass Actor,,4,1,Rabu,1.0,Siang,12,1.0
MASS_65d835057a9b,Mass Actor,,4,4,Rabu,0.5,Dini Hari,0,0.6437928128919779
MASS_672fc2c310d9,Mass Actor,,3,1,Kamis,1.0,Siang,13,1.0
MASS_676721f87d89,Mass Actor,,5,2,Sabtu,0.4,Malam,23,0.45787827433950157
MASS_684ecd303337,Mass Actor,,3,1,Jumat,1.0,Sore,17,1.0
MASS_68688b72ecf1,Mass Actor,,3,1,Selasa,1.0,Pagi,7,1.0
MASS_688755dda2a4,Mass Actor,,16,4,Kamis,0.4375,Pagi,5,0.23530074351042518
MASS_68e6f26f43dc,Mass Actor,,4,4,Senin,0.5,Malam,3,0.6437928128919779
MASS_68e87c1f33ed,Mass Actor,,3,2,Rabu,0.6666666666666666,Malam,23,0.6728964240184352
MASS_69222a97816f,Mass Actor,,6,2,Selasa,0.5,Malam,18,0.6437928128919779
MASS_692ab919a607,Mass Actor,,3,1,Senin,1.0,Malam,22,1.0
MASS_6939ef37d516,Mass Actor,,5,5,Senin,0.2,Pagi,8,0.1729125246530837
MASS_69611f421955,Mass Actor,,10,5,Jumat,0.6,Pagi,6,0.3691746702420228
MASS_69e31246694d,Mass Actor,,8,7,Selasa,0.375,Pagi,5,0.3548097142161183
MASS_6a1b5328fea6,Mass Actor,,7,7,Jumat,0.42857142857142855,Pagi,8,0.343734210910969
MASS_6a1f0c7a0ca9,Mass Actor,,3,3,Selasa,0.3333333333333333,Dini Hari,0,0.43542496594642044
MASS_6a31a3103357,Mass Actor,,4,2,Rabu,0.5,Pagi,7,0.4656892193379668
MASS_6a4f7087b633,Mass Actor,,4,4,Kamis,0.5,Dini Hari,0,0.4656892193379668
MASS_6a6fd92782a7,Mass Actor,,4,4,Selasa,0.5,Pagi,6,0.6437928128919779
MASS_6a7e3e0ce328,Mass Actor,,5,2,Kamis,0.4,Malam,21,0.45787827433950157
MASS_6b058952c20a,Mass Actor,,4,1,Kamis,0.75,Malam,12,0.7110169013241403
MASS_6b1b526a4816,Mass Actor,,3,1,Selasa,1.0,Siang,12,1.0
MASS_6b3c3f79ce1a,Mass Actor,,4,4,Sabtu,0.5,Dini Hari,4,0.4656892193379668
MASS_6b7f1a1b7c7b,Mass Actor,,5,5,Selasa,0.4,Sore,0,0.3153953994962927
MASS_6be2acb77c46,Mass Actor,,6,6,Rabu,0.3333333333333333,Malam,18,0.31668923691041295
MASS_6c6fb81eaf14,Mass Actor,,4,4,Senin,0.25,Siang,8,0.28758562578395563
MASS_6c7f539281c5,Mass Actor,,5,2,Kamis,0.6,Malam,15,0.6541404199284404
MASS_6d39195a999b,Mass Actor,,3,2,Rabu,0.3333333333333333,Pagi,9,0.43542496594642044
MASS_6d5ee4dfaf98,Mass Actor,,3,1,Rabu,1.0,Siang,13,1.0
MASS_6d66b8e3ba06,Mass Actor,,3,1,Selasa,0.6666666666666666,Pagi,9,0.6728964240184352
MASS_6e499450d008,Mass Actor,,4,3,Kamis,0.5,Siang,12,0.4656892193379668
MASS_6e5110632397,Mass Actor,,4,1,Jumat,1.0,Malam,18,1.0
MASS_6e856ea13833,Mass Actor,,6,5,Senin,0.3333333333333333,Siang,14,0.31668923691041306
MASS_6ede3d9fb170,Mass Actor,,7,7,Senin,0.2857142857142857,Pagi,5,0.203546964061727
MASS_6f26e697adea,Mass Actor,,6,5,Senin,0.3333333333333333,Sore,17,0.31668923691041295
MASS_6fa218b6093f,Mass Actor,,3,3,Selasa,0.6666666666666666,Malam,9,0.6728964240184352
MASS_703c10f7a715,Mass Actor,,3,3,Senin,0.3333333333333333,Pagi,6,0.43542496594642044
MASS_70b6a0c5ab68,Mass Actor,,3,2,Selasa,0.3333333333333333,Siang,13,0.43542496594642044
MASS_712ed5a1dcb3,Mass Actor,,4,4,Kamis,0.5,Pagi,10,0.4656892193379668
MASS_717db77bfd18,Mass Actor,,8,8,Selasa,0.25,Pagi,23,0.19853382900695005
MASS_71ed48fa5fa5,Mass Actor,,3,1,Jumat,1.0,Pagi,7,1.0
MASS_7225ac52c0f5,Mass Actor,,5,2,Kamis,0.8,Sore,17,0.7428440240259193
MASS_72acf965fcde,Mass Actor,,5,5,Kamis,0.4,Siang,13,0.3153953994962927
MASS_72b2e32a9d24,Mass Actor,,3,2,Minggu,0.6666666666666666,Siang,13,0.6728964240184352
MASS_72bce28b9772,Mass Actor,,5,5,Rabu,0.2,Malam,23,0.1729125246530837
MASS_72cee68fd0e4,Mass Actor,,3,2,Sabtu,0.6666666666666666,Sore,17,0.6728964240184352
MASS_72fb4d3eed9f,Mass Actor,,4,3,Jumat,0.75,Pagi,10,0.7110169013241403
MASS_73209e66726d,Mass Actor,,8,2,Rabu,0.75,Malam,21,0.7110169013241403
MASS_73682396e918,Mass Actor,,4,4,Senin,0.5,Sore,7,0.6437928128919779
MASS_738d1a845043,Mass Actor,,4,1,Selasa,1.0,Sore,17,1.0
MASS_73a183f03a69,Mass Actor,,3,2,Minggu,0.6666666666666666,Malam,19,0.6728964240184352
MASS_73b6a4d5dc6b,Mass Actor,,3,1,Senin,1.0,Malam,22,1.0
MASS_7427762b5036,Mass Actor,,8,8,Rabu,0.375,Pagi,6,0.32119767000003685
MASS_743c6ed63f9a,Mass Actor,,3,3,Kamis,0.6666666666666666,Dini Hari,2,0.6728964240184352
MASS_74723d4cd4c5,Mass Actor,,3,2,Minggu,0.6666666666666666,Malam,23,0.6728964240184352
MASS_74b69c006f88,Mass Actor,,3,1,Kamis,1.0,Pagi,9,1.0
MASS_74cc4e2938a8,Mass Actor,,5,1,Sabtu,1.0,Pagi,8,1.0
MASS_74efc63ca57b,Mass Actor,,5,5,Sabtu,0.4,Pagi,10,0.3153953994962927
MASS_750a793252ed,Mass Actor,,3,3,Rabu,0.6666666666666666,Malam,18,0.6728964240184352
MASS_752f7abb78e9,Mass Actor,,3,1,Selasa,1.0,Sore,17,1.0
MASS_75406215a586,Mass Actor,,3,1,Selasa,1.0,Malam,22,1.0
MASS_7571192c093f,Mass Actor,,4,1,Kamis,1.0,Pagi,9,1.0
MASS_757da23e3a73,Mass Actor,,10,4,Jumat,0.7,Sore,17,0.5879467749666661
MASS_75d1b761cdb4,Mass Actor,,3,1,Kamis,1.0,Siang,11,1.0
MASS_76009713e725,Mass Actor,,6,5,Selasa,0.3333333333333333,Siang,21,0.31668923691041295
MASS_764aedc17004,Mass Actor,,3,2,Jumat,0.3333333333333333,Malam,17,0.43542496594642044
MASS_767f2d9887b9,Mass Actor,,3,1,Senin,1.0,Siang,14,1.0
MASS_76cd73513dbc,Mass Actor,,5,5,Selasa,0.4,Siang,21,0.3153953994962927
MASS_76d8d0c54afd,Mass Actor,,3,3,Selasa,0.3333333333333333,Sore,10,0.43542496594642044
MASS_77195e9ee19c,Mass Actor,,5,4,Sabtu,0.4,Pagi,10,0.3153953994962927
MASS_77279417d052,Mass Actor,,3,1,Minggu,1.0,Malam,19,1.0
MASS_775c7952fb9c,Mass Actor,,3,3,Kamis,0.3333333333333333,Sore,15,0.43542496594642044
MASS_778d654bf480,Mass Actor,,4,1,Minggu,1.0,Siang,11,1.0
MASS_77d0bdc7dddf,Mass Actor,,5,1,Selasa,0.8,Siang,12,0.7428440240259193
MASS_782f8df05d4b,Mass Actor,,4,4,Senin,0.5,Siang,12,0.4656892193379668
MASS_787d6fea8502,Mass Actor,,6,6,Selasa,0.3333333333333333,Malam,0,0.1979535078744057
MASS_78b5424e00a1,Mass Actor,,3,2,Rabu,0.6666666666666666,Dini Hari,3,0.6728964240184352
MASS_78b80148bd71,Mass Actor,,4,4,Sabtu,0.5,Malam,1,0.4656892193379668
MASS_78ef561637ef,Mass Actor,,3,1,Minggu,1.0,Malam,19,1.0
MASS_78f5e50278c6,Mass Actor,,3,3,Senin,0.3333333333333333,Pagi,7,0.43542496594642044
MASS_795cf1468842,Mass Actor,,3,1,Senin,0.3333333333333333,Pagi,8,0.43542496594642044
MASS_79a696e0d98d,Mass Actor,,8,2,Jumat,0.5,Siang,12,0.4656892193379668
MASS_7a7636568ef5,Mass Actor,,4,4,Sabtu,0.5,Siang,11,0.4656892193379668
MASS_7a92e4d5c29c,Mass Actor,,3,1,Senin,0.3333333333333333,Pagi,9,0.43542496594642044
MASS_7ab59f34c914,Mass Actor,,3,3,Senin,0.6666666666666666,Malam,0,0.6728964240184352
MASS_7ac980952220,Mass Actor,,3,2,Sabtu,0.6666666666666666,Sore,16,0.6728964240184352
MASS_7b303a4f766d,Mass Actor,,3,1,Selasa,1.0,Malam,18,1.0
MASS_7b9fa8c9a57d,Mass Actor,,3,1,Selasa,1.0,Pagi,10,1.0
MASS_7bbf7dde242f,Mass Actor,,3,2,Senin,0.3333333333333333,Malam,18,0.43542496594642044
MASS_7befa2ea237f,Mass Actor,,4,1,Senin,1.0,Dini Hari,1,1.0
MASS_7bf76c613063,Mass Actor,,7,3,Rabu,0.7142857142857143,Malam,19,0.5907767681049401
MASS_7c3e042765d6,Mass Actor,,4,4,Sabtu,0.5,Pagi,8,0.4656892193379668
MASS_7c88276f7e19,Mass Actor,,5,1,Sabtu,0.6,Malam,20,0.6541404199284404
MASS_7d2b44ebf709,Mass Actor,,5,5,Selasa,0.6,Dini Hari,0,0.5116575450852315
MASS_7d7475f0911a,Mass Actor,,3,2,Senin,0.6666666666666666,Pagi,7,0.6728964240184352
MASS_7d8dc3a95c93,Mass Actor,,3,1,Minggu,0.6666666666666666,Pagi,8,0.6728964240184352
MASS_7e7d03428aeb,Mass Actor,,5,1,Kamis,1.0,Malam,22,1.0
MASS_7e7d0a6ca362,Mass Actor,,4,4,Minggu,0.5,Malam,3,0.4656892193379668
MASS_7ea8e22d53ca,Mass Actor,,7,1,Rabu,0.5714285714285714,Dini Hari,3,0.4070939281234539
MASS_7f516fb7bd3e,Mass Actor,,4,1,Jumat,1.0,Pagi,8,1.0
MASS_7f8a733d4bee,Mass Actor,,5,1,Selasa,0.4,Pagi,7,0.45787827433950157
MASS_7f9d2736ded2,Mass Actor,,3,1,Kamis,1.0,Pagi,5,1.0
MASS_7fa6aca448d3,Mass Actor,,8,8,Minggu,0.5,Malam,19,0.499301263554048
MASS_7ff44fc79961,Mass Actor,,9,4,Selasa,0.4444444444444444,Sore,16,0.5041071534182135
MASS_8018a18c2c4f,Mass Actor,,3,1,Rabu,1.0,Dini Hari,4,1.0
MASS_8032bf4f36b1,Mass Actor,,5,1,Jumat,1.0,Pagi,7,1.0
MASS_80436d8499b7,Mass Actor,,23,8,Jumat,0.21739130434782608,Malam,10,0.10068903399251661
MASS_80cab273f4f0,Mass Actor,,3,1,Jumat,1.0,Siang,13,1.0
MASS_80ef46cd7638,Mass Actor,,4,2,Selasa,1.0,Siang,13,1.0
MASS_8143d185870c,Mass Actor,,3,1,Sabtu,1.0,Siang,11,1.0
MASS_81961102147a,Mass Actor,,3,2,Jumat,0.6666666666666666,Pagi,8,0.6728964240184352
MASS_81afee6c91dd,Mass Actor,,3,3,Senin,0.3333333333333333,Siang,11,0.43542496594642044
MASS_81f1130e2ed2,Mass Actor,,3,3,Senin,0.3333333333333333,Pagi,10,0.43542496594642044
MASS_8258248ba33e,Mass Actor,,3,3,Selasa,0.3333333333333333,Pagi,9,0.43542496594642044
MASS_8290d05fde58,Mass Actor,,3,1,Kamis,1.0,Pagi,9,1.0
MASS_82b4507ae958,Mass Actor,,5,5,Selasa,0.4,Siang,11,0.3153953994962927
MASS_82f61dae4811,Mass Actor,,5,5,Senin,0.4,Siang,0,0.3153953994962927
MASS_8313bb077f41,Mass Actor,,3,3,Kamis,0.3333333333333333,Malam,11,0.43542496594642044
MASS_83691453a349,Mass Actor,,4,4,Selasa,0.25,Pagi,6,0.28758562578395563
MASS_83a9808d1ef4,Mass Actor,,3,1,Kamis,0.6666666666666666,Malam,23,0.6728964240184352
MASS_83ed5d4f1bda,Mass Actor,,3,3,Kamis,0.3333333333333333,Malam,23,0.43542496594642044
MASS_842254b9fdd5,Mass Actor,,3,3,Selasa,0.3333333333333333,Siang,11,0.43542496594642044
MASS_84442eea46bb,Mass Actor,,3,1,Kamis,0.6666666666666666,Malam,14,0.6728964240184352
MASS_84529d638c9f,Mass Actor,,3,1,Senin,1.0,Malam,19,1.0
MASS_8477d90e3918,Mass Actor,,3,1,Kamis,1.0,Siang,13,1.0
MASS_84cac12de289,Mass Actor,,6,6,Senin,0.3333333333333333,Malam,7,0.31668923691041306
MASS_8537d403142a,Mass Actor,,5,5,Senin,0.2,Malam,19,0.1729125246530837
MASS_8562beccb093,Mass Actor,,7,7,Jumat,0.2857142857142857,Pagi,10,0.10177348203086356
MASS_864e8abfe0d4,Mass Actor,,3,2,Selasa,0.6666666666666666,Malam,20,0.6728964240184352
MASS_86fc15ffa353,Mass Actor,,4,2,Senin,0.5,Siang,12,0.6437928128919779
MASS_8706fc8e3d56,Mass Actor,,3,2,Rabu,0.3333333333333333,Siang,13,0.43542496594642044
MASS_87096c7d8397,Mass Actor,,3,3,Senin,0.3333333333333333,Sore,16,0.43542496594642044
MASS_875800774703,Mass Actor,,3,2,Minggu,0.6666666666666666,Siang,14,0.6728964240184352
MASS_8782fb2345d0,Mass Actor,,3,3,Selasa,0.6666666666666666,Dini Hari,0,0.6728964240184352
MASS_878ad1af69d8,Mass Actor,,3,3,Kamis,0.3333333333333333,Pagi,8,0.43542496594642044
MASS_88b1a69e1914,Mass Actor,,4,4,Kamis,0.75,Pagi,2,0.7110169013241403
MASS_88bf8feae4eb,Mass Actor,,3,3,Senin,0.3333333333333333,Malam,19,0.43542496594642044
MASS_88f0244da963,Mass Actor,,3,2,Sabtu,0.6666666666666666,Pagi,10,0.6728964240184352
MASS_894f554ca2d5,Mass Actor,,3,3,Rabu,0.3333333333333333,Dini Hari,1,0.43542496594642044
MASS_89ca74cea788,Mass Actor,,4,4,Minggu,0.5,Malam,8,0.4656892193379668
MASS_89d3eeceb4a6,Mass Actor,,7,7,Jumat,0.2857142857142857,Malam,21,0.203546964061727
MASS_8a3b616aff22,Mass Actor,,3,1,Selasa,1.0,Malam,20,1.0
MASS_8a4b1ebf9b5d,Mass Actor,,5,5,Senin,0.2,Siang,13,0.1729125246530837
MASS_8a76bbcf4901,Mass Actor,,3,2,Senin,1.0,Sore,16,1.0
MASS_8a8310172ee6,Mass Actor,,3,3,Senin,0.6666666666666666,Siang,11,0.6728964240184352
MASS_8ac799a6dd6f,Mass Actor,,5,5,Jumat,0.4,Pagi,9,0.3153953994962927
MASS_8b1a476d0076,Mass Actor,,4,1,Rabu,0.5,Siang,0,0.6437928128919779
MASS_8b20eb85693d,Mass Actor,,3,3,Senin,0.6666666666666666,Siang,11,0.6728964240184352
MASS_8b6d03f3e506,Mass Actor,,3,2,Jumat,0.3333333333333333,Malam,11,0.43542496594642044
MASS_8b99084cc9cc,Mass Actor,,3,1,Selasa,1.0,Sore,15,1.0
MASS_8ba4234e1f63,Mass Actor,,5,5,Rabu,0.4,Pagi,7,0.45787827433950157
MASS_8c428e0e6c45,Mass Actor,,4,4,Rabu,0.25,Pagi,0,0.28758562578395563
MASS_8c83e72e5e98,Mass Actor,,3,1,Kamis,1.0,Siang,11,1.0
MASS_8c8ebf3ca93d,Mass Actor,,8,8,Selasa,0.375,Pagi,10,0.23214587322303137
MASS_8d2bc318442a,Mass Actor,,3,1,Kamis,1.0,Pagi,9,1.0
MASS_8d59cd319f10,Mass Actor,,5,1,Rabu,0.6,Siang,14,0.5116575450852315
MASS_8d9255a4b5c7,Mass Actor,,4,1,Kamis,1.0,Pagi,9,1.0
MASS_8d97138fd764,Mass Actor,,4,3,Selasa,0.75,Pagi,5,0.7110169013241403
MASS_8dcd8636cc85,Mass Actor,,3,3,Selasa,0.3333333333333333,Siang,12,0.43542496594642044
MASS_8e18f859dc27,Mass Actor,,3,1,Rabu,1.0,Siang,11,1.0
MASS_8e397b94b834,Mass Actor,,5,1,Kamis,1.0,Pagi,10,1.0
MASS_8e7f72e473cd,Mass Actor,,3,3,Selasa,0.3333333333333333,Pagi,9,0.43542496594642044
MASS_8e89abd628e4,Mass Actor,,3,1,Kamis,1.0,Pagi,7,1.0
MASS_8f17aa093698,Mass Actor,,4,3,Jumat,0.5,Siang,12,0.4656892193379668
MASS_8f596c5ca7b8,Mass Actor,,3,2,Senin,0.3333333333333333,Dini Hari,2,0.43542496594642044
MASS_8f610ef27f4e,Mass Actor,,4,4,Minggu,0.75,Pagi,8,0.7110169013241403
MASS_8fa5ccbc7b12,Mass Actor,,7,4,Rabu,0.42857142857142855,Malam,9,0.44550769294183246
MASS_90af36053554,Mass Actor,,7,4,Senin,0.42857142857142855,Pagi,4,0.4839214577602111
MASS_910ebe08018f,Mass Actor,,3,1,Selasa,1.0,Malam,18,1.0
MASS_911beda2d91d,Mass Actor,,3,3,Selasa,0.3333333333333333,Sore,7,0.43542496594642044
MASS_9133d74628c3,Mass Actor,,5,5,Jumat,0.4,Siang,0,0.3153953994962927
MASS_914793ab21c9,Mass Actor,,8,8,Selasa,0.25,Malam,6,0.10948203222994457
MASS_91d4a2deb573,Mass Actor,,5,3,Jumat,0.4,Siang,11,0.45787827433950157
MASS_927a187b612b,Mass Actor,,4,1,Rabu,0.75,Malam,9,0.7110169013241403
MASS_928a6430d057,Mass Actor,,5,5,Kamis,0.4,Malam,22,0.3153953994962927
MASS_92b62d733e79,Mass Actor,,4,1,Senin,1.0,Pagi,8,1.0
MASS_92dd4e57c1ae,Mass Actor,,5,5,Jumat,0.8,Pagi,21,0.7428440240259193
MASS_9328bac4b625,Mass Actor,,4,4,Senin,0.25,Malam,8,0.28758562578395563
MASS_93eb3757b36f,Mass Actor,,3,3,Kamis,0.3333333333333333,Sore,11,0.43542496594642044
MASS_9433bc4d9bfd,Mass Actor,,4,1,Jumat,1.0,Pagi,10,1.0
MASS_9434eecea3a4,Mass Actor,,4,2,Sabtu,0.75,Pagi,6,0.7110169013241403
MASS_9446ed6b2618,Mass Actor,,3,3,Rabu,0.3333333333333333,Pagi,8,0.43542496594642044
MASS_944bb5dbf40e,Mass Actor,,3,3,Minggu,0.6666666666666666,Pagi,8,0.6728964240184352
MASS_94a9f5809c0d,Mass Actor,,3,2,Minggu,1.0,Malam,22,1.0
MASS_94aae67ed22b,Mass Actor,,3,3,Jumat,0.6666666666666666,Siang,8,0.6728964240184352
MASS_956a2f0e4ca0,Mass Actor,,3,2,Kamis,0.3333333333333333,Siang,13,0.43542496594642044
MASS_9587aa1de189,Mass Actor,,3,3,Kamis,0.3333333333333333,Malam,11,0.43542496594642044
MASS_9638a806093e,Mass Actor,,4,2,Rabu,0.75,Pagi,10,0.7110169013241403
MASS_9648795dfda3,Mass Actor,,4,4,Senin,0.5,Malam,13,0.6437928128919779
MASS_9666af0163eb,Mass Actor,,3,3,Kamis,0.3333333333333333,Sore,16,0.43542496594642044
MASS_96c69671e4cd,Mass Actor,,3,1,Rabu,0.6666666666666666,Malam,19,0.6728964240184352
MASS_96c847771f91,Mass Actor,,3,1,Jumat,1.0,Malam,18,1.0
MASS_96cfd9f15350,Mass Actor,,3,2,Sabtu,0.6666666666666666,Siang,12,0.6728964240184352
MASS_96ee5666b21e,Mass Actor,,5,5,Selasa,0.4,Pagi,9,0.3153953994962927
MASS_9725b3744d39,Mass Actor,,4,1,Sabtu,1.0,Malam,23,1.0
MASS_977b1ac878b4,Mass Actor,,3,3,Selasa,0.3333333333333333,Malam,15,0.43542496594642044
MASS_97be86c4cfa4,Mass Actor,,3,1,Kamis,1.0,Pagi,5,1.0
