sample_set,comment_id,comment_text_original,video_id,product_category,is_hcc,hcc_id,brand_label_auto,sampling_stratum,sample_probability,sample_weight,heuristic_label_pass1,heuristic_reason_pass1,heuristic_label_pass2,heuristic_reason_pass2,heuristic_reference_label,heuristic_reference_reason,ambiguity_flags,manual_label
development,7385019751414563589,wajah berminyak ga pake moist boleh ngga ka pake retinol aja?,7376604456818920709,daviena_retinol,True,60,Daviena,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,
development,3049104154677394011,"akhirnya nemu daviena retinol yang cocok, gak bikin breakout sama sekali",7376604456818920709,daviena_retinol,True,168,Daviena,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,code_mixing;mixed_sentiment;slang,
development,7675484616786519570,"akhirnya nemu daviena retinol yang cocok, gak bikin breakout sama sekali",7376604456818920709,daviena_retinol,True,168,Daviena,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,code_mixing;mixed_sentiment;slang,
development,2870296268944714082,packaging daviena retinol lucu tapi yang penting isinya juga bagus kok,7376604456818920709,daviena_retinol,True,168,Daviena,human_validated|development,1.0,1.0,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Pass 1 dan pass 2 konsisten.,mixed_or_low_margin;mixed_sentiment;potential_sarcasm;slang,
development,7385185627312390918,"aku juga ada ges , ada 2, 1 msih segel 1 kepake 3x. night cream gold jg ada. ori smua ada bukti CO. drpd ga kepake ada yg mau ganti murah"" aj? gratong co oyen",7378347819268082950,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,question;slang,
development,7385511702635201286,ORI ga?,7378347819268082950,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif sedikit lebih kuat, tetapi margin rendah.",Positive,Pass 1 dan pass 2 konsisten.,low_margin;question;slang;very_short,
development,7378522242004763398,gaes aku GK pake jeda dlu loh pas gnti daviena .. bikin purging dn breakout gk yaa😳,7378347819268082950,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,Pass 1 dan pass 2 konsisten.,code_mixing;slang,
development,7378509528494883590,boleh ga sih kulit lagi jerawat pake retinol nya ??,7378347819268082950,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,
development,7408709581616939782,aku jg gak purging kak. mmg pake mousturizer dlu . aku sih pake mousturizer dari daviena jg yg glow duo,7378347819268082950,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,code_mixing;low_margin;slang,
development,7411504802301182725,kalo misal cuma pake retinol daviena doang ga pake paketannya bisa glowing kah?,7378347819268082950,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif sedikit lebih kuat, tetapi margin rendah.",Positive,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,
development,7405783183332508421,buat umur 17thn aman ga sih?,7378347819268082950,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif sedikit lebih kuat, tetapi margin rendah.",Positive,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,
development,7409156165194056454,baru coba semoga cocok yaww 😭,7378347819268082950,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,low_margin;mixed_sentiment;slang,
development,5823062342045730092,"kulit aku kombinasi tapi daviena retinol tetep nyaman, gak lengket",7378347819268082950,daviena_retinol,True,181,Daviena,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,mixed_sentiment;slang,
development,7430611441139801988,"cocok² club buat daviena retinol, alhamdulillah gak iritasi di aku",7378347819268082950,daviena_retinol,True,181,Daviena,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,mixed_sentiment;slang,
development,7381871600696279813,kalau lg jerawatan bole gasih pakai retinol?,7378347819268082950,daviena_retinol,True,52,Daviena,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,
development,7384704331185275653,"@Adeliaww_:ada yang mau ga sii cusionn daiviena yang shade naturall sama facemistnyaa,samakuu ga cocok huhuhu:((",7378347819268082950,daviena_retinol,True,16,Daviena,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,Pass 1 dan pass 2 konsisten.,mixed_sentiment;slang,
development,7380750258316411653,"Ada yang mau gaa beli retinol daviena 2 pcs, 1 pcs 150k. Masihh baru dan mash segel. Aku jual krn ga cocok d aku😭",7378347819268082950,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,Pass 1 dan pass 2 konsisten.,mixed_sentiment;question;slang,
development,1951193967005749924,"cocok² club buat daviena retinol, alhamdulillah gak iritasi di aku",7289028668863663365,daviena_retinol,True,181,Daviena,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,mixed_sentiment;slang,
development,7289440939101487878,"mau coba tapi takut, soalnya pake yg paket acne daviena makin banyak jerawat ku😭😭 bagus buat #retinolskincare #skincaretips wajib dicoba",7289028668863663365,daviena_retinol,True,49,Mixed_3plus_Brands,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,Pass 1 dan pass 2 konsisten.,mixed_sentiment;slang,
development,5639946690274815388,"cocok² club buat daviena retinol, alhamdulillah gak iritasi di aku",7319688011891936517,daviena_retinol,True,168,Daviena,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,mixed_sentiment;slang,
development,7293134046904615685,kulit bruntusan bisa ngga ka?,7291631421565832453,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,
development,7294785610052748037,bisa untuk jerawat sama Brutusan ngak kk,7291631421565832453,daviena_retinol,True,103,Daviena,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,low_margin;slang,
development,6482284230013477621,"cocok² club buat daviena retinol, alhamdulillah gak iritasi di aku",7291631421565832453,daviena_retinol,True,168,Daviena,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,mixed_sentiment;slang,
development,3810028246604770609,"akhirnya nemu daviena retinol yang cocok, gak bikin breakout sama sekali",7291631421565832453,daviena_retinol,True,168,Daviena,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,code_mixing;mixed_sentiment;slang,
development,7323855213848658693,"Cocok untuk kulit kusam,kering,beruntusan gak?? Tolong di jwb yah",7291631421565832453,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,low_margin;mixed_sentiment;question;slang,
development,6264831292812822701,"baru coba daviena retinol kemaren, semoga cocok di kulitku yang sensitif",7284446766534102277,daviena_retinol,True,42,Daviena,human_validated|development,1.0,1.0,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Pass 1 dan pass 2 konsisten.,mixed_or_low_margin;mixed_sentiment;slang,
development,7287603631888171781,Buat jerawat belum bisa ya ka?,7284446766534102277,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,
development,7287440185271632646,pengen nyoBa tapi takut ga cocok🥺,7284446766534102277,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,Pass 1 dan pass 2 konsisten.,mixed_sentiment;slang,
development,7382654512458777350,"ada yang mau gantiin retinol ku ga? baru dipakai beberapa kali, ngrasaa ga cocok aja",7284446766534102277,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,Pass 1 dan pass 2 konsisten.,mixed_sentiment;question;slang,
development,7489496515816358657,"Aku pakai ini tahun lalu blum habis 1 pot udah muluss tauu😭, bersih, kulit sehat, kenyal, gw bukan buzzer, ini riview jujur gw, kaget pas tau overclaim, tapi kok bisa muka ku mulus wee😭😭 sengaruh ituu😢",7389110955214490886,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,Pass 1 dan pass 2 konsisten.,code_mixing;potential_sarcasm;slang,
development,7417439479576855302,actosome retinol 1% cuman 0.03% retinol pure....dosting?pliiss gw juga apotekerrr😭😭😭,7389110955214490886,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,Pass 1 dan pass 2 konsisten.,question;slang,
development,7422837050564592390,"Jarang ada yg ga cocok,, itu isinya apa ya klo hampir smuanya cocok",7389110955214490886,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,Pass 1 dan pass 2 konsisten.,mixed_sentiment;slang,
development,7413639970093826821,bismillah bisa beli skincare Devina.. . pengen kayak onernya glowing. karna sudah pakai skincare yang lain.. malah jadi kusem 😭😭 . mau di sholawatin. dulu skincare Devina... 🥰😘.. bismillah...,7389110955214490886,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif sedikit lebih kuat, tetapi margin rendah.",Positive,Pass 1 dan pass 2 konsisten.,code_mixing;low_margin;question;slang,
development,7402155614460314374,baru mau nyoba retinol nya semoga cocok🥰,7389110955214490886,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif sedikit lebih kuat, tetapi margin rendah.",Positive,Pass 1 dan pass 2 konsisten.,low_margin;mixed_sentiment;slang,
development,7422901539373581061,😂😂😂😂😂,7389110955214490886,daviena_retinol,True,52,Daviena,human_validated|development,1.0,1.0,Uncertain,Emoji/simbol tanpa valensi yang cukup jelas.,Uncertain,Emoji/simbol tanpa valensi yang cukup jelas.,Uncertain,Pass 1 dan pass 2 konsisten.,emoji_only,
development,7425032039500497669,ttp klinik ladiva dgn resep cream nya by dr Pamudji..yg jelas2 dokter spesialis kulit d bidangnya ..sama2 org Palembang tp ga tertarik utk membeli skincare by daviena..maaf❤️,7389110955214490886,daviena_retinol,True,52,Daviena,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,question;slang,
development,7420444077306430226,"dah pakai ngga ada hasil kak,dah ganti ke skincare neuvora,alhamdulillah dah seminggu langsung da hasil, hargany lbh murah tp dah bpom",7389110955214490886,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,question;slang,
development,7419655483143504646,Aku klo pakai cuma sakuprit paginya ga krasa😭 klo pakenya agak banyak bangun” glowing kenyal kulitnya😭😭,7418812570569641221,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,Pass 1 dan pass 2 konsisten.,code_mixing;slang,
development,5898904497379436907,packaging daviena retinol lucu tapi yang penting isinya juga bagus kok,7418812570569641221,daviena_retinol,True,42,Daviena,human_validated|development,1.0,1.0,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Pass 1 dan pass 2 konsisten.,mixed_or_low_margin;mixed_sentiment;potential_sarcasm;slang,
development,7604494318586331911,habis pake retinol dipakein mois daviena juga boleh ga? #skincaremurah tapi kualitas ok #skincaretips wajib dicoba,7418812570569641221,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif sedikit lebih kuat, tetapi margin rendah.",Positive,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,
development,7320640432550822661,"Beberapa case klo pakai retinol muncul purging kak,jd jerawat yg mendem2 keluar semua tp nanti bakalan bersih glowing kok.",7313744314927041797,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,code_mixing;low_margin;mixed_sentiment;potential_sarcasm;question;slang,
development,7329777098683826949,kalauu pemulaaa cocok ga ya kak?? soalnya takut kaget muka ku,7313744314927041797,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif sedikit lebih kuat, tetapi margin rendah.",Positive,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,
development,7508015229289448209,"ada yg mau gantiin retinolku gak atau moist duo dari daviena, ori
baru kepakek 2 kali tpi gak cocok, mungkin kaget wajahku jdinya beruntusan soalnya kulitku sensitif sih😭",7313744314927041797,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,Pass 1 dan pass 2 konsisten.,mixed_sentiment;slang,
development,4116937556682421084,"worth it bgt beli daviena retinol, harga segitu hasilnya lumayan puas",7313744314927041797,daviena_retinol,True,42,Daviena,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,question;slang,
development,7601555992890884885,"Ada yg mau bayarin retinol aku ga,?
di aku ga cocok gatel..
aku beli 3pcs. 2 msh utuh bgt blm di buka & blm di pake samsek",7313744314927041797,daviena_retinol,True,103,Daviena,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,Pass 1 dan pass 2 konsisten.,mixed_sentiment;question;slang,
development,7320200273665704710,ka semisal pake retinol terus berhenti itu apakah aman? ga jerawatan?,7313744314927041797,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,mixed_sentiment;question;slang,
development,7319966724798120710,🥰🥰🥰🥰🥰🥰,7313744314927041797,daviena_retinol,True,52,Daviena,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,emoji_only;very_short,
development,7357919904164758277,berarti varian skincare nih gak harus 1 merk ya.. bisa mana yg cocok di kita gitu.. tp tkt coba2..,7357662447248968966,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif sedikit lebih kuat, tetapi margin rendah.",Positive,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,
development,7357754286313407237,dual-band buat kulit sensitive berjerawat berminyak bagus ga sih 🥺,7357662447248968966,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,low_margin;mixed_sentiment;slang,
development,7367799658213491461,lu pada ngomongin skincare yg malah under 1 juta😂 liat tuh sk 2 tauu ga harganya brp????😂😂,7357662447248968966,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Neutral,Pertanyaan atau permintaan informasi tanpa evaluasi produk.,Neutral,Pertanyaan atau permintaan informasi tanpa evaluasi produk.,Neutral,Pass 1 dan pass 2 konsisten.,question;slang,
development,7366216602360857349,kebetulan LG cr retinol yg bagus..eh viti KK ini muncul maaciw y KK semoga cocok d aku🙏😭,7357662447248968966,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif sedikit lebih kuat, tetapi margin rendah.",Positive,Pass 1 dan pass 2 konsisten.,low_margin;mixed_sentiment;slang,
development,7366126355194430214,"Masa dorskin gak masuk nih, padahal worth it😁",7357662447248968966,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,potential_sarcasm;slang,
development,7361665562604258053,Aku kalau pake ini nanti glowingnya nurun ke anak cucu nggak ya? 😭,7357662447248968966,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Pass 1 dan pass 2 konsisten.,code_mixing;mixed_or_low_margin;question;slang,
development,7357913341787423493,"kaaa klo kerjanya di lapang kan otomatis kena panas,aman ga ka?",7357662447248968966,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif sedikit lebih kuat, tetapi margin rendah.",Positive,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,
development,7357879938664235782,d'alba cocok utk kulit berminyak ga kak?,7357662447248968966,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Pass 1 dan pass 2 konsisten.,mixed_or_low_margin;mixed_sentiment;question;slang,
development,7359049180055520006,dalba kl dipake di oily cocok ga?,7357662447248968966,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif sedikit lebih kuat, tetapi margin rendah.",Positive,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,
development,7358976195483452166,"aku pake SK II ga cocok malah bruntus, jd ganti ke Kiehl's ga kalah nampol. Cm sayang si Kiehl's affiliate isriwil 🥲 blm nemu lg penggantinya",7357662447248968966,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,Pass 1 dan pass 2 konsisten.,mixed_sentiment;slang,
development,7358682351831761670,pengen nyoba skincare kek gitu tapi takut cocok trs klo cocok ga sanggup beli lgi soalny blm kerja😭,7357662447248968966,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Pass 1 dan pass 2 konsisten.,mixed_or_low_margin;question;slang,
development,7358669395169297157,kdang klo ngliat yg kek gini jdi pgen iktan nyoba tpi ngeri bkanx mlus malah gradkan prah soalx kulit sangat² sensian 😭😭😭😭,7357662447248968966,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,Pass 1 dan pass 2 konsisten.,question;slang,
development,7359708297187328774,Ini aman buat bumil ga ya ?,7357662447248968966,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif sedikit lebih kuat, tetapi margin rendah.",Positive,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,
