comment_id,mass_username,video_id,timestamp,sentiment_label,hcc_id,association_type,hcc_dominant_sentiment,comment_sentiment_alignment,minutes_after_hcc,is_verified_direct_reply,is_multi_hcc_comment_association
7428611518620517138,MASS_fab38b11c244,7428436533981613318,2024-10-22 14:46:44+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,31.566666666666666,False,False
7428611341341180679,MASS_fe82482bf1a5,7428436533981613318,2024-10-22 14:46:06+00:00,Negative,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,30.933333333333334,False,False
7428611333715608328,MASS_5881c6d645c8,7428436533981613318,2024-10-22 14:46:04+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,30.9,False,False
7428611290795197205,MASS_8291888e4cd5,7428436533981613318,2024-10-22 14:45:52+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,30.7,False,False
7428611288323932944,MASS_a3de886913f9,7428436533981613318,2024-10-22 14:45:51+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,30.683333333333334,False,False
7428611162676609797,MASS_2de852296176,7428436533981613318,2024-10-22 14:45:34+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,30.4,False,False
7428610937861423880,MASS_e996fddfe523,7428436533981613318,2024-10-22 14:44:32+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,29.366666666666667,False,False
7428610876297511697,MASS_f0738398e065,7428436533981613318,2024-10-22 14:44:17+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,29.116666666666667,False,False
7428610717987128071,MASS_b2c76984ccbc,7428436533981613318,2024-10-22 14:43:40+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,28.5,False,False
7428612633698321170,MASS_f3d2c8f00464,7428436533981613318,2024-10-22 14:51:07+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,35.95,False,False
7428610603273208581,MASS_c88f44573d31,7428436533981613318,2024-10-22 14:43:21+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,28.183333333333334,False,False
7428610389094482695,MASS_59578149dcf8,7428436533981613318,2024-10-22 14:42:22+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,27.2,False,False
7428610385022812935,MASS_665a9636b7e5,7428436533981613318,2024-10-22 14:42:22+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,27.2,False,False
7428610371127476997,MASS_9e2ab361293e,7428436533981613318,2024-10-22 14:42:30+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,27.333333333333332,False,False
7428610287350006534,MASS_5fc97747a6ea,7428436533981613318,2024-10-22 14:42:10+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,27.0,False,False
7428610164860093191,MASS_11edda2fef40,7428436533981613318,2024-10-22 14:41:33+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,26.383333333333333,False,False
7428610047753765637,MASS_1a89b8ea3cc4,7428436533981613318,2024-10-22 14:41:08+00:00,Negative,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,25.966666666666665,False,False
7428618400412451589,MASS_1a89b8ea3cc4,7428436533981613318,2024-10-22 15:13:34+00:00,Negative,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,58.4,False,False
7428617957229789972,MASS_fab3349b5f34,7428436533981613318,2024-10-22 15:11:43+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,56.55,False,False
7428609838735508229,MASS_fcee41968c8d,7428436533981613318,2024-10-22 14:40:22+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,25.2,False,False
7428609813833450248,MASS_1cbdb8b396ff,7428436533981613318,2024-10-22 14:40:09+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,24.983333333333334,False,False
7428609625388516101,MASS_d10f699b5710,7428436533981613318,2024-10-22 14:39:36+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,24.433333333333334,False,False
7428609280472957704,MASS_91e1b5a9763b,7428436533981613318,2024-10-22 14:38:03+00:00,Negative,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,22.883333333333333,False,False
7428609170263835398,MASS_4698214524a5,7428436533981613318,2024-10-22 14:37:48+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,22.633333333333333,False,False
7428608803014279942,MASS_572980080fc0,7428436533981613318,2024-10-22 14:36:18+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,21.133333333333333,False,False
7428608791585882885,MASS_f87a2a76024e,7428436533981613318,2024-10-22 14:36:19+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,21.15,False,False
7428608721925784341,MASS_4eff2842c626,7428436533981613318,2024-10-22 14:35:53+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,20.716666666666665,False,False
7428608668553708294,MASS_829827d4dde8,7428436533981613318,2024-10-22 14:35:48+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,20.633333333333333,False,False
7428608598212084486,MASS_829827d4dde8,7428436533981613318,2024-10-22 14:35:38+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,20.466666666666665,False,False
7428608572542829318,MASS_f754c00d515a,7428436533981613318,2024-10-22 14:35:30+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,20.333333333333332,False,False
7428608558922646278,MASS_6b9497ce8d57,7428436533981613318,2024-10-22 14:57:31+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,42.35,False,False
7428608503243211526,MASS_70873d5019ab,7428436533981613318,2024-10-22 14:35:09+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,19.983333333333334,False,False
7428608491423843073,MASS_f0a70b935b29,7428436533981613318,2024-10-22 14:35:00+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,19.833333333333332,False,False
7428608452183032581,MASS_4f6021f668d2,7428436533981613318,2024-10-22 14:35:02+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,19.866666666666667,False,False
7428607986467291909,MASS_e6513f16786b,7428436533981613318,2024-10-22 14:33:08+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,17.966666666666665,False,False
7428607915115037445,MASS_b58ca3bb1189,7428436533981613318,2024-10-22 14:32:56+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,17.766666666666666,False,False
7428607896101389061,MASS_8cab0efcefd2,7428436533981613318,2024-10-22 14:32:48+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,17.633333333333333,False,False
7428607879039353607,MASS_70622e725bfa,7428436533981613318,2024-10-22 14:32:40+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,17.5,False,False
7428607849846473478,MASS_0b929c8827f6,7428436533981613318,2024-10-22 14:32:37+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,17.45,False,False
7428607803423539973,MASS_3db46146f5ba,7428436533981613318,2024-10-22 14:32:28+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,17.3,False,False
7428607720264155922,MASS_6527736fd72f,7428436533981613318,2024-10-22 14:32:03+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,16.883333333333333,False,False
7428607666215617287,MASS_94053f6e3905,7428436533981613318,2024-10-22 14:31:49+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,16.65,False,False
7428607665943282439,MASS_0410f68240f0,7428436533981613318,2024-10-22 14:31:49+00:00,Negative,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,16.65,False,False
7428607628240896774,MASS_c4ab1cec8187,7428436533981613318,2024-10-22 14:31:48+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,16.633333333333333,False,False
7428607598078886672,MASS_e410511e1cfc,7428436533981613318,2024-10-22 14:31:33+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,16.383333333333333,False,False
7428607482233586438,MASS_622b64aa4004,7428436533981613318,2024-10-22 14:31:14+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,16.066666666666666,False,False
7428607378641994501,MASS_d01b1d16a0a6,7428436533981613318,2024-10-22 14:30:50+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,15.666666666666666,False,False
7428607308357927685,MASS_42bb371f42f5,7428436533981613318,2024-10-22 14:30:33+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,15.383333333333333,False,False
7428607268310958853,MASS_dcec483444aa,7428436533981613318,2024-10-22 14:30:25+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,15.25,False,False
7428607234537472773,MASS_036d44c6dbc0,7428436533981613318,2024-10-22 14:30:13+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,15.05,False,False
7428607080770601734,MASS_c4fb3b5ffbb1,7428436533981613318,2024-10-22 14:29:42+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,14.533333333333333,False,False
7428606803442828050,MASS_5721f12b4ece,7428436533981613318,2024-10-22 14:28:26+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,13.266666666666667,False,False
7428606711856759559,MASS_61631d027586,7428436533981613318,2024-10-22 14:28:07+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,12.95,False,False
7428606659058795265,MASS_b0a1dfe18aa5,7428436533981613318,2024-10-22 14:27:55+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,12.75,False,False
7428606635989582593,MASS_7b4645931714,7428436533981613318,2024-10-22 14:27:50+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,12.666666666666666,False,False
7428606633489744646,MASS_188a9ecc11c4,7428436533981613318,2024-10-22 14:27:54+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,12.733333333333333,False,False
7428606517060993800,MASS_df69e69087ae,7428436533981613318,2024-10-22 14:27:22+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,12.2,False,False
7428606452480393990,MASS_2b1070526cb6,7428436533981613318,2024-10-22 14:27:13+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,12.05,False,False
7428606392942527237,MASS_62c94833217c,7428436533981613318,2024-10-22 14:27:01+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,11.85,False,False
7428606377356002054,MASS_c19eae1936fc,7428436533981613318,2024-10-22 14:26:53+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,11.716666666666667,False,False
7428606303923438354,MASS_5baf8f1366b2,7428436533981613318,2024-10-22 14:26:34+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,11.4,False,False
7428606263040541445,MASS_4e12a61c0ac2,7428436533981613318,2024-10-22 14:26:28+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,11.3,False,False
7428606248298496775,MASS_7cc955a3abb9,7428436533981613318,2024-10-22 14:26:21+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,11.183333333333334,False,False
7428605796369974024,MASS_0f7050a46ffb,7428436533981613318,2024-10-22 14:24:33+00:00,Negative,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,9.383333333333333,False,False
7428605668976329477,MASS_c04e7a148890,7428436533981613318,2024-10-22 14:24:11+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,9.016666666666667,False,False
7428605605974377222,MASS_02d77b2aa4f8,7428436533981613318,2024-10-22 14:23:55+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,8.75,False,False
7428605602563441414,MASS_bc773fa4e3cb,7428436533981613318,2024-10-22 14:23:55+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,8.75,False,False
7428605600060293894,MASS_bbf66715b8fa,7428436533981613318,2024-10-22 14:23:56+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,8.766666666666667,False,False
7428605470347608837,MASS_15e5274f1695,7428436533981613318,2024-10-22 14:23:30+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,8.333333333333334,False,False
7428605293892961030,MASS_1589cbce03fc,7428436533981613318,2024-10-22 14:22:45+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,7.583333333333333,False,False
7428605257276080912,MASS_58e86cc7afd6,7428436533981613318,2024-10-22 14:22:28+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,7.3,False,False
7428605240171512583,MASS_c3e3351110bf,7428436533981613318,2024-10-22 14:22:24+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,7.233333333333333,False,False
7428605189119181573,MASS_a6674c87f84c,7428436533981613318,2024-10-22 14:22:23+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,7.216666666666667,False,False
7428604978376704775,MASS_7d201f8893e5,7428436533981613318,2024-10-22 15:07:44+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,52.56666666666667,False,False
7428604884754105093,MASS_4d27560b083d,7428436533981613318,2024-10-22 14:21:04+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,5.9,False,False
7428604659163972358,MASS_7bbb3519144b,7428436533981613318,2024-10-22 14:20:15+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,5.083333333333333,False,False
7428604359849820934,MASS_65f6981abec1,7428436533981613318,2024-10-22 14:19:05+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,3.9166666666666665,False,False
7428604327919633157,MASS_b41e4ff1a89e,7428436533981613318,2024-10-22 14:19:02+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,3.8666666666666667,False,False
7428604041943483142,MASS_8a6b1ac80ddb,7428436533981613318,2024-10-22 14:17:55+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,2.75,False,False
7428603637783708423,MASS_9ad7eabab52f,7428436533981613318,2024-10-22 14:16:10+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,1.0,False,False
7428603593065464582,MASS_0c1048a5d192,7428436533981613318,2024-10-22 14:16:11+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,1.0166666666666666,False,False
7428603557467751173,MASS_b048df9284ba,7428436533981613318,2024-10-22 14:16:02+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,0.8666666666666667,False,False
7428603550609031942,MASS_e51ae30155aa,7428436533981613318,2024-10-22 14:15:55+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,0.75,False,False
7428603542465217297,MASS_1eeed90e7862,7428436533981613318,2024-10-22 14:15:47+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,0.6166666666666667,False,False
7428603410813453061,MASS_f7c93c980940,7428436533981613318,2024-10-22 14:15:26+00:00,Negative,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,0.26666666666666666,False,False
7428603375271035654,MASS_e51768802c5d,7428436533981613318,2024-10-22 14:15:17+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,0.11666666666666667,False,False
7428603212884673286,MASS_3741c789b975,7428436533981613318,2024-10-22 15:01:47+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,46.61666666666667,False,False
7428599036351709970,MASS_ecdcef8c83cb,7428436533981613318,2024-10-22 14:31:22+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,16.2,False,False
7428598954684236549,MASS_1f380d302501,7428436533981613318,2024-10-22 14:31:40+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,16.5,False,False
7428593032751285012,MASS_7e4588bf63bc,7428436533981613318,2024-10-22 14:18:41+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,3.5166666666666666,False,False
7428460693094089479,MASS_c72a09a34ea2,7428436533981613318,2024-10-22 05:01:31+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,59.95,False,True
7428460652735677190,MASS_cbcbecba33a8,7428436533981613318,2024-10-22 05:01:32+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,59.96666666666667,False,True
7428460602455278342,MASS_f4b99032db33,7428436533981613318,2024-10-22 05:01:26+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,59.86666666666667,False,True
7428460570904969992,MASS_379b359d9639,7428436533981613318,2024-10-22 05:01:02+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,59.46666666666667,False,True
7428460550415565575,MASS_6822e5be45da,7428436533981613318,2024-10-22 05:00:56+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,59.36666666666667,False,True
7428460494296695559,MASS_7217cdae8bad,7428436533981613318,2024-10-22 05:00:46+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,59.2,False,True
7428460468601160464,MASS_23ae2b175edc,7428436533981613318,2024-10-22 05:00:41+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,59.11666666666667,False,True
7428460411663762184,MASS_5bb233403581,7428436533981613318,2024-10-22 05:00:24+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,58.833333333333336,False,True
7428460387421733637,MASS_ce8269b11eb2,7428436533981613318,2024-10-22 05:00:36+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,59.03333333333333,False,True
7428460373265203974,MASS_48cffda07798,7428436533981613318,2024-10-22 05:00:28+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,58.9,False,True
7428460372153303814,MASS_b541a1d14ea0,7428436533981613318,2024-10-22 05:00:25+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,58.85,False,True
7428460371419497222,MASS_85fa27d35b1f,7428436533981613318,2024-10-22 05:00:24+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,58.833333333333336,False,True
7428460313906856709,MASS_adfd2b69f66d,7428436533981613318,2024-10-22 05:00:10+00:00,Negative,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,58.6,False,True
7428460306324833032,MASS_0c16e45b07ef,7428436533981613318,2024-10-22 05:00:03+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,58.483333333333334,False,True
7428460279974937349,MASS_cf022193f58b,7428436533981613318,2024-10-22 05:00:03+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,58.483333333333334,False,True
7428460266881860358,MASS_97f0a46e2cd3,7428436533981613318,2024-10-22 05:00:09+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,58.583333333333336,False,True
7428460231556907782,MASS_20811d3d16b1,7428436533981613318,2024-10-22 05:00:00+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,58.43333333333333,False,True
7428460223155454726,MASS_a2fb05c453b7,7428436533981613318,2024-10-22 04:59:50+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,58.266666666666666,False,True
7428460218055934726,MASS_b680599f1dc6,7428436533981613318,2024-10-22 05:00:01+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,58.45,False,True
7428460203584652040,MASS_e4689e0579d6,7428436533981613318,2024-10-22 04:59:36+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,58.03333333333333,False,True
7428460168385856262,MASS_798614162639,7428436533981613318,2024-10-22 04:59:40+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,58.1,False,True
7428460130213167879,MASS_a76bf1c21fc8,7428436533981613318,2024-10-22 04:59:19+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,57.75,False,True
7428460097338950406,MASS_7ce4e29628bf,7428436533981613318,2024-10-22 04:59:27+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,57.88333333333333,False,True
7428460080792158981,MASS_d7d684a974f9,7428436533981613318,2024-10-22 04:59:21+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,57.78333333333333,False,True
7428459955710395142,MASS_130076a6cb71,7428436533981613318,2024-10-22 04:58:58+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,57.4,False,True
7428459909026988801,MASS_212041ddc00c,7428436533981613318,2024-10-22 04:58:31+00:00,Negative,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,56.95,False,True
7428459897640043269,MASS_4f2721929612,7428436533981613318,2024-10-22 04:58:41+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,57.11666666666667,False,True
7428459891079709446,MASS_57ee1f9fd6ac,7428436533981613318,2024-10-22 04:58:35+00:00,Negative,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,57.016666666666666,False,True
7428459849104016134,MASS_da50d058a191,7428436533981613318,2024-10-22 04:58:29+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,56.916666666666664,False,True
7428459845270160133,MASS_0b3ff105dcc7,7428436533981613318,2024-10-22 04:58:31+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,56.95,False,True
7428459822846608146,MASS_30f814d57c71,7428436533981613318,2024-10-22 04:58:08+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,56.56666666666667,False,True
7428459803128759056,MASS_152aedbbb34b,7428436533981613318,2024-10-22 04:58:05+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,56.516666666666666,False,True
7428459781659149061,MASS_205ef8272104,7428436533981613318,2024-10-22 04:58:14+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,56.666666666666664,False,True
7428459769759548168,MASS_cd2cfaad04cc,7428436533981613318,2024-10-22 04:57:55+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,56.35,False,True
7428459763538952965,MASS_edc48356e1f0,7428436533981613318,2024-10-22 04:58:03+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,56.483333333333334,False,True
7428459755318510342,MASS_71665b2ef435,7428436533981613318,2024-10-22 04:58:04+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,56.5,False,True
7428459708036563717,MASS_1449d7f001c3,7428436533981613318,2024-10-22 04:57:57+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,56.38333333333333,False,True
7428459683189506834,MASS_800d3c1bcf69,7428436533981613318,2024-10-22 04:57:35+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,56.016666666666666,False,True
7428459677509223173,MASS_25d323d764ab,7428436533981613318,2024-10-22 04:57:40+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,56.1,False,True
7428459617959953158,MASS_c95f8984422e,7428436533981613318,2024-10-22 04:57:40+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,56.1,False,True
7428459597177029382,MASS_3df65a3ec5ac,7428436533981613318,2024-10-22 04:58:03+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,56.483333333333334,False,True
7428459564372394759,MASS_e6ee225581c3,7428436533981613318,2024-10-22 04:57:07+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,55.55,False,True
7428460654102790918,MASS_2cb5eb58d86c,7428436533981613318,2024-10-22 05:01:29+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,59.916666666666664,False,True
7428459536732226310,MASS_258f7a38a92f,7428436533981613318,2024-10-22 04:57:13+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,55.65,False,True
7428459517174743814,MASS_6b301e5d6d5e,7428436533981613318,2024-10-22 04:57:13+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,55.65,False,True
7428459506063295238,MASS_e2b4d7e1705e,7428436533981613318,2024-10-22 04:57:02+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,55.46666666666667,False,True
7428459460546315013,MASS_37a40741f46d,7428436533981613318,2024-10-22 04:56:52+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,55.3,False,True
7428459441312154373,MASS_19cf04c93f48,7428436533981613318,2024-10-22 04:56:55+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,55.35,False,True
7428459404263228166,MASS_a4b9d87147a7,7428436533981613318,2024-10-22 04:56:38+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,55.06666666666667,False,True
7428459375242560262,MASS_934b93e4e030,7428436533981613318,2024-10-22 04:56:32+00:00,Negative,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,54.96666666666667,False,True
7428459357715350277,MASS_61ee99f6c1a4,7428436533981613318,2024-10-22 04:56:33+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,54.983333333333334,False,True
7428459305822978821,MASS_07b8fb136e71,7428436533981613318,2024-10-22 04:56:18+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,54.733333333333334,False,True
7428459245497320200,MASS_597f2254f8d7,7428436533981613318,2024-10-22 04:55:56+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,54.36666666666667,False,True
7428459221354513157,MASS_43bc7fee3b23,7428436533981613318,2024-10-22 04:56:29+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,54.916666666666664,False,True
7428459214936687365,MASS_46e08a949d81,7428436533981613318,2024-10-22 04:55:56+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,54.36666666666667,False,True
7428459151771026181,MASS_986b81889a2e,7428436533981613318,2024-10-22 04:55:48+00:00,Negative,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,54.233333333333334,False,True
7428459135769674502,MASS_66a0d7c700d8,7428436533981613318,2024-10-22 04:55:39+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,54.083333333333336,False,True
7428459132430746384,MASS_639e43c494ee,7428436533981613318,2024-10-22 04:55:35+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,54.016666666666666,False,True
7428459118942569222,MASS_1c3ab879590b,7428436533981613318,2024-10-22 04:55:43+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,54.15,False,True
7428459108049355528,MASS_d2995f68c2f6,7428436533981613318,2024-10-22 04:55:21+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,53.78333333333333,False,True
7428459102706582273,MASS_469e0ed93689,7428436533981613318,2024-10-22 04:55:32+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,53.96666666666667,False,True
7428459088185803525,MASS_a37b2e4520e6,7428436533981613318,2024-10-22 04:55:32+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,53.96666666666667,False,True
7428459085739590406,MASS_7d1499fc1154,7428436533981613318,2024-10-22 04:55:29+00:00,Neutral,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,53.916666666666664,False,True
7428459033738167046,MASS_f20c46e7948a,7428436533981613318,2024-10-22 04:55:10+00:00,Positive,150,Temporal Association,Mixed,HCC Mixed / Inconclusive,53.6,False,True
