Id,Label,actor_type_primary,network_position,is_hcc_member,community,individual_subtype,is_video_creator,degree,weighted_degree,betweenness,n_comments,target_brand_primary,target_brand_label,target_scope,dominant_sentiment,account_goal_orientation,account_goal_confidence,exposure_level,hcc_association_status,strong_association_score,contextual_association_score,brand_label_auto,is_lcn_member,is_verified_registry_actor
racun_ip9078,racun_ip9078,Mass Actor,LCN Non-HCC,False,102,,False,6,3.0,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False
skincare_ip6218,skincare_ip6218,Mass Actor,LCN Non-HCC,False,102,,False,6,3.0,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False
skincare_ip8128,skincare_ip8128,Mass Actor,LCN Non-HCC,False,102,,False,6,3.0,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False
skinclub_ip4635,skinclub_ip4635,Mass Actor,LCN Non-HCC,False,102,,False,6,3.0,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False
glowhunter_ct64974,glowhunter_ct64974,Community Actor,HCC,True,3,,False,4,3.0,0.0,3.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_2_Brands,True,False
glowingid_ct74353,glowingid_ct74353,Community Actor,HCC,True,3,,False,4,3.0,0.0,3.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Negative,Critical / Complaint,Low,,,,,Mixed_2_Brands,True,False
beauty_ct89266,beauty_ct89266,Community Actor,HCC,True,3,,False,4,3.0,0.0,3.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_2_Brands,True,False
cantik_ct99107,cantik_ct99107,Community Actor,HCC,True,3,,False,4,3.0,0.0,3.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_2_Brands,True,False
cantik_ip3527,cantik_ip3527,Mass Actor,LCN Non-HCC,False,4,,False,6,3.0,0.0,4.0,Daviena,Daviena,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Temporal Association,Unique Temporal Association,2.0,21.0,Non-HCC,True,False
glowhunter_ip5229,glowhunter_ip5229,Mass Actor,LCN Non-HCC,False,4,,False,6,3.0,0.0,4.0,Daviena,Daviena,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Temporal Association,Unique Temporal Association,2.0,21.0,Non-HCC,True,False
kulitglowing_ip8678,kulitglowing_ip8678,Mass Actor,LCN Non-HCC,False,4,,False,6,3.0,0.0,4.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False
skinlover_ct27853,skinlover_ct27853,Community Actor,HCC,True,3,,False,4,3.0,0.0,3.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_2_Brands,True,False
beauty_ip2148,beauty_ip2148,Mass Actor,LCN Non-HCC,False,4,,False,6,3.0,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False
beauty_ip4789,beauty_ip4789,Mass Actor,LCN Non-HCC,False,4,,False,6,3.0,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False
beautyaddict_ip168,beautyaddict_ip168,Mass Actor,LCN Non-HCC,False,4,,False,6,3.0,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False
beautyvibe_ip9536,beautyvibe_ip9536,Mass Actor,LCN Non-HCC,False,4,,False,6,3.0,0.0,4.0,Daviena,Daviena,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Temporal Association,Unique Temporal Association,2.0,21.0,Non-HCC,True,False
reviewjujur_ct9366,reviewjujur_ct9366,Community Actor,HCC,True,183,,False,4,3.0,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
racun_ct7880,racun_ct7880,Community Actor,HCC,True,183,,False,4,3.0,0.0,3.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,The Originote,True,False
skinbestie_ip5533,skinbestie_ip5533,Mass Actor,LCN Non-HCC,False,102,,False,6,3.0,0.0,4.0,,,Associated HCC Brand Context,Mixed,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False
beautyaddict_ct2423,beautyaddict_ct2423,Community Actor,HCC,True,16,,False,4,3.0,0.0,3.0,Daviena,Daviena,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Daviena,True,False
dearskin_ct1358,dearskin_ct1358,Community Actor,HCC,True,16,,False,4,3.0,0.0,3.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,Daviena,True,False
glowup_ct3809,glowup_ct3809,Community Actor,HCC,True,16,,False,4,3.0,0.0,3.0,Daviena,Daviena,HCC Brand Context,Negative,Critical / Complaint,Low,,,,,Daviena,True,False
reviewjujur_ct6118,reviewjujur_ct6118,Community Actor,HCC,True,16,,False,4,3.0,0.0,3.0,Daviena,Daviena,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Daviena,True,False
skintok_ct53509,skintok_ct53509,Community Actor,HCC,True,75,,False,3,3.0,0.0,4.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_2_Brands,True,False
testireal_ct35011,testireal_ct35011,Community Actor,HCC,True,75,,False,3,3.0,0.0,4.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,Mixed_2_Brands,True,False
bestieku_ct74574,bestieku_ct74574,Community Actor,HCC,True,75,,False,3,3.0,0.0,4.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_2_Brands,True,False
skincare_ct78893,skincare_ct78893,Community Actor,HCC,True,75,,False,3,3.0,0.0,4.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Mixed,Promotional / Supportive,Low,,,,,Mixed_2_Brands,True,False
skinlover_ct8756,skinlover_ct8756,Community Actor,HCC,True,16,,False,4,3.0,0.0,3.0,Daviena,Daviena,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,Daviena,True,False
cantik_ct3821,cantik_ct3821,Community Actor,HCC,True,49,,False,4,3.0,0.0,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_3plus_Brands,True,False
dearskin_ct1243,dearskin_ct1243,Community Actor,HCC,True,49,,False,4,3.0,0.0,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,Mixed_3plus_Brands,True,False
skincare_ct8136,skincare_ct8136,Community Actor,HCC,True,49,,False,4,3.0,0.0,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_3plus_Brands,True,False
glowhunter_rp10498,glowhunter_rp10498,Mass Actor,LCN Non-HCC,False,120,,False,3,2.875,1.3869572380394094e-06,7.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False
glowhunter_rr20059,glowhunter_rr20059,Mass Actor,LCN Non-HCC,False,93,,False,3,2.875,2.7739144760788188e-06,7.0,,,Associated HCC Brand Context,Negative,Critical / Complaint,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,27.0,Non-HCC,True,False
racun_rp24880,racun_rp24880,Mass Actor,LCN Non-HCC,False,93,,False,3,2.875,2.7739144760788188e-06,7.0,,,Associated HCC Brand Context,Neutral,Mixed Goals,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,27.0,Non-HCC,True,False
skinlover_ct7606,skinlover_ct7606,Community Actor,HCC,True,90,,False,4,2.7857142857142856,1.6643486856472912e-05,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_3plus_Brands,True,False
reviewjujur_ct7045,reviewjujur_ct7045,Community Actor,HCC,True,17,,False,4,2.7857142857142856,4.715654609333992e-05,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_3plus_Brands,True,False
produkjujur_r3c00m00x5907,produkjujur_r3c00m00x5907,Community Actor,HCC,True,180,,False,3,2.732142857142857,0.0,3.0,Azarine,Azarine,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,Azarine,True,False
kulitglowing_rr22275,kulitglowing_rr22275,Mass Actor,LCN Non-HCC,False,93,,False,3,2.732142857142857,2.7739144760788188e-06,6.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,25.0,Non-HCC,True,False
skinreview_r3c04m00x5770,skinreview_r3c04m00x5770,Community Actor,HCC,True,204,,False,3,2.732142857142857,0.0,3.0,Azarine,Azarine,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,Azarine,True,False
cantik_rp39846,cantik_rp39846,Mass Actor,LCN Non-HCC,False,93,,False,3,2.732142857142857,2.7739144760788188e-06,6.0,,,Associated HCC Brand Context,Mixed,Mixed Goals,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,25.0,Non-HCC,True,False
racun_rp28130,racun_rp28130,Mass Actor,LCN Non-HCC,False,120,,False,3,2.607142857142857,1.3869572380394094e-06,6.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,21.0,Non-HCC,True,False
skinbestie_rr98803,skinbestie_rr98803,Mass Actor,LCN Non-HCC,False,120,,False,3,2.607142857142857,1.3869572380394094e-06,6.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,21.0,Non-HCC,True,False
racun_rr28461,racun_rr28461,Community Actor,HCC,True,134,,False,2,2.5357142857142856,2.7739144760788188e-06,6.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Daviena,True,False
glowup_ct9909,glowup_ct9909,Mass Actor,LCN Non-HCC,False,142,,False,3,2.5,2.219131580863055e-05,5.0,Mixed_2_Brands,Mixed_2_Brands,Associated HCC Brand Context,Mixed,Mixed Goals,Low,Temporal Association,Unique Temporal Association,2.0,19.0,Non-HCC,True,False
reviewjujur_ip7022,reviewjujur_ip7022,Mass Actor,LCN Non-HCC,False,103,,False,5,2.5,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False
skincare_ip8433,skincare_ip8433,Mass Actor,LCN Non-HCC,False,103,,False,5,2.5,0.0,4.0,,,Associated HCC Brand Context,Negative,Critical / Complaint,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False
kulitglowing_ip8766,kulitglowing_ip8766,Mass Actor,LCN Non-HCC,False,103,,False,5,2.5,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False
dearskin_ip1875,dearskin_ip1875,Mass Actor,LCN Non-HCC,False,103,,False,5,2.5,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False
cantik_ct95823,cantik_ct95823,Community Actor,HCC,True,14,,False,2,2.5,0.0,5.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Mixed_3plus_Brands,True,False
skinclub_ct6649,skinclub_ct6649,Community Actor,HCC,True,14,,False,2,2.5,0.0,5.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,Mixed_3plus_Brands,True,False
beautyaddict_ct10959,beautyaddict_ct10959,Community Actor,HCC,True,14,,False,2,2.5,0.0,5.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Medium,,,,,Mixed_3plus_Brands,True,False
ulasankilat_r3c07m04x5222,ulasankilat_r3c07m04x5222,Community Actor,HCC,True,206,,False,4,2.2857142857142856,0.0,5.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Maryame,True,False
ulasankilat_r3c07m03x2101,ulasankilat_r3c07m03x2101,Community Actor,HCC,True,206,,False,4,2.2857142857142856,0.0,5.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Maryame,True,False
ulasankilat_r3c07m02x4325,ulasankilat_r3c07m02x4325,Community Actor,HCC,True,206,,False,4,2.2857142857142856,0.0,5.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Maryame,True,False
ulasankilat_r3c07m01x9795,ulasankilat_r3c07m01x9795,Community Actor,HCC,True,206,,False,4,2.2857142857142856,0.0,5.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Maryame,True,False
kulitkece_r3c01m04x8079,kulitkece_r3c01m04x8079,Community Actor,HCC,True,168,,False,4,2.2857142857142856,0.0,5.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Daviena,True,False
kulitkece_r3c01m03x9803,kulitkece_r3c01m03x9803,Community Actor,HCC,True,168,,False,4,2.2857142857142856,0.0,5.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Daviena,True,False
kulitkece_r3c01m02x7223,kulitkece_r3c01m02x7223,Community Actor,HCC,True,168,,False,4,2.2857142857142856,0.0,5.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Daviena,True,False
kulitkece_r3c01m01x2583,kulitkece_r3c01m01x2583,Community Actor,HCC,True,168,,False,4,2.2857142857142856,0.0,5.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Daviena,True,False
racikcantik_r3c08m04x3650,racikcantik_r3c08m04x3650,Community Actor,HCC,True,181,,False,4,2.2857142857142856,0.0,5.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Daviena,True,False
racikcantik_r3c08m01x2011,racikcantik_r3c08m01x2011,Community Actor,HCC,True,181,,False,4,2.2857142857142856,0.0,5.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Daviena,True,False
racikcantik_r3c08m02x8325,racikcantik_r3c08m02x8325,Community Actor,HCC,True,181,,False,4,2.2857142857142856,0.0,5.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Daviena,True,False
racikcantik_r3c08m03x4529,racikcantik_r3c08m03x4529,Community Actor,HCC,True,181,,False,4,2.2857142857142856,0.0,5.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Daviena,True,False
reviewjujur_ct33360,reviewjujur_ct33360,Community Actor,HCC,True,132,,False,3,2.25,0.0,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,Mixed_3plus_Brands,True,False
glowup_ct8724,glowup_ct8724,Community Actor,HCC,True,132,,False,3,2.25,0.0,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Negative,Critical / Complaint,Low,,,,,Mixed_3plus_Brands,True,False
glowingid_ct69471,glowingid_ct69471,Community Actor,HCC,True,132,,False,3,2.25,0.0,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_3plus_Brands,True,False
cantik_ct6414,cantik_ct6414,Community Actor,HCC,True,90,,False,3,2.25,0.0,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_3plus_Brands,True,False
racun_ct5624,racun_ct5624,Community Actor,HCC,True,90,,False,3,2.25,0.0,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_3plus_Brands,True,False
kulitglowing_ct4137,kulitglowing_ct4137,Community Actor,HCC,True,90,,False,3,2.25,0.0,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,Mixed_3plus_Brands,True,False
beautyvibe_ct5449,beautyvibe_ct5449,Community Actor,HCC,True,17,,False,3,2.25,0.0,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_3plus_Brands,True,False
skincare_ct1453,skincare_ct1453,Community Actor,HCC,True,17,,False,3,2.25,0.0,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_3plus_Brands,True,False
reviewjujur_ct9800,reviewjujur_ct9800,Community Actor,HCC,True,132,,False,3,2.25,0.0,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_3plus_Brands,True,False
glowhunter_rp15009,glowhunter_rp15009,Mass Actor,LCN Non-HCC,False,63,,False,2,2.232142857142857,0.0,6.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,23.0,Non-HCC,True,False
beautyvibe_rr22540,beautyvibe_rr22540,Mass Actor,LCN Non-HCC,False,63,,False,2,2.232142857142857,0.0,6.0,Maryame,Maryame,Associated HCC Brand Context,Positive,Promotional / Supportive,Medium,Temporal Association,Unique Temporal Association,2.0,25.0,Non-HCC,True,False
produkjujur_r3c00m03x5660,produkjujur_r3c00m03x5660,Community Actor,HCC,True,180,,False,3,2.1607142857142856,0.0,5.0,Azarine,Azarine,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Azarine,True,False
skinreview_r3c04m03x3054,skinreview_r3c04m03x3054,Community Actor,HCC,True,204,,False,3,2.1607142857142856,0.0,5.0,Azarine,Azarine,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Azarine,True,False
skinreview_r3c04m02x8520,skinreview_r3c04m02x8520,Community Actor,HCC,True,204,,False,3,2.1607142857142856,0.0,5.0,Azarine,Azarine,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Azarine,True,False
produkjujur_r3c00m02x8296,produkjujur_r3c00m02x8296,Community Actor,HCC,True,180,,False,3,2.1607142857142856,0.0,5.0,Azarine,Azarine,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Azarine,True,False
skinreview_r3c04m01x7927,skinreview_r3c04m01x7927,Community Actor,HCC,True,204,,False,3,2.1607142857142856,0.0,5.0,Azarine,Azarine,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Azarine,True,False
produkjujur_r3c00m01x6024,produkjujur_r3c00m01x6024,Community Actor,HCC,True,180,,False,3,2.1607142857142856,0.0,5.0,Azarine,Azarine,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Azarine,True,False
skinbestie_rr21563,skinbestie_rr21563,Mass Actor,LCN Non-HCC,False,20,,False,3,2.071428571428571,3.3286973712945824e-05,4.0,Daviena,Daviena,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Direct Interaction,Unique Direct Association,12.0,24.0,Non-HCC,True,False
bestieku_ct70500,bestieku_ct70500,Community Actor,HCC,True,74,,False,2,2.0,0.0,4.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,Daviena,True,False
glowhunter_rp43404,glowhunter_rp43404,Mass Actor,LCN Non-HCC,False,122,,False,1,2.0,0.0,7.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,23.0,Non-HCC,True,False
testireal_ct62779,testireal_ct62779,Community Actor,HCC,True,74,,False,2,2.0,0.0,4.0,Daviena,Daviena,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Daviena,True,False
skinclub_ct15395,skinclub_ct15395,Community Actor,HCC,True,74,,False,2,2.0,0.0,4.0,Daviena,Daviena,HCC Brand Context,Mixed,Neutral Engagement,Low,,,,,Daviena,True,False
glowup_rr94347,glowup_rr94347,Mass Actor,LCN Non-HCC,False,122,,False,1,2.0,0.0,7.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,23.0,Non-HCC,True,False
skinbestie_rr24258,skinbestie_rr24258,Mass Actor,LCN Non-HCC,False,58,,False,2,1.9642857142857144,0.0,5.0,Mixed_2_Brands,Mixed_2_Brands,Associated HCC Brand Context,Negative,Critical / Complaint,Medium,Temporal Association,Unique Temporal Association,2.0,19.0,Non-HCC,True,False
skinbestie_ct2508,skinbestie_ct2508,Mass Actor,LCN Non-HCC,False,142,,False,3,1.9642857142857144,3.3286973712945824e-05,5.0,Mixed_3plus_Brands,Mixed_3plus_Brands,Associated HCC Brand Context,Positive,Promotional / Supportive,Medium,Temporal Association,Unique Temporal Association,2.0,19.0,Non-HCC,True,False
beautyvibe_rp54003,beautyvibe_rp54003,Mass Actor,LCN Non-HCC,False,58,,False,2,1.9642857142857144,0.0,5.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,17.0,Non-HCC,True,False
beautyvibe_rr36610,beautyvibe_rr36610,Mass Actor,LCN Non-HCC,False,66,,False,1,1.875,0.0,7.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,28.0,Non-HCC,True,False
beautyvibe_rp66426,beautyvibe_rp66426,Community Actor,HCC,True,60,,False,2,1.875,2.7739144760788188e-06,4.0,Daviena,Daviena,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Daviena,True,False
skinlover_rr34452,skinlover_rr34452,Mass Actor,LCN Non-HCC,False,163,,False,1,1.875,0.0,7.0,,,Associated HCC Brand Context,Negative,Critical / Complaint,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,21.0,Non-HCC,True,False
skinclub_rr18264,skinclub_rr18264,Mass Actor,LCN Non-HCC,False,156,,False,1,1.875,0.0,7.0,,,Associated HCC Brand Context,Negative,Mixed Goals,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,31.0,Non-HCC,True,False
testireal_rp74004,testireal_rp74004,Mass Actor,LCN Non-HCC,False,66,,False,1,1.875,0.0,7.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,28.0,Non-HCC,True,False
cantik_cp1861,cantik_cp1861,Mass Actor,LCN Non-HCC,False,35,,False,2,1.875,5.5478289521576375e-06,5.0,Mixed_2_Brands,Mixed_2_Brands,Associated HCC Brand Context,Neutral,Neutral Engagement,Medium,Temporal Association,Unique Temporal Association,2.0,16.0,Non-HCC,True,False
kulitglowing_rp49531,kulitglowing_rp49531,Mass Actor,LCN Non-HCC,False,163,,False,1,1.875,0.0,7.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,21.0,Non-HCC,True,False
kulitsehat_cp1255,kulitsehat_cp1255,Mass Actor,LCN Non-HCC,False,107,,False,2,1.875,5.5478289521576375e-06,7.0,,,Associated HCC Brand Context,Neutral,Mixed Goals,Low,Temporal Association,Multiple / Ambiguous HCC,4.0,22.0,Non-HCC,True,False
beautyaddict_rp79642,beautyaddict_rp79642,Mass Actor,LCN Non-HCC,False,28,,False,1,1.875,0.0,7.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,23.0,Non-HCC,True,False
beautyaddict_rr30107,beautyaddict_rr30107,Mass Actor,LCN Non-HCC,False,28,,False,1,1.875,0.0,7.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,23.0,Non-HCC,True,False
kulitcerah_rp65773,kulitcerah_rp65773,Mass Actor,LCN Non-HCC,False,156,,False,1,1.875,0.0,7.0,,,Associated HCC Brand Context,Mixed,Mixed Goals,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,31.0,Non-HCC,True,False
skinclub_cp2203,skinclub_cp2203,Mass Actor,LCN Non-HCC,False,200,,False,2,1.8571428571428568,2.7739144760788188e-06,4.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,12.0,Non-HCC,True,False
beautyvibe_rp1302,beautyvibe_rp1302,Mass Actor,LCN Non-HCC,False,55,,False,2,1.8392857142857144,1.1095657904315277e-05,5.0,,,Associated HCC Brand Context,Mixed,Mixed Goals,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False
racun_rr43659,racun_rr43659,Mass Actor,LCN Non-HCC,False,55,,False,2,1.8392857142857144,8.321743428236456e-06,5.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,15.0,Non-HCC,True,False
racun_rr98889,racun_rr98889,Mass Actor,LCN Non-HCC,False,186,,False,1,1.7321428571428572,0.0,6.0,Mixed_3plus_Brands,Mixed_3plus_Brands,Associated HCC Brand Context,Neutral,Neutral Engagement,Medium,Temporal Association,Unique Temporal Association,2.0,18.0,Non-HCC,True,False
skinbestie_rp72904,skinbestie_rp72904,Mass Actor,LCN Non-HCC,False,186,,False,1,1.7321428571428572,0.0,6.0,Mixed_3plus_Brands,Mixed_3plus_Brands,Associated HCC Brand Context,Neutral,Neutral Engagement,Medium,Temporal Association,Unique Temporal Association,2.0,18.0,Non-HCC,True,False
bestieku_rp31438,bestieku_rp31438,Mass Actor,LCN Non-HCC,False,77,,False,1,1.7321428571428572,0.0,6.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,24.0,Non-HCC,True,False
glowingid_rp61402,glowingid_rp61402,Community Actor,HCC,True,134,,False,1,1.7321428571428572,0.0,6.0,Daviena,Daviena,HCC Brand Context,Neutral,Neutral Engagement,Medium,,,,,Daviena,True,False
cantik_rr10481,cantik_rr10481,Mass Actor,LCN Non-HCC,False,77,,False,1,1.7321428571428572,0.0,6.0,Azarine,Azarine,Associated HCC Brand Context,Positive,Promotional / Supportive,Medium,Temporal Association,Unique Temporal Association,2.0,26.0,Non-HCC,True,False
