Id,Label,actor_type_primary,network_position,hcc_id,is_lcn_member,n_comments,dominant_sentiment,account_goal_orientation,target_brand_primary,degree,weighted_degree,sentiment_attribute_status
MASS_740f8762cd2b,MASS_740f8762cd2b,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,The Originote,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_74198700f9d4,MASS_74198700f9d4,Mass Actor,Outside LCN,,False,1.0,Insufficient Text,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7427762b5036,MASS_7427762b5036,Mass Actor,LCN Non-HCC,,True,8.0,Neutral,Neutral Engagement,Mixed_2_Brands,21,14.375,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_742de798d0ee,MASS_742de798d0ee,Mass Actor,Outside LCN,,False,2.0,Mixed,Insufficient Text,Mixed_2_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_743c6ed63f9a,MASS_743c6ed63f9a,Mass Actor,Outside LCN,,False,3.0,Neutral,Insufficient Text,Azarine,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_744e9a68b439,MASS_744e9a68b439,Mass Actor,Outside LCN,,False,2.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_746e6ca111e5,MASS_746e6ca111e5,Mass Actor,LCN Non-HCC,,True,2.0,Positive,Insufficient Text,,1,0.6607142857142857,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_74b68e431598,MASS_74b68e431598,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,Mixed_2_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_74d567912c2e,MASS_74d567912c2e,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_74f6b3a880b4,MASS_74f6b3a880b4,Mass Actor,Outside LCN,,False,2.0,Mixed,Insufficient Text,Mixed_3plus_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7535e62bff86,MASS_7535e62bff86,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,Daviena,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7571192c093f,MASS_7571192c093f,Mass Actor,Outside LCN,,False,4.0,Mixed,Promotional / Supportive,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_758870408baa,MASS_758870408baa,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,Daviena,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_758f796161c9,MASS_758f796161c9,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,Mixed_3plus_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_75ab2db8ee05,MASS_75ab2db8ee05,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,Mixed_3plus_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_761448f5bf69,MASS_761448f5bf69,Mass Actor,Outside LCN,,False,2.0,Negative,Insufficient Text,Mixed_3plus_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_766a1e8f3284,MASS_766a1e8f3284,Mass Actor,Outside LCN,,False,2.0,Mixed,Insufficient Text,Mixed_2_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7671841d658f,MASS_7671841d658f,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_76a742f90844,MASS_76a742f90844,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_76d7a3538caa,MASS_76d7a3538caa,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_77086ecf1e13,MASS_77086ecf1e13,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7709a16aadca,MASS_7709a16aadca,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_77195e9ee19c,MASS_77195e9ee19c,Mass Actor,LCN Non-HCC,,True,5.0,Neutral,Neutral Engagement,,7,4.25,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7750a9c6f43c,MASS_7750a9c6f43c,Mass Actor,Outside LCN,,False,2.0,Mixed,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_775c7952fb9c,MASS_775c7952fb9c,Mass Actor,Outside LCN,,False,3.0,Mixed,Insufficient Text,Mixed_2_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_776661488ba4,MASS_776661488ba4,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_778fb446c347,MASS_778fb446c347,Mass Actor,LCN Non-HCC,,True,2.0,Mixed,Insufficient Text,Mixed_2_Brands,1,0.5357142857142857,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_77d0a138a820,MASS_77d0a138a820,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,Azarine,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7816ab101382,MASS_7816ab101382,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,Daviena,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_782747ea374e,MASS_782747ea374e,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_783f149d1fef,MASS_783f149d1fef,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_784382f2cec5,MASS_784382f2cec5,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7865e4d2b2d2,MASS_7865e4d2b2d2,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_787711245d1f,MASS_787711245d1f,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,Mixed_3plus_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_787d6fea8502,MASS_787d6fea8502,Mass Actor,LCN Non-HCC,,True,6.0,Negative,Critical / Complaint,,7,5.25,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_78b80148bd71,MASS_78b80148bd71,Mass Actor,LCN Non-HCC,,True,4.0,Neutral,Neutral Engagement,,6,3.0,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_78c3e99ff4ad,MASS_78c3e99ff4ad,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_790c55c32b13,MASS_790c55c32b13,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_798614162639,MASS_798614162639,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7994c5060be8,MASS_7994c5060be8,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Mixed_2_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_799949fa47e8,MASS_799949fa47e8,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_79a4cfc2970f,MASS_79a4cfc2970f,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_79ffc1229a53,MASS_79ffc1229a53,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Mixed_3plus_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7a0573a106bb,MASS_7a0573a106bb,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7a2021876a42,MASS_7a2021876a42,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7a207124501a,MASS_7a207124501a,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7a65e59eb7e7,MASS_7a65e59eb7e7,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7a6916a02c1c,MASS_7a6916a02c1c,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7a7636568ef5,MASS_7a7636568ef5,Mass Actor,LCN Non-HCC,,True,4.0,Neutral,Neutral Engagement,,6,3.0,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7acbbc04bcff,MASS_7acbbc04bcff,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,Daviena,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7ad91c10c2a7,MASS_7ad91c10c2a7,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7afe558f1f5e,MASS_7afe558f1f5e,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7b0d56a73722,MASS_7b0d56a73722,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7b8a9a98c4ba,MASS_7b8a9a98c4ba,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,Daviena,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7b9b5940a3b7,MASS_7b9b5940a3b7,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,The Originote,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7b9fa8c9a57d,MASS_7b9fa8c9a57d,Mass Actor,Outside LCN,,False,3.0,Mixed,Mixed Goals,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7ba95af7e22f,MASS_7ba95af7e22f,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7bbb3519144b,MASS_7bbb3519144b,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7c3e042765d6,MASS_7c3e042765d6,Mass Actor,LCN Non-HCC,,True,4.0,Positive,Promotional / Supportive,Mixed_3plus_Brands,1,1.0714285714285714,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7c42f276bea6,MASS_7c42f276bea6,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,Mixed_2_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7c5645e02fdd,MASS_7c5645e02fdd,Mass Actor,LCN Non-HCC,,True,2.0,Mixed,Insufficient Text,Not identified,1,0.5357142857142857,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7cb6f1c60ac2,MASS_7cb6f1c60ac2,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7ce4e29628bf,MASS_7ce4e29628bf,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7d1499fc1154,MASS_7d1499fc1154,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7d68897247bf,MASS_7d68897247bf,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7d7f00d19f11,MASS_7d7f00d19f11,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7e2f71244c55,MASS_7e2f71244c55,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,Mixed_2_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7e4588bf63bc,MASS_7e4588bf63bc,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7e5004e057dd,MASS_7e5004e057dd,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,Mixed_3plus_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7ea8e22d53ca,MASS_7ea8e22d53ca,Mass Actor,LCN Non-HCC,,True,7.0,Neutral,Neutral Engagement,,1,0.5,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7eb9d8b5928d,MASS_7eb9d8b5928d,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Mixed_3plus_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7f11d140d22c,MASS_7f11d140d22c,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7f6bb7d2126c,MASS_7f6bb7d2126c,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7f7051934843,MASS_7f7051934843,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7fa3f8b5419c,MASS_7fa3f8b5419c,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7fa6aca448d3,MASS_7fa6aca448d3,Mass Actor,LCN Non-HCC,,True,8.0,Neutral,Neutral Engagement,The Originote,21,14.5,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7fa86a9d9a45,MASS_7fa86a9d9a45,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Daviena,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_7ff44fc79961,MASS_7ff44fc79961,Mass Actor,LCN Non-HCC,,True,9.0,Neutral,Neutral Engagement,,6,3.017857142857143,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_8001fca15439,MASS_8001fca15439,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Mixed_2_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_800d3c1bcf69,MASS_800d3c1bcf69,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_801f362d8c29,MASS_801f362d8c29,Mass Actor,LCN Non-HCC,,True,2.0,Mixed,Insufficient Text,The Originote,1,0.5357142857142857,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_802a92235fde,MASS_802a92235fde,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,Daviena,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_803c41ce29d5,MASS_803c41ce29d5,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,Mixed_3plus_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_80436d8499b7,MASS_80436d8499b7,Mass Actor,LCN Non-HCC,,True,23.0,Negative,Critical / Complaint,,1,0.5,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_80487053f349,MASS_80487053f349,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_80576745b0d4,MASS_80576745b0d4,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_805f57513e83,MASS_805f57513e83,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_806c30163f9e,MASS_806c30163f9e,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_80f7efe22a1b,MASS_80f7efe22a1b,Mass Actor,Outside LCN,,False,1.0,Insufficient Text,Insufficient Text,Mixed_3plus_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_815efa309e55,MASS_815efa309e55,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_81822906d2ee,MASS_81822906d2ee,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_81c29149a2b4,MASS_81c29149a2b4,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_81c3ba0c8b30,MASS_81c3ba0c8b30,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_81d55dde4528,MASS_81d55dde4528,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_82213bfd8788,MASS_82213bfd8788,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_82386fd109f0,MASS_82386fd109f0,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_82a3f6d9cc73,MASS_82a3f6d9cc73,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_8335dce27ece,MASS_8335dce27ece,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_836201988219,MASS_836201988219,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_83e0a67b0960,MASS_83e0a67b0960,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Mixed_3plus_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_842cf30a7751,MASS_842cf30a7751,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_84cac12de289,MASS_84cac12de289,Mass Actor,LCN Non-HCC,,True,6.0,Neutral,Neutral Engagement,Mixed_3plus_Brands,1,1.7321428571428572,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_8520a93af37d,MASS_8520a93af37d,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_8537d403142a,MASS_8537d403142a,Mass Actor,LCN Non-HCC,,True,5.0,Mixed,Mixed Goals,Mixed_2_Brands,3,2.5,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_8562beccb093,MASS_8562beccb093,Mass Actor,LCN Non-HCC,,True,7.0,Negative,Mixed Goals,,1,1.875,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_85b8a6a09ac9,MASS_85b8a6a09ac9,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Daviena,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_85ccbf93f0b7,MASS_85ccbf93f0b7,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_85fa27d35b1f,MASS_85fa27d35b1f,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_8612e34080cd,MASS_8612e34080cd,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_86cdb038cfbf,MASS_86cdb038cfbf,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_86fff884275b,MASS_86fff884275b,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,Mixed_2_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_870d7270eff6,MASS_870d7270eff6,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_87395668406b,MASS_87395668406b,Mass Actor,LCN Non-HCC,,True,2.0,Positive,Insufficient Text,Maryame,1,0.5357142857142857,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_876a439dd9eb,MASS_876a439dd9eb,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_8778bf21c711,MASS_8778bf21c711,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_877e54821834,MASS_877e54821834,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_879942b97691,MASS_879942b97691,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Mixed_3plus_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_882e3db1c363,MASS_882e3db1c363,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_885d3c6b4160,MASS_885d3c6b4160,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_886d389bdc78,MASS_886d389bdc78,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_887fc4c18990,MASS_887fc4c18990,Mass Actor,LCN Non-HCC,,True,2.0,Mixed,Insufficient Text,Maryame,1,0.5357142857142857,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_887fd98967c8,MASS_887fd98967c8,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_88b07d5d4822,MASS_88b07d5d4822,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_88c1c93e63a0,MASS_88c1c93e63a0,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_88f00b51a0ca,MASS_88f00b51a0ca,Mass Actor,Outside LCN,,False,2.0,Mixed,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_89226e676a5b,MASS_89226e676a5b,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_892a309d16f5,MASS_892a309d16f5,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_893628272924,MASS_893628272924,Mass Actor,Outside LCN,,False,2.0,Negative,Insufficient Text,Daviena,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_89beb2c2c115,MASS_89beb2c2c115,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_89d3eeceb4a6,MASS_89d3eeceb4a6,Mass Actor,LCN Non-HCC,,True,7.0,Mixed,Mixed Goals,,1,1.875,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_8a116f226cdc,MASS_8a116f226cdc,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_8a535620486c,MASS_8a535620486c,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_8a6b1ac80ddb,MASS_8a6b1ac80ddb,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_8a7f20b29eae,MASS_8a7f20b29eae,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Mixed_2_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_8a8938dac81a,MASS_8a8938dac81a,Mass Actor,LCN Non-HCC,,True,2.0,Mixed,Insufficient Text,The Originote,1,0.5357142857142857,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
