Id,Label,node_type,actor_type_primary,n_accounts,n_comments,goal_orientation,target_brand,hcc_id,edge_type,dominant_sentiment,Degree,Weighted_Degree_Raw,Weighted_Degree_Visual
MASS_HCC_3_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 3 Negative,Mass Actor Segment,Mass Actor,50,114.0,Insufficient Text,,3,Ambiguous Community-Mass Association,Negative,1,10.841093,2.471576
MASS_HCC_3_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 3 Neutral,Mass Actor Segment,Mass Actor,186,397.0,Insufficient Text,,3,Ambiguous Community-Mass Association,Neutral,1,38.695965,3.68125
MASS_HCC_3_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 3 Positive,Mass Actor Segment,Mass Actor,46,106.0,Insufficient Text,,3,Ambiguous Community-Mass Association,Positive,1,10.437007,2.436854
MASS_HCC_3_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 3 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Mixed_2_Brands,3,Observed Community-Mass Temporal Association,Mixed,1,1.0,0.693147
MASS_HCC_3_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 3 Negative,Mass Actor Segment,Mass Actor,1,3.0,Critical / Complaint,Mixed_2_Brands,3,Observed Community-Mass Temporal Association,Negative,1,1.0,0.693147
MASS_HCC_3_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 3 Neutral,Mass Actor Segment,Mass Actor,1,8.0,Neutral Engagement,Mixed_2_Brands,3,Observed Community-Mass Temporal Association,Neutral,1,1.0,0.693147
MASS_HCC_3_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 3 Positive,Mass Actor Segment,Mass Actor,2,4.0,Insufficient Text,Mixed_2_Brands,3,Observed Community-Mass Temporal Association,Positive,1,2.0,1.098612
MASS_HCC_42_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 42 Mixed,Mass Actor Segment,Mass Actor,46,122.0,Insufficient Text,,42,Ambiguous Community-Mass Association,Mixed,1,6.977132,2.076579
MASS_HCC_42_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 42 Negative,Mass Actor Segment,Mass Actor,106,148.0,Insufficient Text,,42,Ambiguous Community-Mass Association,Negative,1,24.661388,3.244987
MASS_HCC_42_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 42 Neutral,Mass Actor Segment,Mass Actor,283,529.0,Insufficient Text,,42,Ambiguous Community-Mass Association,Neutral,1,61.720749,4.138692
MASS_HCC_42_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 42 Positive,Mass Actor Segment,Mass Actor,151,235.0,Insufficient Text,,42,Ambiguous Community-Mass Association,Positive,1,34.74742,3.576478
MASS_HCC_42_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 42 Neutral,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Daviena,42,Observed Community-Mass Temporal Association,Neutral,1,1.0,0.693147
MASS_HCC_42_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 42 Positive,Mass Actor Segment,Mass Actor,3,3.0,Insufficient Text,Daviena,42,Observed Community-Mass Temporal Association,Positive,1,3.0,1.386294
MASS_HCC_45_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 45 Mixed,Mass Actor Segment,Mass Actor,124,357.0,Insufficient Text,,45,Ambiguous Community-Mass Association,Mixed,1,17.390712,2.911846
MASS_HCC_45_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 45 Negative,Mass Actor Segment,Mass Actor,288,393.0,Insufficient Text,,45,Ambiguous Community-Mass Association,Negative,1,68.650531,4.24349
MASS_HCC_45_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 45 Neutral,Mass Actor Segment,Mass Actor,685,1156.0,Insufficient Text,,45,Ambiguous Community-Mass Association,Neutral,1,153.39497,5.039514
MASS_HCC_45_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 45 Positive,Mass Actor Segment,Mass Actor,396,535.0,Insufficient Text,,45,Ambiguous Community-Mass Association,Positive,1,97.914114,4.594252
MASS_HCC_45_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 45 Negative,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Mixed_3plus_Brands,45,Observed Community-Mass Temporal Association,Negative,1,1.0,0.693147
MASS_HCC_45_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 45 Neutral,Mass Actor Segment,Mass Actor,4,15.0,Insufficient Text,Mixed_3plus_Brands,45,Observed Community-Mass Temporal Association,Neutral,1,4.0,1.609438
MASS_HCC_45_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 45 Positive,Mass Actor Segment,Mass Actor,1,8.0,Promotional / Supportive,Mixed_3plus_Brands,45,Observed Community-Mass Temporal Association,Positive,1,1.0,0.693147
MASS_HCC_46_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 46 Mixed,Mass Actor Segment,Mass Actor,47,153.0,Insufficient Text,,46,Ambiguous Community-Mass Association,Mixed,1,7.097724,2.091583
MASS_HCC_46_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 46 Negative,Mass Actor Segment,Mass Actor,77,115.0,Insufficient Text,,46,Ambiguous Community-Mass Association,Negative,1,16.665354,2.871605
MASS_HCC_46_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 46 Neutral,Mass Actor Segment,Mass Actor,331,621.0,Insufficient Text,,46,Ambiguous Community-Mass Association,Neutral,1,68.965232,4.247998
MASS_HCC_46_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 46 Positive,Mass Actor Segment,Mass Actor,118,201.0,Insufficient Text,,46,Ambiguous Community-Mass Association,Positive,1,25.370294,3.272238
MASS_HCC_46_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 46 Mixed,Mass Actor Segment,Mass Actor,1,13.0,Mixed Goals,The Originote,46,Observed Community-Mass Temporal Association,Mixed,1,1.0,0.693147
MASS_HCC_46_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 46 Negative,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,The Originote,46,Observed Community-Mass Temporal Association,Negative,1,1.0,0.693147
MASS_HCC_46_Shared_Video_Context_Only_Negative,Mass Shared-Video Context Only 46 Negative,Mass Actor Segment,Mass Actor,2,4.0,Critical / Complaint,The Originote,46,Shared-Video Context Only,Negative,1,2.0,1.098612
MASS_HCC_46_Shared_Video_Context_Only_Neutral,Mass Shared-Video Context Only 46 Neutral,Mass Actor Segment,Mass Actor,23,31.0,Insufficient Text,The Originote,46,Shared-Video Context Only,Neutral,1,23.0,3.178054
MASS_HCC_46_Shared_Video_Context_Only_Positive,Mass Shared-Video Context Only 46 Positive,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,The Originote,46,Shared-Video Context Only,Positive,1,1.0,0.693147
MASS_HCC_48_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 48 Mixed,Mass Actor Segment,Mass Actor,126,343.0,Insufficient Text,,48,Ambiguous Community-Mass Association,Mixed,1,18.300651,2.960139
MASS_HCC_48_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 48 Negative,Mass Actor Segment,Mass Actor,244,335.0,Insufficient Text,,48,Ambiguous Community-Mass Association,Negative,1,53.175787,3.992234
MASS_HCC_48_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 48 Neutral,Mass Actor Segment,Mass Actor,689,1154.0,Insufficient Text,,48,Ambiguous Community-Mass Association,Neutral,1,146.28043,4.992338
MASS_HCC_48_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 48 Positive,Mass Actor Segment,Mass Actor,393,565.0,Insufficient Text,,48,Ambiguous Community-Mass Association,Positive,1,88.882408,4.498502
MASS_HCC_48_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 48 Mixed,Mass Actor Segment,Mass Actor,2,8.0,Insufficient Text,Mixed_3plus_Brands,48,Observed Community-Mass Temporal Association,Mixed,1,2.0,1.098612
MASS_HCC_48_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 48 Neutral,Mass Actor Segment,Mass Actor,2,2.0,Insufficient Text,Mixed_3plus_Brands,48,Observed Community-Mass Temporal Association,Neutral,1,2.0,1.098612
MASS_HCC_48_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 48 Positive,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Mixed_3plus_Brands,48,Observed Community-Mass Temporal Association,Positive,1,1.0,0.693147
MASS_HCC_49_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 49 Mixed,Mass Actor Segment,Mass Actor,58,177.0,Insufficient Text,,49,Ambiguous Community-Mass Association,Mixed,1,8.036598,2.201283
MASS_HCC_49_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 49 Negative,Mass Actor Segment,Mass Actor,92,146.0,Insufficient Text,,49,Ambiguous Community-Mass Association,Negative,1,18.640617,2.9776
MASS_HCC_49_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 49 Neutral,Mass Actor Segment,Mass Actor,354,744.0,Insufficient Text,,49,Ambiguous Community-Mass Association,Neutral,1,64.316318,4.179242
MASS_HCC_49_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 49 Positive,Mass Actor Segment,Mass Actor,98,202.0,Insufficient Text,,49,Ambiguous Community-Mass Association,Positive,1,18.140927,2.951829
MASS_HCC_49_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 49 Neutral,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Mixed_3plus_Brands,49,Observed Community-Mass Temporal Association,Neutral,1,1.0,0.693147
MASS_HCC_49_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 49 Positive,Mass Actor Segment,Mass Actor,3,7.0,Insufficient Text,Mixed_3plus_Brands,49,Observed Community-Mass Temporal Association,Positive,1,3.0,1.386294
MASS_HCC_49_Verified_Community_Mass_Direct_Interaction_Mixed,Mass Verified Community-Mass Direct Interaction 49 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Mixed_3plus_Brands,49,Verified Community-Mass Direct Interaction,Mixed,1,1.0,0.693147
MASS_HCC_50_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 50 Mixed,Mass Actor Segment,Mass Actor,69,214.0,Insufficient Text,,50,Ambiguous Community-Mass Association,Mixed,1,9.688925,2.369208
MASS_HCC_50_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 50 Negative,Mass Actor Segment,Mass Actor,215,259.0,Insufficient Text,,50,Ambiguous Community-Mass Association,Negative,1,48.539511,3.902771
MASS_HCC_50_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 50 Neutral,Mass Actor Segment,Mass Actor,546,746.0,Insufficient Text,,50,Ambiguous Community-Mass Association,Neutral,1,121.904726,4.811409
MASS_HCC_50_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 50 Positive,Mass Actor Segment,Mass Actor,285,375.0,Insufficient Text,,50,Ambiguous Community-Mass Association,Positive,1,65.232369,4.193169
MASS_HCC_50_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 50 Negative,Mass Actor Segment,Mass Actor,3,3.0,Insufficient Text,Maryame,50,Observed Community-Mass Temporal Association,Negative,1,3.0,1.386294
MASS_HCC_50_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 50 Neutral,Mass Actor Segment,Mass Actor,4,5.0,Insufficient Text,Maryame,50,Observed Community-Mass Temporal Association,Neutral,1,4.0,1.609438
MASS_HCC_50_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 50 Positive,Mass Actor Segment,Mass Actor,2,2.0,Insufficient Text,Maryame,50,Observed Community-Mass Temporal Association,Positive,1,2.0,1.098612
MASS_HCC_50_Verified_Community_Mass_Direct_Interaction_Mixed,Mass Verified Community-Mass Direct Interaction 50 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Maryame,50,Verified Community-Mass Direct Interaction,Mixed,1,1.0,0.693147
MASS_HCC_50_Verified_Community_Mass_Direct_Interaction_Positive,Mass Verified Community-Mass Direct Interaction 50 Positive,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Maryame,50,Verified Community-Mass Direct Interaction,Positive,1,1.0,0.693147
MASS_HCC_52_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 52 Mixed,Mass Actor Segment,Mass Actor,148,379.0,Insufficient Text,,52,Ambiguous Community-Mass Association,Mixed,1,21.897252,3.131017
MASS_HCC_52_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 52 Negative,Mass Actor Segment,Mass Actor,300,401.0,Insufficient Text,,52,Ambiguous Community-Mass Association,Negative,1,73.558464,4.311584
MASS_HCC_52_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 52 Neutral,Mass Actor Segment,Mass Actor,880,1426.0,Insufficient Text,,52,Ambiguous Community-Mass Association,Neutral,1,183.681101,5.218631
MASS_HCC_52_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 52 Positive,Mass Actor Segment,Mass Actor,305,438.0,Insufficient Text,,52,Ambiguous Community-Mass Association,Positive,1,72.276627,4.294242
MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 52 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Daviena,52,Observed Community-Mass Temporal Association,Mixed,1,1.0,0.693147
MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 52 Negative,Mass Actor Segment,Mass Actor,3,4.0,Insufficient Text,Daviena,52,Observed Community-Mass Temporal Association,Negative,1,3.0,1.386294
MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 52 Neutral,Mass Actor Segment,Mass Actor,2,2.0,Insufficient Text,Daviena,52,Observed Community-Mass Temporal Association,Neutral,1,2.0,1.098612
MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 52 Positive,Mass Actor Segment,Mass Actor,3,3.0,Insufficient Text,Daviena,52,Observed Community-Mass Temporal Association,Positive,1,3.0,1.386294
MASS_HCC_52_Verified_Community_Mass_Direct_Interaction_Mixed,Mass Verified Community-Mass Direct Interaction 52 Mixed,Mass Actor Segment,Mass Actor,1,7.0,Mixed Goals,Daviena,52,Verified Community-Mass Direct Interaction,Mixed,1,1.0,0.693147
MASS_HCC_54_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 54 Mixed,Mass Actor Segment,Mass Actor,231,594.0,Insufficient Text,,54,Ambiguous Community-Mass Association,Mixed,1,38.804296,3.683975
MASS_HCC_54_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 54 Negative,Mass Actor Segment,Mass Actor,508,623.0,Insufficient Text,,54,Ambiguous Community-Mass Association,Negative,1,134.203653,4.906782
MASS_HCC_54_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 54 Neutral,Mass Actor Segment,Mass Actor,1415,2009.0,Insufficient Text,,54,Ambiguous Community-Mass Association,Neutral,1,312.392623,5.747457
MASS_HCC_54_Ambiguous_Community_Mass_Association_No_text,Mass Ambiguous Community-Mass Association 54 No text,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,,54,Ambiguous Community-Mass Association,No text,1,0.333333,0.287682
MASS_HCC_54_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 54 Positive,Mass Actor Segment,Mass Actor,812,1032.0,Insufficient Text,,54,Ambiguous Community-Mass Association,Positive,1,224.890044,5.420048
MASS_HCC_54_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 54 Mixed,Mass Actor Segment,Mass Actor,16,43.0,Insufficient Text,Azarine,54,Observed Community-Mass Temporal Association,Mixed,1,16.0,2.833213
MASS_HCC_54_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 54 Negative,Mass Actor Segment,Mass Actor,17,32.0,Insufficient Text,Azarine,54,Observed Community-Mass Temporal Association,Negative,1,17.0,2.890372
MASS_HCC_54_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 54 Neutral,Mass Actor Segment,Mass Actor,26,50.0,Insufficient Text,Azarine,54,Observed Community-Mass Temporal Association,Neutral,1,26.0,3.295837
MASS_HCC_54_Observed_Community_Mass_Temporal_Association_No_text,Mass Observed Community-Mass Temporal Association 54 No text,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Azarine,54,Observed Community-Mass Temporal Association,No text,1,1.0,0.693147
MASS_HCC_54_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 54 Positive,Mass Actor Segment,Mass Actor,28,40.0,Insufficient Text,Azarine,54,Observed Community-Mass Temporal Association,Positive,1,28.0,3.367296
MASS_HCC_54_Verified_Community_Mass_Direct_Interaction_Mixed,Mass Verified Community-Mass Direct Interaction 54 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Azarine,54,Verified Community-Mass Direct Interaction,Mixed,1,1.0,0.693147
MASS_HCC_54_Verified_Community_Mass_Direct_Interaction_Neutral,Mass Verified Community-Mass Direct Interaction 54 Neutral,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Azarine,54,Verified Community-Mass Direct Interaction,Neutral,1,1.0,0.693147
MASS_HCC_54_Verified_Community_Mass_Direct_Interaction_Positive,Mass Verified Community-Mass Direct Interaction 54 Positive,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Azarine,54,Verified Community-Mass Direct Interaction,Positive,1,1.0,0.693147
MASS_HCC_5_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 5 Mixed,Mass Actor Segment,Mass Actor,129,388.0,Insufficient Text,,5,Ambiguous Community-Mass Association,Mixed,1,20.516144,3.068804
MASS_HCC_5_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 5 Negative,Mass Actor Segment,Mass Actor,197,284.0,Insufficient Text,,5,Ambiguous Community-Mass Association,Negative,1,52.552004,3.980653
MASS_HCC_5_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 5 Neutral,Mass Actor Segment,Mass Actor,805,1265.0,Insufficient Text,,5,Ambiguous Community-Mass Association,Neutral,1,191.760275,5.261447
MASS_HCC_5_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 5 Positive,Mass Actor Segment,Mass Actor,287,463.0,Insufficient Text,,5,Ambiguous Community-Mass Association,Positive,1,76.155491,4.345823
MASS_HCC_5_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 5 Mixed,Mass Actor Segment,Mass Actor,4,10.0,Insufficient Text,The Originote,5,Observed Community-Mass Temporal Association,Mixed,1,4.0,1.609438
MASS_HCC_5_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 5 Negative,Mass Actor Segment,Mass Actor,5,11.0,Insufficient Text,The Originote,5,Observed Community-Mass Temporal Association,Negative,1,5.0,1.791759
MASS_HCC_5_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 5 Neutral,Mass Actor Segment,Mass Actor,5,13.0,Insufficient Text,The Originote,5,Observed Community-Mass Temporal Association,Neutral,1,5.0,1.791759
MASS_HCC_5_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 5 Positive,Mass Actor Segment,Mass Actor,4,10.0,Insufficient Text,The Originote,5,Observed Community-Mass Temporal Association,Positive,1,4.0,1.609438
MASS_HCC_5_Shared_Video_Context_Only_Mixed,Mass Shared-Video Context Only 5 Mixed,Mass Actor Segment,Mass Actor,6,16.0,Mixed Goals,The Originote,5,Shared-Video Context Only,Mixed,1,6.0,1.94591
MASS_HCC_5_Shared_Video_Context_Only_Negative,Mass Shared-Video Context Only 5 Negative,Mass Actor Segment,Mass Actor,21,23.0,Insufficient Text,The Originote,5,Shared-Video Context Only,Negative,1,21.0,3.091042
MASS_HCC_5_Shared_Video_Context_Only_Neutral,Mass Shared-Video Context Only 5 Neutral,Mass Actor Segment,Mass Actor,39,43.0,Insufficient Text,The Originote,5,Shared-Video Context Only,Neutral,1,39.0,3.688879
MASS_HCC_5_Shared_Video_Context_Only_Positive,Mass Shared-Video Context Only 5 Positive,Mass Actor Segment,Mass Actor,11,11.0,Insufficient Text,The Originote,5,Shared-Video Context Only,Positive,1,11.0,2.484907
MASS_HCC_60_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 60 Mixed,Mass Actor Segment,Mass Actor,70,192.0,Insufficient Text,,60,Ambiguous Community-Mass Association,Mixed,1,8.780786,2.28042
MASS_HCC_60_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 60 Negative,Mass Actor Segment,Mass Actor,109,155.0,Insufficient Text,,60,Ambiguous Community-Mass Association,Negative,1,29.562554,3.419776
MASS_HCC_60_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 60 Neutral,Mass Actor Segment,Mass Actor,307,500.0,Insufficient Text,,60,Ambiguous Community-Mass Association,Neutral,1,63.030496,4.159359
MASS_HCC_60_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 60 Positive,Mass Actor Segment,Mass Actor,118,198.0,Insufficient Text,,60,Ambiguous Community-Mass Association,Positive,1,28.577393,3.38701
MASS_HCC_63_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 63 Mixed,Mass Actor Segment,Mass Actor,209,599.0,Insufficient Text,,63,Ambiguous Community-Mass Association,Mixed,1,32.334243,3.506585
MASS_HCC_63_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 63 Negative,Mass Actor Segment,Mass Actor,471,671.0,Insufficient Text,,63,Ambiguous Community-Mass Association,Negative,1,112.117585,4.728428
MASS_HCC_63_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 63 Neutral,Mass Actor Segment,Mass Actor,1412,2280.0,Insufficient Text,,63,Ambiguous Community-Mass Association,Neutral,1,312.549098,5.747956
MASS_HCC_63_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 63 Positive,Mass Actor Segment,Mass Actor,851,1111.0,Insufficient Text,,63,Ambiguous Community-Mass Association,Positive,1,261.211934,5.569153
MASS_HCC_63_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 63 Mixed,Mass Actor Segment,Mass Actor,2,4.0,Insufficient Text,Mixed_3plus_Brands,63,Observed Community-Mass Temporal Association,Mixed,1,2.0,1.098612
MASS_HCC_63_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 63 Negative,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Mixed_3plus_Brands,63,Observed Community-Mass Temporal Association,Negative,1,1.0,0.693147
MASS_HCC_63_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 63 Neutral,Mass Actor Segment,Mass Actor,8,14.0,Insufficient Text,Mixed_3plus_Brands,63,Observed Community-Mass Temporal Association,Neutral,1,8.0,2.197225
MASS_HCC_63_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 63 Positive,Mass Actor Segment,Mass Actor,3,7.0,Insufficient Text,Mixed_3plus_Brands,63,Observed Community-Mass Temporal Association,Positive,1,3.0,1.386294
MASS_HCC_63_Verified_Community_Mass_Direct_Interaction_Positive,Mass Verified Community-Mass Direct Interaction 63 Positive,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Mixed_3plus_Brands,63,Verified Community-Mass Direct Interaction,Positive,1,1.0,0.693147
MASS_HCC_74_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 74 Mixed,Mass Actor Segment,Mass Actor,69,199.0,Insufficient Text,,74,Ambiguous Community-Mass Association,Mixed,1,10.707551,2.460234
MASS_HCC_74_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 74 Negative,Mass Actor Segment,Mass Actor,163,234.0,Insufficient Text,,74,Ambiguous Community-Mass Association,Negative,1,43.461636,3.794627
MASS_HCC_74_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 74 Neutral,Mass Actor Segment,Mass Actor,368,720.0,Insufficient Text,,74,Ambiguous Community-Mass Association,Neutral,1,80.066069,4.395264
MASS_HCC_74_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 74 Positive,Mass Actor Segment,Mass Actor,176,255.0,Insufficient Text,,74,Ambiguous Community-Mass Association,Positive,1,47.916321,3.890111
MASS_HCC_74_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 74 Neutral,Mass Actor Segment,Mass Actor,2,5.0,Insufficient Text,Daviena,74,Observed Community-Mass Temporal Association,Neutral,1,2.0,1.098612
MASS_HCC_74_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 74 Positive,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Daviena,74,Observed Community-Mass Temporal Association,Positive,1,1.0,0.693147
MASS_HCC_75_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 75 Mixed,Mass Actor Segment,Mass Actor,131,316.0,Insufficient Text,,75,Ambiguous Community-Mass Association,Mixed,1,19.645109,3.027478
MASS_HCC_75_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 75 Negative,Mass Actor Segment,Mass Actor,559,630.0,Insufficient Text,,75,Ambiguous Community-Mass Association,Negative,1,108.917688,4.699732
MASS_HCC_75_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 75 Neutral,Mass Actor Segment,Mass Actor,5150,5461.0,Insufficient Text,,75,Ambiguous Community-Mass Association,Neutral,1,1018.220689,6.926794
MASS_HCC_75_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 75 Positive,Mass Actor Segment,Mass Actor,1483,1577.0,Insufficient Text,,75,Ambiguous Community-Mass Association,Positive,1,292.660448,5.682424
MASS_HCC_75_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 75 Negative,Mass Actor Segment,Mass Actor,4,5.0,Insufficient Text,Mixed_2_Brands,75,Observed Community-Mass Temporal Association,Negative,1,4.0,1.609438
